# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
4.435000e+00	1.070000e+00	-5.172317e-09	4.252792e-04	-1.216217e-05
4.435000e+00	1.077186e+00	3.111044e-08	4.665911e-04	6.667603e-05
4.435000e+00	1.084372e+00	4.334771e-08	5.241861e-04	8.269527e-05
4.435000e+00	1.091558e+00	5.401170e-08	5.922403e-04	9.119897e-05
4.435000e+00	1.098744e+00	7.506445e-08	6.660222e-04	1.127056e-04
4.435000e+00	1.105930e+00	1.099438e-07	7.416572e-04	1.482408e-04
4.435000e+00	1.113116e+00	1.550928e-07	8.160343e-04	1.900567e-04
4.435000e+00	1.120302e+00	2.039424e-07	8.891411e-04	2.293701e-04
4.435000e+00	1.127487e+00	2.560701e-07	9.638976e-04	2.656611e-04
4.435000e+00	1.134673e+00	3.179022e-07	1.042869e-03	3.048344e-04
4.435000e+00	1.141859e+00	3.879982e-07	1.127574e-03	3.441001e-04
4.435000e+00	1.149045e+00	4.614529e-07	1.218880e-03	3.785875e-04
4.435000e+00	1.156231e+00	5.400268e-07	1.316982e-03	4.100488e-04
4.435000e+00	1.163417e+00	6.326577e-07	1.418962e-03	4.458595e-04
4.435000e+00	1.170603e+00	7.425532e-07	1.521199e-03	4.881369e-04
4.435000e+00	1.177789e+00	8.639372e-07	1.621969e-03	5.326472e-04
4.435000e+00	1.184975e+00	9.900779e-07	1.724064e-03	5.742697e-04
4.435000e+00	1.192161e+00	1.124604e-06	1.830714e-03	6.142979e-04
4.435000e+00	1.199347e+00	1.274346e-06	1.943341e-03	6.557498e-04
4.435000e+00	1.206533e+00	1.438146e-06	2.060888e-03	6.978282e-04
4.435000e+00	1.213719e+00	1.613257e-06	2.182185e-03	7.392851e-04
4.435000e+00	1.220905e+00	1.801875e-06	2.305927e-03	7.814101e-04
4.435000e+00	1.228090e+00	2.009053e-06	2.430704e-03	8.265314e-04
4.435000e+00	1.235276e+00	2.235565e-06	2.555514e-03	8.748007e-04
4.435000e+00	1.242462e+00	2.474319e-06	2.681819e-03	9.226269e-04
4.435000e+00	1.249648e+00	2.722887e-06	2.812165e-03	9.682529e-04
4.435000e+00	1.256834e+00	2.987920e-06	2.948173e-03	1.013482e-03
4.435000e+00	1.264020e+00	3.274977e-06	3.088283e-03	1.060452e-03
4.435000e+00	1.271206e+00	3.583013e-06	3.230231e-03	1.109212e-03
4.435000e+00	1.278392e+00	3.907913e-06	3.372619e-03	1.158718e-03
4.435000e+00	1.285578e+00	4.250636e-06	3.515723e-03	1.209036e-03
4.435000e+00	1.292764e+00	4.615257e-06	3.660029e-03	1.260989e-03
4.435000e+00	1.299950e+00	5.001470e-06	3.806332e-03	1.313987e-03
4.435000e+00	1.307136e+00	5.404617e-06	3.955823e-03	1.366243e-03
4.435000e+00	1.314322e+00	5.825982e-06	4.109505e-03	1.417685e-03
4.435000e+00	1.321508e+00	6.271709e-06	4.266600e-03	1.469955e-03
4.435000e+00	1.328693e+00	6.744526e-06	4.425127e-03	1.524143e-03
4.435000e+00	1.335879e+00	7.241125e-06	4.583496e-03	1.579826e-03
4.435000e+00	1.343065e+00	7.758450e-06	4.742015e-03	1.636108e-03
4.435000e+00	1.350251e+00	8.298651e-06	4.901702e-03	1.693014e-03
4.435000e+00	1.357437e+00	8.865801e-06	5.063401e-03	1.750958e-03
4.435000e+00	1.364623e+00	9.457452e-06	5.227559e-03	1.809153e-03
4.435000e+00	1.371809e+00	1.007214e-05	5.394508e-03	1.867110e-03
4.435000e+00	1.378995e+00	1.071265e-05	5.564000e-03	1.925351e-03
4.435000e+00	1.386181e+00	1.138314e-05	5.734753e-03	1.984940e-03
4.435000e+00	1.393367e+00	1.208316e-05	5.905502e-03	2.046086e-03
4.435000e+00	1.400553e+00	1.280922e-05	6.076053e-03	2.108148e-03
4.435000e+00	1.407739e+00	1.356077e-05	6.247271e-03	2.170671e-03
4.435000e+00	1.414925e+00	1.434153e-05	6.419963e-03	2.233896e-03
4.435000e+00	1.422111e+00	1.515247e-05	6.594378e-03	2.297786e-03
4.435000e+00	1.429296e+00	1.599213e-05	6.770451e-03	2.362047e-03
4.435000e+00	1.436482e+00	1.686047e-05	6.948025e-03	2.426657e-03
4.435000e+00	1.443668e+00	1.776029e-05	7.126497e-03	2.492148e-03
4.435000e+00	1.450854e+00	1.869288e-05	7.305152e-03	2.558862e-03
4.435000e+00	1.458040e+00	1.965672e-05	7.483620e-03	2.626633e-03
4.435000e+00	1.465226e+00	2.065007e-05	7.662373e-03	2.694996e-03
4.435000e+00	1.472412e+00	2.167451e-05	7.841988e-03	2.763905e-03
4.435000e+00	1.479598e+00	2.273240e-05	8.022728e-03	2.833500e-03
4.435000e+00	1.486784e+00	2.382336e-05	8.204419e-03	2.903724e-03
4.435000e+00	1.493970e+00	2.494670e-05	8.386857e-03	2.974500e-03
4.435000e+00	1.501156e+00	2.610335e-05	8.569746e-03	3.045989e-03
4.435000e+00	1.508342e+00	2.729481e-05	8.752718e-03	3.118438e-03
4.435000e+00	1.515528e+00	2.852109e-05	8.935474e-03	3.191894e-03
4.435000e+00	1.522714e+00	2.978087e-05	9.118153e-03	3.266108e-03
4.435000e+00	1.529899e+00	3.107429e-05	9.301086e-03	3.340931e-03
4.435000e+00	1.537085e+00	3.240314e-05	9.484512e-03	3.416427e-03
4.435000e+00	1.544271e+00	3.376787e-05	9.668347e-03	3.492621e-03
