# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
3.244000e+00	1.637688e+00	1.928591e-04	2.765295e-02	6.974270e-03
3.244000e+00	1.644874e+00	1.986875e-04	2.794173e-02	7.110780e-03
3.244000e+00	1.652060e+00	2.046113e-04	2.822633e-02	7.248954e-03
3.244000e+00	1.659246e+00	2.106247e-04	2.850645e-02	7.388668e-03
3.244000e+00	1.666432e+00	2.167249e-04	2.878292e-02	7.529636e-03
3.244000e+00	1.673618e+00	2.229148e-04	2.905659e-02	7.671747e-03
3.244000e+00	1.680804e+00	2.291974e-04	2.932772e-02	7.815042e-03
3.244000e+00	1.687990e+00	2.355706e-04	2.959603e-02	7.959535e-03
3.244000e+00	1.695176e+00	2.420307e-04	2.986119e-02	8.105193e-03
3.244000e+00	1.702362e+00	2.485806e-04	3.012269e-02	8.252273e-03
3.244000e+00	1.709548e+00	2.552235e-04	3.037989e-02	8.401066e-03
3.244000e+00	1.716734e+00	2.619563e-04	3.063246e-02	8.551590e-03
3.244000e+00	1.723920e+00	2.687724e-04	3.088123e-02	8.703422e-03
3.244000e+00	1.731106e+00	2.756716e-04	3.112734e-02	8.856254e-03
3.244000e+00	1.738291e+00	2.826595e-04	3.137143e-02	9.010091e-03
3.244000e+00	1.745477e+00	2.897373e-04	3.161297e-02	9.165140e-03
3.244000e+00	1.752663e+00	2.969003e-04	3.185128e-02	9.321457e-03
3.244000e+00	1.759849e+00	3.041464e-04	3.208580e-02	9.479158e-03
3.244000e+00	1.767035e+00	3.114799e-04	3.231612e-02	9.638529e-03
3.244000e+00	1.774221e+00	3.189012e-04	3.254191e-02	9.799709e-03
3.244000e+00	1.781407e+00	3.264041e-04	3.276366e-02	9.962381e-03
3.244000e+00	1.788593e+00	3.339848e-04	3.298253e-02	1.012611e-02
3.244000e+00	1.795779e+00	3.416473e-04	3.319945e-02	1.029075e-02
3.244000e+00	1.802965e+00	3.493959e-04	3.341417e-02	1.045652e-02
3.244000e+00	1.810151e+00	3.572279e-04	3.362592e-02	1.062359e-02
3.244000e+00	1.817337e+00	3.651374e-04	3.383404e-02	1.079201e-02
3.244000e+00	1.824523e+00	3.731279e-04	3.403815e-02	1.096205e-02
3.244000e+00	1.831709e+00	3.812018e-04	3.423792e-02	1.113391e-02
3.244000e+00	1.838894e+00	3.893552e-04	3.443350e-02	1.130745e-02
3.244000e+00	1.846080e+00	3.975816e-04	3.462593e-02	1.148219e-02
3.244000e+00	1.853266e+00	4.058826e-04	3.481629e-02	1.165784e-02
3.244000e+00	1.860452e+00	4.142638e-04	3.500482e-02	1.183448e-02
3.244000e+00	1.867638e+00	4.227247e-04	3.519086e-02	1.201234e-02
3.244000e+00	1.874824e+00	4.312588e-04	3.537375e-02	1.219149e-02
3.244000e+00	1.882010e+00	4.398671e-04	3.555299e-02	1.237215e-02
3.244000e+00	1.889196e+00	4.485533e-04	3.572818e-02	1.255461e-02
3.244000e+00	1.896382e+00	4.573155e-04	3.589910e-02	1.273891e-02
3.244000e+00	1.903568e+00	4.661464e-04	3.606656e-02	1.292462e-02
3.244000e+00	1.910754e+00	4.750450e-04	3.623167e-02	1.311132e-02
3.244000e+00	1.917940e+00	4.840170e-04	3.639516e-02	1.329894e-02
3.244000e+00	1.925126e+00	4.930634e-04	3.655665e-02	1.348765e-02
3.244000e+00	1.932312e+00	5.021793e-04	3.671561e-02	1.367754e-02
3.244000e+00	1.939497e+00	5.113620e-04	3.687152e-02	1.386875e-02
3.244000e+00	1.946683e+00	5.206160e-04	3.702389e-02	1.406162e-02
3.244000e+00	1.953869e+00	5.299413e-04	3.717227e-02	1.425636e-02
3.244000e+00	1.961055e+00	5.393319e-04	3.731693e-02	1.445274e-02
3.244000e+00	1.968241e+00	5.487847e-04	3.745874e-02	1.465038e-02
3.244000e+00	1.975427e+00	5.583033e-04	3.759848e-02	1.484909e-02
3.244000e+00	1.982613e+00	5.678893e-04	3.773631e-02	1.504888e-02
3.244000e+00	1.989799e+00	5.775400e-04	3.787209e-02	1.524975e-02
3.244000e+00	1.996985e+00	5.872525e-04	3.800563e-02	1.545172e-02
3.244000e+00	2.004171e+00	5.970286e-04	3.813658e-02	1.565501e-02
3.244000e+00	2.011357e+00	6.068677e-04	3.826452e-02	1.585980e-02
3.244000e+00	2.018543e+00	6.167670e-04	3.838920e-02	1.606616e-02
3.244000e+00	2.025729e+00	6.267271e-04	3.851068e-02	1.627411e-02
3.244000e+00	2.032915e+00	6.367491e-04	3.862905e-02	1.648368e-02
3.244000e+00	2.040101e+00	6.468299e-04	3.874468e-02	1.669468e-02
3.244000e+00	2.047286e+00	6.569650e-04	3.885825e-02	1.690671e-02
3.244000e+00	2.054472e+00	6.671560e-04	3.897039e-02	1.711956e-02
3.244000e+00	2.061658e+00	6.774064e-04	3.908106e-02	1.733337e-02
3.244000e+00	2.068844e+00	6.877150e-04	3.918972e-02	1.754835e-02
3.244000e+00	2.076030e+00	6.980761e-04	3.929588e-02	1.776461e-02
3.244000e+00	2.083216e+00	7.084916e-04	3.939915e-02	1.798241e-02
3.244000e+00	2.090402e+00	7.189642e-04	3.949922e-02	1.820199e-02
3.244000e+00	2.097588e+00	7.294910e-04	3.959601e-02	1.842334e-02
3.244000e+00	2.104774e+00	7.400656e-04	3.969022e-02	1.864605e-02
3.244000e+00	2.111960e+00	7.506885e-04	3.978265e-02	1.886974e-02
3.244000e+00	2.119146e+00	7.613638e-04	3.987377e-02	1.909435e-02
3.244000e+00	2.126332e+00	7.720916e-04	3.996339e-02	1.931997e-02
3.244000e+00	2.133518e+00	7.828684e-04	4.005129e-02	1.954665e-02
3.244000e+00	2.140704e+00	7.936924e-04	4.013724e-02	1.977446e-02
3.244000e+00	2.147889e+00	8.045636e-04	4.022106e-02	2.000354e-02
3.244000e+00	2.155075e+00	8.154803e-04	4.030255e-02	2.023396e-02
3.244000e+00	2.162261e+00	8.264439e-04	4.038153e-02	2.046589e-02
3.244000e+00	2.169447e+00	8.374559e-04	4.045778e-02	2.069950e-02
3.244000e+00	2.176633e+00	8.485144e-04	4.053125e-02	2.093482e-02
3.244000e+00	2.183819e+00	8.596124e-04	4.060256e-02	2.117138e-02
3.244000e+00	2.191005e+00	8.707490e-04	4.067252e-02	2.140878e-02
3.244000e+00	2.198191e+00	8.819291e-04	4.074161e-02	2.164689e-02
3.244000e+00	2.205377e+00	8.931548e-04	4.080952e-02	2.188594e-02
3.244000e+00	2.212563e+00	9.044225e-04	4.087582e-02	2.212610e-02
3.244000e+00	2.219749e+00	9.157282e-04	4.094022e-02	2.236745e-02
3.244000e+00	2.226935e+00	9.270724e-04	4.100265e-02	2.261006e-02
3.244000e+00	2.234121e+00	9.384542e-04	4.106302e-02	2.285400e-02
3.244000e+00	2.241307e+00	9.498746e-04	4.112125e-02	2.309936e-02
3.244000e+00	2.248492e+00	9.613347e-04	4.117721e-02	2.334628e-02
3.244000e+00	2.255678e+00	9.728332e-04	4.123087e-02	2.359478e-02
3.244000e+00	2.262864e+00	9.843644e-04	4.128268e-02	2.384449e-02
3.244000e+00	2.270050e+00	9.959263e-04	4.133329e-02	2.409502e-02
3.244000e+00	2.277236e+00	1.007523e-03	4.138317e-02	2.434620e-02
3.244000e+00	2.284422e+00	1.019157e-03	4.143209e-02	2.459825e-02
3.244000e+00	2.291608e+00	1.030825e-03	4.147965e-02	2.485135e-02
3.244000e+00	2.298794e+00	1.042524e-03	4.152557e-02	2.510560e-02
3.244000e+00	2.305980e+00	1.054254e-03	4.156978e-02	2.536106e-02
3.244000e+00	2.313166e+00	1.066013e-03	4.161227e-02	2.561776e-02
3.244000e+00	2.320352e+00	1.077803e-03	4.165293e-02	2.587579e-02
3.244000e+00	2.327538e+00	1.089624e-03	4.169163e-02	2.613533e-02
3.244000e+00	2.334724e+00	1.101477e-03	4.172824e-02	2.639644e-02
3.244000e+00	2.341910e+00	1.113356e-03	4.176313e-02	2.665883e-02
3.244000e+00	2.349095e+00	1.125258e-03	4.179691e-02	2.692203e-02
3.244000e+00	2.356281e+00	1.137186e-03	4.183011e-02	2.718582e-02
3.244000e+00	2.363467e+00	1.149143e-03	4.186261e-02	2.745035e-02
3.244000e+00	2.370653e+00	1.161129e-03	4.189407e-02	2.771582e-02
3.244000e+00	2.377839e+00	1.173138e-03	4.192424e-02	2.798232e-02
3.244000e+00	2.385025e+00	1.185169e-03	4.195307e-02	2.824988e-02
3.244000e+00	2.392211e+00	1.197224e-03	4.198054e-02	2.851854e-02
3.244000e+00	2.399397e+00	1.209302e-03	4.200657e-02	2.878839e-02
3.244000e+00	2.406583e+00	1.221404e-03	4.203097e-02	2.905962e-02
3.244000e+00	2.413769e+00	1.233530e-03	4.205355e-02	2.933237e-02
3.244000e+00	2.420955e+00	1.245676e-03	4.207447e-02	2.960646e-02
3.244000e+00	2.428141e+00	1.257839e-03	4.209416e-02	2.988157e-02
3.244000e+00	2.435327e+00	1.270023e-03	4.211303e-02	3.015747e-02
3.244000e+00	2.442513e+00	1.282227e-03	4.213120e-02	3.043414e-02
3.244000e+00	2.449698e+00	1.294451e-03	4.214860e-02	3.071159e-02
3.244000e+00	2.456884e+00	1.306692e-03	4.216518e-02	3.098983e-02
3.244000e+00	2.464070e+00	1.318951e-03	4.218082e-02	3.126896e-02
3.244000e+00	2.471256e+00	1.331227e-03	4.219541e-02	3.154911e-02
3.244000e+00	2.478442e+00	1.343521e-03	4.220884e-02	3.183032e-02
3.244000e+00	2.485628e+00	1.355830e-03	4.222107e-02	3.211264e-02
3.244000e+00	2.492814e+00	1.368155e-03	4.223207e-02	3.239611e-02
3.244000e+00	2.500000e+00	1.380494e-03	4.224178e-02	3.268076e-02
