W,GeV	Quantity	Uncertainty
2.3	0.005233369802748	0.000156034471721125
2.29	0.00517885046755899	0.000154408872008292
2.28	0.00512501540422754	0.00015281018336219
2.27	0.00507186852651844	0.000151218088268322
2.26	0.00501941341030884	0.000149671674520292
2.25	0.00496767297715809	0.00014811125089677
2.24	0.00491666963224097	0.000146595430534944
2.23	0.00486644485769354	0.00014510396104834
2.22	0.00481698103888753	0.000143636309502351
2.21	0.00476829949340189	0.000142172507041257
2.2	0.00490066929096031	8.05648438892322e-05
2.19	0.00485055468070995	7.39507592783219e-05
2.18	0.00479566322211145	6.98265456292753e-05
2.17	0.00472696075222891	6.63444575372317e-05
2.16	0.00466673305994497	6.45562818069153e-05
2.15	0.00461443077154951	6.39523789806623e-05
2.14	0.00456884340481608	6.44874426381101e-05
2.13	0.00452344047839253	6.38043867367886e-05
2.12	0.00446528646989627	6.2710730667324e-05
2.11	0.00440736188977282	6.14939071370994e-05
2.1	0.00435240558733684	6.01921144178986e-05
2.09	0.00430291437535691	5.84251365526939e-05
2.08	0.00426046397618213	5.42197377927625e-05
2.07	0.00422192352512608	5.0787947067567e-05
2.06	0.00418368534656397	4.84672840253917e-05
2.05	0.0041426101341896	4.85601895382732e-05
2.04	0.00410502660996081	4.87148641877775e-05
2.03	0.00406145882345255	4.8987909537903e-05
2.02	0.00401751304189686	4.94925405429472e-05
2.01	0.00397766819798811	4.97562712328474e-05
2	0.00395028775360864	4.981718835282e-05
1.99	0.00392849426058646	4.9864243142669e-05
1.98	0.00390136116047988	5.01050690535379e-05
1.97	0.00386985864238076	5.02941917421327e-05
1.96	0.00384288407798865	5.03371932978811e-05
1.95	0.00381432577370202	5.02906248501982e-05
1.94	0.00377602712321063	5.04754838822292e-05
1.93	0.00373223375470879	5.07407662543006e-05
1.92	0.00368312903328332	5.10298366084283e-05
1.91	0.00363742568459195	5.11157097077506e-05
1.9	0.003585153629773	5.11683436187954e-05
1.89	0.00353427415394631	5.10928725360242e-05
1.88	0.00347949975937183	5.0832014771797e-05
1.87	0.00341878860624921	5.03851443219076e-05
1.86	0.00335491411502182	5.03784213231443e-05
1.85	0.00329777142605692	5.05087906189685e-05
1.84	0.00325168386751645	5.05671949044668e-05
1.83	0.00320731277175816	5.0381730334832e-05
1.82	0.00317212988201516	5.01803915965236e-05
1.81	0.00314499075593817	5.03452349621442e-05
1.8	0.00311904427352951	5.05714397885519e-05
1.79	0.00310455864608826	5.09358876325697e-05
1.78	0.00312052750960175	5.15543709283824e-05
1.77	0.00317161157654181	5.2716589439573e-05
1.76	0.00323140065066328	5.4174881085949e-05
1.75	0.00330287620247206	5.57958050740452e-05
1.74	0.00338780650341398	5.72130049174265e-05
1.73	0.00345814370637118	5.87354029247982e-05
1.72	0.00349579554372714	5.99949142768499e-05
1.71	0.00349197183632011	6.08344587555028e-05
1.7	0.00343170071791972	6.11150680693292e-05
1.69	0.00333690053284406	6.06574259370605e-05
1.68	0.00318502212498554	5.91239620969467e-05
1.67	0.00300038458008908	5.74684867241998e-05
1.66	0.00281618120745943	5.61616458636036e-05
1.65	0.00265411949583944	5.49296659124677e-05
1.64	0.00250755410783689	5.40097691363514e-05
1.63	0.00237417747970559	5.34434882254791e-05
1.62	0.00227243771133301	5.27371101492422e-05
1.61	0.00219500921886865	5.19292263893992e-05
1.6	0.00215142727281297	5.14974066191204e-05
1.59	0.00211990680927304	5.18439719734726e-05
1.58	0.00213891862265358	5.29545400184855e-05
1.57	0.00217619630269875	5.42723400455219e-05
1.56	0.00225595746316018	5.54565378958079e-05
1.55	0.00234200237933362	5.73337363788249e-05
1.54	0.0024530572932542	6.14068846604668e-05
1.53	0.00258898672642148	6.53795799992948e-05
1.52	0.00270068563180245	6.74199982206787e-05
1.51	0.00272446585641968	6.83084743524152e-05
1.5	0.00263299074340341	6.82199302550874e-05
1.49	0.00243476594371252	6.58139051587513e-05
1.48	0.0022120004945361	6.14216180736921e-05
1.47	0.00198923302476195	5.77891566663129e-05
1.46	0.00181316318108152	5.60175658288072e-05
1.45	0.0016804282067907	5.50440454347889e-05
1.44	0.0015775966160364	5.4500869205181e-05
1.43	0.00148482800664135	5.43912874741913e-05
1.42	0.0014128491298282	5.33615423101717e-05
1.41	0.00136219808125179	5.20533261846136e-05
1.4	0.00133908181243426	5.11569246237635e-05
1.39	0.00129848161557086	5.27790168559511e-05
1.38	0.00124604405357307	5.4724124071659e-05
1.37	0.00121552799284009	5.4647811428078e-05
1.36	0.00118386997729345	5.4103180080735e-05
1.35	0.00116622992435955	5.25344105164242e-05
1.34	0.00115342497861942	5.11904600328813e-05
1.33	0.00112869120119131	5.2186040107274e-05
1.32	0.00111502838669875	5.44678102942254e-05
1.31	0.00110901808553733	5.54498321610087e-05
1.3	0.00109975128178721	5.430631744785e-05
1.29	0.00110579220703968	5.52443810341784e-05
1.28	0.00112350513901241	5.95078703653503e-05
1.27	0.00113208820458168	5.8855003050627e-05
1.26	0.00116934545563477	5.85431339327063e-05
1.25	0.00122747618130989	6.13759808977981e-05
1.24	0.00126659824855042	6.75678646464916e-05
1.23	0.00129140870664262	7.0182411984782e-05
1.22	0.00124491763894072	6.64681260360146e-05
1.21	0.00117778518607315	6.64779911431746e-05
1.2	0.00105867434948466	6.17050395221093e-05
1.19	0.000898270098191885	5.31571437442876e-05
1.18	0.000728306103173385	4.69747210308406e-05
1.17	0.00057887925780615	4.23333815350209e-05
1.16	0.000470033444716522	3.48736625884284e-05
1.15	0.000370162549486735	3.14101411487133e-05
1.14	0.000296688464483527	2.87310507949979e-05
