W,GeV	Quantity	Uncertainty
1.92	0.12923995816015	0.000861136696900991
1.91	0.128330930083521	0.00084577375357375
1.9	0.12740329906214	0.000830402359820821
1.89	0.12719627610695	0.000818367693125129
1.88	0.126959661680534	0.000806276226392664
1.87	0.126691051099836	0.000794074961800432
1.86	0.126384167351723	0.00078165261451791
1.85	0.126012553920617	0.000768790362870715
1.84	0.12590834957381	0.000757612798193702
1.83	0.125798046295213	0.000746421614028603
1.82	0.125909483358191	0.000737715628484468
1.81	0.126462186365786	0.000733658611733482
1.8	0.127202675529634	0.000731496880993825
1.79	0.128569974858136	0.000733238385023892
1.78	0.130991241060518	0.000741394011386155
1.77	0.134278405466657	0.00075466155660068
1.76	0.13864235788227	0.000774924685757108
1.75	0.144528392776906	0.000804171286863798
1.74	0.151466019138674	0.000837682849463073
1.73	0.1581815095333	0.000869868374246619
1.72	0.163990919513104	0.00089693751834269
1.71	0.168505672214155	0.00091666665052607
1.7	0.170118712832446	0.000922361136150983
1.69	0.169147423056238	0.000919507824691287
1.68	0.166199802480093	0.000910856407894992
1.67	0.161291938535572	0.000896166317528469
1.66	0.154770031010577	0.000879136095676609
1.65	0.148491566083273	0.000864305120630179
1.64	0.143192263290483	0.000854414183150257
1.63	0.139427468664116	0.000852046610128473
1.62	0.136524610600731	0.000852931526125094
1.61	0.134450588602832	0.000855086638075367
1.6	0.132921341090852	0.000861782471049437
1.59	0.132966723045642	0.00087738790513118
1.58	0.136366052817037	0.000908930964098499
1.57	0.141320294846525	0.00094551004489861
1.56	0.147614112598737	0.000986110320364876
1.55	0.155226713192144	0.00103484763825336
1.54	0.166021265911107	0.00110506544431771
1.53	0.177482620104485	0.00118161200337838
1.52	0.1863760446938	0.00124909489314807
1.51	0.190544963516566	0.00129100564837258
1.5	0.183520002662726	0.00127020181281781
1.49	0.172027734645773	0.00122823700936526
1.48	0.156682482488452	0.00116484925809061
1.47	0.142341546622554	0.00110357030613104
1.46	0.130255357479558	0.00105034584624331
1.45	0.123726220564585	0.00103460367955448
1.44	0.118353045441831	0.00102195991269105
1.43	0.113610059259714	0.00101045280408148
1.42	0.109831079717673	0.00100025367284504
1.41	0.106918450937288	0.000993051620964481
1.4	0.104755329402752	0.000993318506456834
1.39	0.103501623533296	0.00099742951779686
1.38	0.103370063668546	0.00100855089488156
1.37	0.103240351573019	0.00101378463094478
1.36	0.104018165562624	0.00102677540359607
1.35	0.108096929791062	0.00106927396189311
1.34	0.110439914924955	0.00103051645442349
1.33	0.111818451335106	0.000939810320556716
1.32	0.115344614289184	0.000948310754977305
1.31	0.122085520737931	0.000924778723568226
1.3	0.131356268173179	0.00110857195768941
1.29	0.13968547510659	0.00109102725735885
1.28	0.150546026459908	0.00105977873946651
1.27	0.166178050313307	0.00113033633246897
1.26	0.18346217707347	0.00116557486150044
1.25	0.202399770508547	0.0012076334931704
1.24	0.222832848779613	0.00128530925630331
1.23	0.235853574598676	0.00134722516167186
1.22	0.238991213192069	0.0019561494144159
1.21	0.223557035144954	0.00156796122479357
1.2	0.197158288091229	0.00123487447889631
1.19	0.162468184361189	0.0010834450662063
1.18	0.129144170398039	0.000945359521283621
1.17	0.102575343677904	0.000836598365072889
1.16	0.0810412070357534	0.000741557776703579
1.15	0.0636897405356992	0.000651617121232736
1.14	0.0507224258292669	0.000585703514285052
1.13	0.0403470860593904	0.000509469942830401
1.12	0.0317369327869936	0.000436577088232031
