W,GeV	Quantity	Uncertainty
2.3	0.0103763427720141	0.000114126164046338
2.29	0.0103240086947365	0.000113567956214068
2.28	0.0102731792693397	0.000112997892819214
2.27	0.010223857383912	0.000112449217685373
2.26	0.0101760789556948	0.000111921579045883
2.25	0.0101299129883827	0.000111414625692238
2.24	0.0100853946545391	0.000110928006959799
2.23	0.0100425254249261	0.000110461372713304
2.22	0.0100014409122886	0.000110014373332177
2.21	0.00996214271903186	0.000109586659695649
2.2	0.0104647740521595	7.27740508183636e-05
2.19	0.0104233956378809	7.42300205546917e-05
2.18	0.0103702797342402	7.60055718621037e-05
2.17	0.0103161977739074	7.7765286038049e-05
2.16	0.0102758276250293	7.97125868295211e-05
2.15	0.0102433667940212	8.17814758034415e-05
2.14	0.0102178645828418	8.39734356099041e-05
2.13	0.0101886830052189	8.6154104906835e-05
2.12	0.0101413126476403	8.8051742858031e-05
2.11	0.0100981461551892	9.01772626000183e-05
2.1	0.0100546082930164	9.23618884621691e-05
2.09	0.0100250255168643	9.4332180935293e-05
2.08	0.0100096370108136	9.60869518314292e-05
2.07	0.0100006160557671	9.77628974636272e-05
2.06	0.0100122191139472	9.96021811433114e-05
2.05	0.010021913874711	0.00010178060901936
2.04	0.0100377736363511	0.000103569591403393
2.03	0.0100289846109665	0.000105385460711649
2.02	0.00999385882649924	0.000106666484519197
2.01	0.00996079485262613	0.000108147547001038
2	0.00995771596165913	0.000109618559818163
1.99	0.00996964898292951	0.000111399682968492
1.98	0.00997065931878397	0.000113423553134492
1.97	0.00996260510726495	0.000115514083552865
1.96	0.00995588215004753	0.000117095356795344
1.95	0.00995821588449364	0.000119138566042088
1.94	0.00995297871873674	0.000121249905371151
1.93	0.00994378107244565	0.000122149672363971
1.92	0.00993404572816925	0.000122039964181889
1.91	0.00992560150886506	0.000122087756640078
1.9	0.00983656857877126	0.000122778218292608
1.89	0.00972287437696331	0.0001231869563494
1.88	0.00961023629481446	0.000123496773538516
1.87	0.00950597287294583	0.000123365348585121
1.86	0.00939659087381868	0.000123126667611822
1.85	0.00931359676279102	0.000123466517557291
1.84	0.00927663228148119	0.000124240782629831
1.83	0.00924089158067687	0.000124992482403973
1.82	0.00918076988850078	0.000126304792739109
1.81	0.00911688265594091	0.000128070205287594
1.8	0.00906428901047878	0.000129863246304175
1.79	0.00912286367508056	0.000131446049342388
1.78	0.00921864589629574	0.000133453094912978
1.77	0.00953050735813869	0.000137459820448105
1.76	0.00989002141144176	0.00014180619777911
1.75	0.010265257494854	0.000147191127685651
1.74	0.010686733929713	0.000152856237731912
1.73	0.0110483714069239	0.000157816185505418
1.72	0.0112281728520133	0.000162139230027222
1.71	0.0113288069072228	0.00016514210373924
1.7	0.0111039078836694	0.00016388894363957
1.69	0.0108206080981332	0.000162363652913189
1.68	0.0103606649710136	0.000159534231465163
1.67	0.00981183040199188	0.000156362287860565
1.66	0.00929983441667613	0.000152449906516318
1.65	0.0088344950049303	0.000148697562187956
1.64	0.0083703367865305	0.000146647438644003
1.63	0.00787708953374156	0.000145096122083426
1.62	0.00752066325247157	0.000145437172348881
1.61	0.00728025000564075	0.000146048989039495
1.6	0.00714767815239495	0.00014757080922614
1.59	0.00711438143617308	0.000149976608897463
1.58	0.00720973980027001	0.000154525594521413
1.57	0.00735139489658845	0.000159691212071272
1.56	0.00770960512014667	0.00016674481222573
1.55	0.00810284800120538	0.000177276949228029
1.54	0.00861273210597792	0.000190228150977936
1.53	0.00913139634029268	0.000202123477294432
1.52	0.00954005857979688	0.000213081057570477
1.51	0.00963756477839985	0.000217273393782576
1.5	0.00944555629404543	0.00020597163933333
1.49	0.00866724974178051	0.000175884844643553
1.48	0.00785275173158718	0.000160917246352749
1.47	0.00705987777099285	0.00014765991866169
1.46	0.00650986922662461	0.000129980582942411
1.45	0.00610607182373497	0.000115771687997624
1.44	0.00579890214312936	0.000112090277402827
1.43	0.00556440051789858	0.000108500346606392
1.42	0.00541822464801642	0.00010397104454711
1.41	0.00530280370948152	0.000102594612136325
1.4	0.00520923984537526	0.000101871583191394
1.39	0.00507074906858701	9.97039600238728e-05
1.38	0.00490669545118656	9.80285934431466e-05
1.37	0.00483441420637249	9.73922080071052e-05
1.36	0.00481031576130696	9.73857347057332e-05
1.35	0.00485527248339084	9.85660088284054e-05
1.34	0.00488954381946753	0.000100739180039838
1.33	0.00485982273710193	9.93521145995734e-05
1.32	0.00483528162635027	0.000101321126102703
1.31	0.00487883261464121	0.000106883874346476
1.3	0.00495447295212815	0.000106325198191443
1.29	0.00501560475114458	0.000114414536225588
1.28	0.0052161584425203	0.000119466633910705
1.27	0.00537240475546912	0.000122680710838908
1.26	0.00568473513896752	0.000130317559962302
1.25	0.00607957778964045	0.000142638261795028
1.24	0.00638320244531971	0.000148314484057339
1.23	0.00663030381427337	0.000155699313618799
1.22	0.00642539705233322	0.000161680272900359
1.21	0.00613647450931683	0.000156976665527067
1.2	0.00547834596835814	0.00014637031448591
1.19	0.00461290187988854	0.000126126717542839
1.18	0.00374048594786886	0.000107320984751748
1.17	0.00292781893848614	9.5858679856413e-05
1.16	0.00237467140589558	8.53547538088826e-05
1.15	0.00186647236754625	8.12774681144939e-05
1.14	0.00156975324679035	7.34693333021028e-05
1.13	0.00123334427618946	6.63135453129895e-05
1.12	0.000965494747024404	6.04536236070589e-05
1.11	0.000726814929576566	4.35658365175708e-05
1.1	0.000558309441177162	3.62910687046393e-05
