#W	lo_pdf_xsect	error
9.620708e-01	2.050946e-10	9.473929e-10
9.855417e-01	1.850133e-10	1.025333e-09
1.008934e+00	6.769257e-08	5.688220e-09
1.032266e+00	3.042865e-07	2.068725e-08
1.055558e+00	6.960609e-07	4.408774e-08
1.078827e+00	1.276307e-06	7.489645e-08
1.102089e+00	2.113414e-06	1.155320e-07
1.125360e+00	3.261339e-06	1.732391e-07
1.148655e+00	4.778547e-06	2.294022e-07
1.171990e+00	6.729435e-06	3.127003e-07
1.195378e+00	9.142585e-06	4.051493e-07
1.218833e+00	1.209077e-05	5.049650e-07
1.242370e+00	1.562347e-05	6.134716e-07
1.266001e+00	1.979226e-05	7.302478e-07
1.289740e+00	2.466798e-05	1.022849e-06
1.313600e+00	3.019067e-05	1.040246e-06
1.337593e+00	3.642974e-05	1.328881e-06
1.361734e+00	4.360943e-05	1.434433e-06
1.386034e+00	5.151343e-05	1.512556e-06
1.410508e+00	6.035445e-05	1.429842e-06
1.435168e+00	6.991883e-05	1.421189e-06
1.460027e+00	8.066026e-05	1.618371e-06
1.485100e+00	9.234999e-05	1.640639e-06
1.510400e+00	1.047730e-04	1.802041e-06
1.535941e+00	1.183866e-04	1.940624e-06
1.561738e+00	1.329286e-04	2.001017e-06
1.587805e+00	1.483948e-04	2.130554e-06
1.614158e+00	1.649962e-04	2.403191e-06
1.640811e+00	1.825117e-04	2.502648e-06
1.667782e+00	2.008583e-04	2.525883e-06
1.695087e+00	2.203495e-04	2.894189e-06
1.722742e+00	2.412958e-04	5.419667e-06
1.750767e+00	2.619885e-04	4.134383e-06
1.779179e+00	2.847373e-04	7.823492e-06
1.807999e+00	3.074503e-04	6.580566e-06
1.837245e+00	3.299385e-04	4.194566e-06
1.866940e+00	3.544683e-04	4.587055e-06
1.897105e+00	3.787936e-04	5.210907e-06
1.927764e+00	4.050216e-04	5.060898e-06
1.958941e+00	4.309776e-04	5.107152e-06
1.990661e+00	4.566250e-04	5.773252e-06
2.022952e+00	4.839646e-04	5.019812e-06
2.055841e+00	5.109440e-04	5.012229e-06
2.089360e+00	5.374955e-04	6.042519e-06
2.123539e+00	5.656200e-04	5.892218e-06
2.158413e+00	5.931211e-04	5.932101e-06
2.194016e+00	6.200829e-04	5.942628e-06
2.230388e+00	6.464137e-04	5.644821e-06
2.267567e+00	6.740246e-04	8.325467e-06
2.305598e+00	6.988473e-04	5.747872e-06
2.344526e+00	7.250215e-04	6.337188e-06
2.384400e+00	7.500831e-04	7.304951e-06
2.425274e+00	7.745777e-04	9.525585e-06
2.467202e+00	7.956670e-04	7.074944e-06
2.510247e+00	8.180273e-04	6.305165e-06
2.554472e+00	8.392353e-04	5.658188e-06
2.599949e+00	8.597322e-04	6.845154e-06
2.646754e+00	8.785503e-04	8.250891e-06
2.694969e+00	8.948550e-04	6.114539e-06
2.744683e+00	9.098209e-04	5.969421e-06
2.795993e+00	9.231984e-04	5.844885e-06
2.849006e+00	9.358512e-04	5.990271e-06
2.903837e+00	9.454601e-04	5.695076e-06
2.960613e+00	9.541468e-04	5.246799e-06
3.019472e+00	9.614651e-04	8.422483e-06
3.080568e+00	9.659069e-04	8.429554e-06
3.144070e+00	9.677168e-04	5.480156e-06
3.210165e+00	9.685737e-04	5.718412e-06
3.279060e+00	9.671097e-04	5.685608e-06
3.350987e+00	9.634402e-04	5.126885e-06
3.426206e+00	9.592175e-04	5.298514e-06
3.505006e+00	9.531649e-04	5.169607e-06
3.587716e+00	9.458779e-04	5.757474e-06
3.674707e+00	9.373746e-04	5.886292e-06
3.766402e+00	9.280777e-04	5.943567e-06
3.863282e+00	9.185493e-04	6.339111e-06
3.965904e+00	9.098896e-04	6.548385e-06
