#W	lo_pdf_xsect	error
9.557981e-01	6.605038e-10	3.239900e-09
9.731322e-01	6.292451e-10	3.480130e-09
9.905111e-01	2.309973e-07	1.949865e-08
1.007943e+00	1.019387e-06	7.103822e-08
1.025436e+00	2.293281e-06	1.467721e-07
1.042999e+00	4.142024e-06	2.454275e-07
1.060639e+00	6.769429e-06	4.084042e-07
1.078364e+00	1.034017e-05	5.241499e-07
1.096183e+00	1.501231e-05	7.729917e-07
1.114104e+00	2.090854e-05	9.734254e-07
1.132133e+00	2.820987e-05	1.243161e-06
1.150281e+00	3.698320e-05	1.568919e-06
1.168554e+00	4.740842e-05	1.869545e-06
1.186961e+00	5.972432e-05	2.573195e-06
1.205509e+00	7.370841e-05	2.838470e-06
1.224209e+00	9.005341e-05	3.312208e-06
1.243067e+00	1.082003e-04	3.649863e-06
1.262093e+00	1.287013e-04	4.444509e-06
1.281296e+00	1.509877e-04	4.598006e-06
1.300685e+00	1.756283e-04	4.282879e-06
1.320269e+00	2.032170e-04	4.294229e-06
1.340058e+00	2.331571e-04	4.413552e-06
1.360062e+00	2.654610e-04	4.731111e-06
1.380291e+00	3.007420e-04	5.474007e-06
1.400755e+00	3.378177e-04	5.555173e-06
1.421466e+00	3.783543e-04	6.034662e-06
1.442435e+00	4.211565e-04	6.470699e-06
1.463673e+00	4.662250e-04	6.772191e-06
1.485192e+00	5.141253e-04	6.857447e-06
1.507006e+00	5.646426e-04	7.630573e-06
1.529128e+00	6.191091e-04	1.597880e-05
1.551570e+00	6.711386e-04	1.085939e-05
1.574349e+00	7.285205e-04	9.703112e-06
1.597477e+00	7.911410e-04	2.069660e-05
1.620972e+00	8.479503e-04	1.737631e-05
1.644850e+00	9.153488e-04	1.834704e-05
1.669128e+00	9.769445e-04	1.318495e-05
1.693824e+00	1.043285e-03	1.467290e-05
1.718958e+00	1.114535e-03	1.944244e-05
1.744548e+00	1.179750e-03	1.943402e-05
1.770618e+00	1.254723e-03	2.379105e-05
1.797188e+00	1.323488e-03	1.611381e-05
1.824284e+00	1.396610e-03	2.036757e-05
1.851929e+00	1.468707e-03	2.237597e-05
1.880150e+00	1.539482e-03	1.691474e-05
1.908976e+00	1.608834e-03	1.793764e-05
1.938437e+00	1.681969e-03	1.647460e-05
1.968564e+00	1.753605e-03	1.901148e-05
1.999392e+00	1.823419e-03	2.029655e-05
2.030956e+00	1.891148e-03	2.022942e-05
2.063296e+00	1.957892e-03	1.929482e-05
2.096453e+00	2.020982e-03	1.802387e-05
2.130472e+00	2.082826e-03	1.731410e-05
2.165400e+00	2.142088e-03	1.758614e-05
2.201289e+00	2.199778e-03	1.712498e-05
2.238193e+00	2.253509e-03	1.742897e-05
2.276174e+00	2.305382e-03	1.827295e-05
2.315295e+00	2.352988e-03	1.826698e-05
2.355627e+00	2.394082e-03	1.807862e-05
2.397245e+00	2.432200e-03	1.815898e-05
2.440232e+00	2.466666e-03	1.766037e-05
2.484678e+00	2.497997e-03	1.932184e-05
2.530682e+00	2.522850e-03	2.213885e-05
2.578351e+00	2.538835e-03	1.595978e-05
2.627804e+00	2.551104e-03	1.715149e-05
2.679171e+00	2.559950e-03	1.790946e-05
2.732597e+00	2.561559e-03	1.961616e-05
2.788240e+00	2.555711e-03	1.769635e-05
2.846278e+00	2.542518e-03	1.534168e-05
2.906908e+00	2.526545e-03	1.673290e-05
2.970352e+00	2.503252e-03	1.654247e-05
3.036856e+00	2.473970e-03	1.728442e-05
3.106702e+00	2.437526e-03	1.534443e-05
3.180205e+00	2.396287e-03	1.542795e-05
3.257727e+00	2.349170e-03	1.556680e-05
3.339678e+00	2.297434e-03	1.514494e-05
3.426533e+00	2.238846e-03	1.213594e-05
3.518840e+00	2.180263e-03	1.154260e-05
3.617237e+00	2.119023e-03	1.296316e-05
3.722470e+00	2.054306e-03	1.094186e-05
3.835423e+00	1.990258e-03	1.150485e-05
3.957146e+00	1.928504e-03	1.188166e-05
4.088904e+00	1.871878e-03	1.184801e-05
