# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
3.000000e+01	1.422111e+00	5.072461e-08	2.745505e-05	1.847551e-03
3.000000e+01	1.429296e+00	5.216870e-08	2.790571e-05	1.869463e-03
3.000000e+01	1.436482e+00	5.364678e-08	2.837519e-05	1.890623e-03
3.000000e+01	1.443668e+00	5.516067e-08	2.886392e-05	1.911059e-03
3.000000e+01	1.450854e+00	5.671407e-08	2.937232e-05	1.930868e-03
3.000000e+01	1.458040e+00	5.831031e-08	2.990086e-05	1.950122e-03
3.000000e+01	1.465226e+00	5.994622e-08	3.045029e-05	1.968659e-03
3.000000e+01	1.472412e+00	6.162156e-08	3.102135e-05	1.986424e-03
3.000000e+01	1.479598e+00	6.334005e-08	3.161420e-05	2.003532e-03
3.000000e+01	1.486784e+00	6.510705e-08	3.222813e-05	2.020193e-03
3.000000e+01	1.493970e+00	6.692820e-08	3.286255e-05	2.036610e-03
3.000000e+01	1.501156e+00	6.879803e-08	3.351966e-05	2.052468e-03
3.000000e+01	1.508342e+00	7.070968e-08	3.420382e-05	2.067303e-03
3.000000e+01	1.515528e+00	7.267025e-08	3.491778e-05	2.081182e-03
3.000000e+01	1.522714e+00	7.469807e-08	3.565246e-05	2.095173e-03
3.000000e+01	1.529899e+00	7.679204e-08	3.639373e-05	2.110035e-03
3.000000e+01	1.537085e+00	7.893521e-08	3.712912e-05	2.125965e-03
3.000000e+01	1.544271e+00	8.113921e-08	3.785049e-05	2.143677e-03
3.000000e+01	1.551457e+00	8.341113e-08	3.855111e-05	2.163651e-03
3.000000e+01	1.558643e+00	8.574095e-08	3.922884e-05	2.185661e-03
3.000000e+01	1.565829e+00	8.811682e-08	3.989085e-05	2.208948e-03
3.000000e+01	1.573015e+00	9.054274e-08	4.054504e-05	2.233140e-03
3.000000e+01	1.580201e+00	9.302530e-08	4.119635e-05	2.258096e-03
3.000000e+01	1.587387e+00	9.556279e-08	4.184636e-05	2.283658e-03
3.000000e+01	1.594573e+00	9.815559e-08	4.249642e-05	2.309738e-03
3.000000e+01	1.601759e+00	1.008009e-07	4.314841e-05	2.336144e-03
3.000000e+01	1.608945e+00	1.034965e-07	4.380450e-05	2.362691e-03
3.000000e+01	1.616131e+00	1.062448e-07	4.446671e-05	2.389311e-03
3.000000e+01	1.623317e+00	1.090460e-07	4.513662e-05	2.415909e-03
3.000000e+01	1.630503e+00	1.119021e-07	4.581560e-05	2.442445e-03
3.000000e+01	1.637688e+00	1.148164e-07	4.650497e-05	2.468906e-03
3.000000e+01	1.644874e+00	1.177865e-07	4.720603e-05	2.495158e-03
3.000000e+01	1.652060e+00	1.208129e-07	4.792002e-05	2.521136e-03
3.000000e+01	1.659246e+00	1.238973e-07	4.864810e-05	2.546806e-03
3.000000e+01	1.666432e+00	1.270401e-07	4.939130e-05	2.572116e-03
3.000000e+01	1.673618e+00	1.302455e-07	5.015058e-05	2.597089e-03
3.000000e+01	1.680804e+00	1.335149e-07	5.092692e-05	2.621696e-03
3.000000e+01	1.687990e+00	1.368475e-07	5.172128e-05	2.645865e-03
3.000000e+01	1.695176e+00	1.402464e-07	5.253456e-05	2.669603e-03
3.000000e+01	1.702362e+00	1.437127e-07	5.336752e-05	2.692886e-03
3.000000e+01	1.709548e+00	1.472480e-07	5.422083e-05	2.715710e-03
3.000000e+01	1.716734e+00	1.508564e-07	5.509518e-05	2.738106e-03
3.000000e+01	1.723920e+00	1.545367e-07	5.599160e-05	2.759999e-03
3.000000e+01	1.731106e+00	1.582905e-07	5.691114e-05	2.781362e-03
3.000000e+01	1.738291e+00	1.621230e-07	5.785440e-05	2.802259e-03
3.000000e+01	1.745477e+00	1.660392e-07	5.882083e-05	2.822796e-03
3.000000e+01	1.752663e+00	1.700442e-07	5.980980e-05	2.843083e-03
3.000000e+01	1.759849e+00	1.741329e-07	6.082316e-05	2.862937e-03
3.000000e+01	1.767035e+00	1.782941e-07	6.186606e-05	2.881936e-03
3.000000e+01	1.774221e+00	1.825333e-07	6.294292e-05	2.899981e-03
3.000000e+01	1.781407e+00	1.868779e-07	6.404599e-05	2.917871e-03
3.000000e+01	1.788593e+00	1.913378e-07	6.515842e-05	2.936502e-03
3.000000e+01	1.795779e+00	1.958890e-07	6.626512e-05	2.956140e-03
3.000000e+01	1.802965e+00	2.005272e-07	6.736069e-05	2.976917e-03
3.000000e+01	1.810151e+00	2.052617e-07	6.844392e-05	2.998976e-03
3.000000e+01	1.817337e+00	2.100945e-07	6.951486e-05	3.022297e-03
3.000000e+01	1.824523e+00	2.150175e-07	7.057797e-05	3.046524e-03
3.000000e+01	1.831709e+00	2.200320e-07	7.163852e-05	3.071420e-03
3.000000e+01	1.838894e+00	2.251439e-07	7.270054e-05	3.096867e-03
3.000000e+01	1.846080e+00	2.303496e-07	7.376586e-05	3.122713e-03
3.000000e+01	1.853266e+00	2.356484e-07	7.483599e-05	3.148865e-03
3.000000e+01	1.860452e+00	2.410397e-07	7.591258e-05	3.175228e-03
3.000000e+01	1.867638e+00	2.465226e-07	7.699741e-05	3.201700e-03
3.000000e+01	1.874824e+00	2.521011e-07	7.809218e-05	3.228251e-03
3.000000e+01	1.882010e+00	2.577761e-07	7.919839e-05	3.254815e-03
3.000000e+01	1.889196e+00	2.635482e-07	8.031733e-05	3.281336e-03
3.000000e+01	1.896382e+00	2.694210e-07	8.145027e-05	3.307798e-03
3.000000e+01	1.903568e+00	2.753937e-07	8.259839e-05	3.334129e-03
3.000000e+01	1.910754e+00	2.814668e-07	8.376283e-05	3.360283e-03
3.000000e+01	1.917940e+00	2.876431e-07	8.494467e-05	3.386240e-03
3.000000e+01	1.925126e+00	2.939220e-07	8.614494e-05	3.411948e-03
3.000000e+01	1.932312e+00	3.003066e-07	8.736465e-05	3.437393e-03
3.000000e+01	1.939497e+00	3.068003e-07	8.860470e-05	3.462573e-03
3.000000e+01	1.946683e+00	3.134040e-07	8.986593e-05	3.487462e-03
3.000000e+01	1.953869e+00	3.201224e-07	9.114912e-05	3.512074e-03
3.000000e+01	1.961055e+00	3.269561e-07	9.245523e-05	3.536373e-03
3.000000e+01	1.968241e+00	3.339033e-07	9.378535e-05	3.560293e-03
3.000000e+01	1.975427e+00	3.409673e-07	9.514043e-05	3.583832e-03
3.000000e+01	1.982613e+00	3.481546e-07	9.652053e-05	3.607053e-03
3.000000e+01	1.989799e+00	3.554729e-07	9.792527e-05	3.630042e-03
3.000000e+01	1.996985e+00	3.629253e-07	9.935506e-05	3.652811e-03
3.000000e+01	2.004171e+00	3.704967e-07	1.008138e-04	3.675060e-03
3.000000e+01	2.011357e+00	3.781805e-07	1.023060e-04	3.696564e-03
3.000000e+01	2.018543e+00	3.859987e-07	1.038294e-04	3.717624e-03
3.000000e+01	2.025729e+00	3.939844e-07	1.053664e-04	3.739185e-03
3.000000e+01	2.032915e+00	4.021242e-07	1.068981e-04	3.761752e-03
3.000000e+01	2.040101e+00	4.103878e-07	1.084164e-04	3.785293e-03
3.000000e+01	2.047286e+00	4.187761e-07	1.099259e-04	3.809623e-03
3.000000e+01	2.054472e+00	4.273056e-07	1.114319e-04	3.834681e-03
3.000000e+01	2.061658e+00	4.359800e-07	1.129380e-04	3.860349e-03
3.000000e+01	2.068844e+00	4.447931e-07	1.144465e-04	3.886471e-03
3.000000e+01	2.076030e+00	4.537445e-07	1.159598e-04	3.912948e-03
3.000000e+01	2.083216e+00	4.628324e-07	1.174797e-04	3.939680e-03
3.000000e+01	2.090402e+00	4.720580e-07	1.190081e-04	3.966604e-03
3.000000e+01	2.097588e+00	4.814254e-07	1.205467e-04	3.993685e-03
3.000000e+01	2.104774e+00	4.909335e-07	1.220969e-04	4.020850e-03
3.000000e+01	2.111960e+00	5.005841e-07	1.236602e-04	4.048061e-03
3.000000e+01	2.119146e+00	5.103796e-07	1.252378e-04	4.075283e-03
3.000000e+01	2.126332e+00	5.203185e-07	1.268310e-04	4.102456e-03
3.000000e+01	2.133518e+00	5.304035e-07	1.284409e-04	4.129554e-03
3.000000e+01	2.140704e+00	5.406361e-07	1.300685e-04	4.156548e-03
3.000000e+01	2.147889e+00	5.510165e-07	1.317151e-04	4.183396e-03
3.000000e+01	2.155075e+00	5.615490e-07	1.333816e-04	4.210094e-03
3.000000e+01	2.162261e+00	5.722355e-07	1.350689e-04	4.236620e-03
3.000000e+01	2.169447e+00	5.830780e-07	1.367778e-04	4.262959e-03
3.000000e+01	2.176633e+00	5.940813e-07	1.385091e-04	4.289112e-03
3.000000e+01	2.183819e+00	6.052431e-07	1.402641e-04	4.315027e-03
3.000000e+01	2.191005e+00	6.165639e-07	1.420436e-04	4.340666e-03
3.000000e+01	2.198191e+00	6.280489e-07	1.438486e-04	4.366042e-03
3.000000e+01	2.205377e+00	6.397050e-07	1.456787e-04	4.391204e-03
3.000000e+01	2.212563e+00	6.515400e-07	1.475338e-04	4.416207e-03
3.000000e+01	2.219749e+00	6.635492e-07	1.494155e-04	4.440966e-03
3.000000e+01	2.226935e+00	6.757177e-07	1.513282e-04	4.465248e-03
3.000000e+01	2.234121e+00	6.880476e-07	1.532755e-04	4.488960e-03
3.000000e+01	2.241307e+00	7.005718e-07	1.552498e-04	4.512547e-03
3.000000e+01	2.248492e+00	7.133079e-07	1.572342e-04	4.536596e-03
3.000000e+01	2.255678e+00	7.262286e-07	1.592137e-04	4.561344e-03
3.000000e+01	2.262864e+00	7.393184e-07	1.611866e-04	4.586722e-03
3.000000e+01	2.270050e+00	7.525867e-07	1.631569e-04	4.612656e-03
3.000000e+01	2.277236e+00	7.660479e-07	1.651282e-04	4.639111e-03
3.000000e+01	2.284422e+00	7.796972e-07	1.671031e-04	4.665965e-03
3.000000e+01	2.291608e+00	7.935310e-07	1.690840e-04	4.693117e-03
3.000000e+01	2.298794e+00	8.075500e-07	1.710729e-04	4.720501e-03
3.000000e+01	2.305980e+00	8.217530e-07	1.730716e-04	4.748053e-03
3.000000e+01	2.313166e+00	8.361436e-07	1.750814e-04	4.775742e-03
3.000000e+01	2.320352e+00	8.507239e-07	1.771038e-04	4.803531e-03
3.000000e+01	2.327538e+00	8.654921e-07	1.791402e-04	4.831367e-03
3.000000e+01	2.334724e+00	8.804511e-07	1.811917e-04	4.859225e-03
3.000000e+01	2.341910e+00	8.956015e-07	1.832594e-04	4.887070e-03
3.000000e+01	2.349095e+00	9.109446e-07	1.853445e-04	4.914873e-03
3.000000e+01	2.356281e+00	9.264847e-07	1.874479e-04	4.942625e-03
3.000000e+01	2.363467e+00	9.422219e-07	1.895707e-04	4.970294e-03
3.000000e+01	2.370653e+00	9.581578e-07	1.917137e-04	4.997858e-03
3.000000e+01	2.377839e+00	9.742958e-07	1.938778e-04	5.025309e-03
3.000000e+01	2.385025e+00	9.906356e-07	1.960639e-04	5.052616e-03
3.000000e+01	2.392211e+00	1.007180e-06	1.982729e-04	5.079767e-03
3.000000e+01	2.399397e+00	1.023933e-06	2.005056e-04	5.106757e-03
3.000000e+01	2.406583e+00	1.040896e-06	2.027624e-04	5.133574e-03
3.000000e+01	2.413769e+00	1.058072e-06	2.050440e-04	5.160220e-03
3.000000e+01	2.420955e+00	1.075463e-06	2.073514e-04	5.186668e-03
3.000000e+01	2.428141e+00	1.093068e-06	2.096860e-04	5.212881e-03
3.000000e+01	2.435327e+00	1.110895e-06	2.120490e-04	5.238857e-03
3.000000e+01	2.442513e+00	1.128945e-06	2.144394e-04	5.264633e-03
3.000000e+01	2.449698e+00	1.147215e-06	2.168548e-04	5.290242e-03
3.000000e+01	2.456884e+00	1.165703e-06	2.192916e-04	5.315769e-03
3.000000e+01	2.464070e+00	1.184438e-06	2.217396e-04	5.341571e-03
3.000000e+01	2.471256e+00	1.203421e-06	2.241873e-04	5.367928e-03
3.000000e+01	2.478442e+00	1.222629e-06	2.266282e-04	5.394868e-03
3.000000e+01	2.485628e+00	1.242051e-06	2.290676e-04	5.422201e-03
3.000000e+01	2.492814e+00	1.261699e-06	2.315123e-04	5.449813e-03
3.000000e+01	2.500000e+00	1.281587e-06	2.339662e-04	5.477657e-03
