# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
1.400000e+01	1.529899e+00	4.461052e-06	5.772894e-04	7.727583e-03
1.400000e+01	1.537085e+00	4.556494e-06	5.851666e-04	7.786661e-03
1.400000e+01	1.544271e+00	4.653703e-06	5.932095e-04	7.844958e-03
1.400000e+01	1.551457e+00	4.752642e-06	6.013930e-04	7.902723e-03
1.400000e+01	1.558643e+00	4.853362e-06	6.096765e-04	7.960552e-03
1.400000e+01	1.565829e+00	4.956062e-06	6.179840e-04	8.019725e-03
1.400000e+01	1.573015e+00	5.060704e-06	6.262402e-04	8.081090e-03
1.400000e+01	1.580201e+00	5.167079e-06	6.344296e-04	8.144448e-03
1.400000e+01	1.587387e+00	5.275117e-06	6.426045e-04	8.208963e-03
1.400000e+01	1.594573e+00	5.384943e-06	6.508168e-04	8.274130e-03
1.400000e+01	1.601759e+00	5.496613e-06	6.590909e-04	8.339689e-03
1.400000e+01	1.608945e+00	5.610083e-06	6.674328e-04	8.405465e-03
1.400000e+01	1.616131e+00	5.725343e-06	6.758489e-04	8.471336e-03
1.400000e+01	1.623317e+00	5.842379e-06	6.843500e-04	8.537122e-03
1.400000e+01	1.630503e+00	5.961227e-06	6.929483e-04	8.602701e-03
1.400000e+01	1.637688e+00	6.081947e-06	7.016549e-04	8.668004e-03
1.400000e+01	1.644874e+00	6.204523e-06	7.104785e-04	8.732880e-03
1.400000e+01	1.652060e+00	6.328972e-06	7.194271e-04	8.797239e-03
1.400000e+01	1.659246e+00	6.455334e-06	7.285074e-04	8.861042e-03
1.400000e+01	1.666432e+00	6.583642e-06	7.377244e-04	8.924256e-03
1.400000e+01	1.673618e+00	6.713963e-06	7.470831e-04	8.986902e-03
1.400000e+01	1.680804e+00	6.846280e-06	7.565923e-04	9.048837e-03
1.400000e+01	1.687990e+00	6.980522e-06	7.662649e-04	9.109803e-03
1.400000e+01	1.695176e+00	7.116724e-06	7.761067e-04	9.169776e-03
1.400000e+01	1.702362e+00	7.255139e-06	7.860589e-04	9.229766e-03
1.400000e+01	1.709548e+00	7.395859e-06	7.960304e-04	9.290925e-03
1.400000e+01	1.716734e+00	7.538672e-06	8.059518e-04	9.353750e-03
1.400000e+01	1.723920e+00	7.683433e-06	8.158422e-04	9.417793e-03
1.400000e+01	1.731106e+00	7.830203e-06	8.257447e-04	9.482596e-03
1.400000e+01	1.738291e+00	7.979114e-06	8.356924e-04	9.547907e-03
1.400000e+01	1.745477e+00	8.130127e-06	8.456961e-04	9.613533e-03
1.400000e+01	1.752663e+00	8.283217e-06	8.557626e-04	9.679340e-03
1.400000e+01	1.759849e+00	8.438369e-06	8.659002e-04	9.745198e-03
1.400000e+01	1.767035e+00	8.595583e-06	8.761195e-04	9.810972e-03
1.400000e+01	1.774221e+00	8.754913e-06	8.864304e-04	9.876595e-03
1.400000e+01	1.781407e+00	8.916372e-06	8.968415e-04	9.941972e-03
1.400000e+01	1.788593e+00	9.079951e-06	9.073602e-04	1.000700e-02
1.400000e+01	1.795779e+00	9.245686e-06	9.179933e-04	1.007163e-02
1.400000e+01	1.802965e+00	9.413604e-06	9.287458e-04	1.013582e-02
1.400000e+01	1.810151e+00	9.583749e-06	9.396215e-04	1.019958e-02
1.400000e+01	1.817337e+00	9.756162e-06	9.506259e-04	1.026288e-02
1.400000e+01	1.824523e+00	9.930766e-06	9.617705e-04	1.032550e-02
1.400000e+01	1.831709e+00	1.010753e-05	9.730674e-04	1.038729e-02
1.400000e+01	1.838894e+00	1.028659e-05	9.845008e-04	1.044853e-02
1.400000e+01	1.846080e+00	1.046815e-05	9.960012e-04	1.051018e-02
1.400000e+01	1.853266e+00	1.065214e-05	1.007497e-03	1.057287e-02
1.400000e+01	1.860452e+00	1.083835e-05	1.018966e-03	1.063661e-02
1.400000e+01	1.867638e+00	1.102676e-05	1.030440e-03	1.070102e-02
1.400000e+01	1.874824e+00	1.121747e-05	1.041949e-03	1.076585e-02
1.400000e+01	1.882010e+00	1.141052e-05	1.053510e-03	1.083096e-02
1.400000e+01	1.889196e+00	1.160589e-05	1.065127e-03	1.089625e-02
1.400000e+01	1.896382e+00	1.180357e-05	1.076807e-03	1.096164e-02
1.400000e+01	1.903568e+00	1.200354e-05	1.088557e-03	1.102702e-02
1.400000e+01	1.910754e+00	1.220582e-05	1.100385e-03	1.109231e-02
1.400000e+01	1.917940e+00	1.241042e-05	1.112298e-03	1.115746e-02
1.400000e+01	1.925126e+00	1.261736e-05	1.124303e-03	1.122239e-02
1.400000e+01	1.932312e+00	1.282663e-05	1.136403e-03	1.128705e-02
1.400000e+01	1.939497e+00	1.303827e-05	1.148604e-03	1.135140e-02
1.400000e+01	1.946683e+00	1.325228e-05	1.160912e-03	1.141541e-02
1.400000e+01	1.953869e+00	1.346871e-05	1.173330e-03	1.147904e-02
1.400000e+01	1.961055e+00	1.368756e-05	1.185864e-03	1.154227e-02
1.400000e+01	1.968241e+00	1.390879e-05	1.198514e-03	1.160502e-02
1.400000e+01	1.975427e+00	1.413240e-05	1.211280e-03	1.166732e-02
1.400000e+01	1.982613e+00	1.435855e-05	1.224127e-03	1.172962e-02
1.400000e+01	1.989799e+00	1.458729e-05	1.237004e-03	1.179243e-02
1.400000e+01	1.996985e+00	1.481848e-05	1.249873e-03	1.185599e-02
1.400000e+01	2.004171e+00	1.505203e-05	1.262748e-03	1.192005e-02
1.400000e+01	2.011357e+00	1.528799e-05	1.275656e-03	1.198441e-02
1.400000e+01	2.018543e+00	1.552645e-05	1.288615e-03	1.204894e-02
1.400000e+01	2.025729e+00	1.576738e-05	1.301631e-03	1.211355e-02
1.400000e+01	2.032915e+00	1.601075e-05	1.314707e-03	1.217819e-02
1.400000e+01	2.040101e+00	1.625654e-05	1.327845e-03	1.224280e-02
1.400000e+01	2.047286e+00	1.650475e-05	1.341053e-03	1.230730e-02
1.400000e+01	2.054472e+00	1.675542e-05	1.354337e-03	1.237168e-02
1.400000e+01	2.061658e+00	1.700857e-05	1.367700e-03	1.243589e-02
1.400000e+01	2.068844e+00	1.726420e-05	1.381145e-03	1.249992e-02
1.400000e+01	2.076030e+00	1.752233e-05	1.394675e-03	1.256373e-02
1.400000e+01	2.083216e+00	1.778292e-05	1.408297e-03	1.262725e-02
1.400000e+01	2.090402e+00	1.804599e-05	1.422019e-03	1.269040e-02
1.400000e+01	2.097588e+00	1.831156e-05	1.435843e-03	1.275318e-02
1.400000e+01	2.104774e+00	1.857969e-05	1.449760e-03	1.281570e-02
1.400000e+01	2.111960e+00	1.885033e-05	1.463755e-03	1.287807e-02
1.400000e+01	2.119146e+00	1.912351e-05	1.477812e-03	1.294042e-02
1.400000e+01	2.126332e+00	1.939928e-05	1.491906e-03	1.300302e-02
1.400000e+01	2.133518e+00	1.967764e-05	1.506016e-03	1.306602e-02
1.400000e+01	2.140704e+00	1.995849e-05	1.520138e-03	1.312939e-02
1.400000e+01	2.147889e+00	2.024179e-05	1.534289e-03	1.319295e-02
1.400000e+01	2.155075e+00	2.052762e-05	1.548487e-03	1.325657e-02
1.400000e+01	2.162261e+00	2.081597e-05	1.562736e-03	1.332021e-02
1.400000e+01	2.169447e+00	2.110685e-05	1.577040e-03	1.338383e-02
1.400000e+01	2.176633e+00	2.140023e-05	1.591400e-03	1.344742e-02
1.400000e+01	2.183819e+00	2.169611e-05	1.605820e-03	1.351092e-02
1.400000e+01	2.191005e+00	2.199448e-05	1.620304e-03	1.357429e-02
1.400000e+01	2.198191e+00	2.229536e-05	1.634855e-03	1.363752e-02
1.400000e+01	2.205377e+00	2.259878e-05	1.649476e-03	1.370058e-02
1.400000e+01	2.212563e+00	2.290473e-05	1.664165e-03	1.376349e-02
1.400000e+01	2.219749e+00	2.321321e-05	1.678928e-03	1.382621e-02
1.400000e+01	2.226935e+00	2.352417e-05	1.693774e-03	1.388861e-02
1.400000e+01	2.234121e+00	2.383764e-05	1.708710e-03	1.395066e-02
1.400000e+01	2.241307e+00	2.415369e-05	1.723726e-03	1.401249e-02
1.400000e+01	2.248492e+00	2.447236e-05	1.738797e-03	1.407431e-02
1.400000e+01	2.255678e+00	2.479355e-05	1.753898e-03	1.413625e-02
1.400000e+01	2.262864e+00	2.511723e-05	1.769024e-03	1.419835e-02
1.400000e+01	2.270050e+00	2.544344e-05	1.784178e-03	1.426060e-02
1.400000e+01	2.277236e+00	2.577219e-05	1.799361e-03	1.432297e-02
1.400000e+01	2.284422e+00	2.610346e-05	1.814579e-03	1.438541e-02
1.400000e+01	2.291608e+00	2.643725e-05	1.829836e-03	1.444788e-02
1.400000e+01	2.298794e+00	2.677354e-05	1.845137e-03	1.451033e-02
1.400000e+01	2.305980e+00	2.711234e-05	1.860484e-03	1.457273e-02
1.400000e+01	2.313166e+00	2.745362e-05	1.875879e-03	1.463507e-02
1.400000e+01	2.320352e+00	2.779738e-05	1.891323e-03	1.469732e-02
1.400000e+01	2.327538e+00	2.814363e-05	1.906819e-03	1.475946e-02
1.400000e+01	2.334724e+00	2.849237e-05	1.922369e-03	1.482149e-02
1.400000e+01	2.341910e+00	2.884362e-05	1.937975e-03	1.488338e-02
1.400000e+01	2.349095e+00	2.919735e-05	1.953636e-03	1.494514e-02
1.400000e+01	2.356281e+00	2.955359e-05	1.969355e-03	1.500674e-02
1.400000e+01	2.363467e+00	2.991230e-05	1.985134e-03	1.506815e-02
1.400000e+01	2.370653e+00	3.027346e-05	2.000976e-03	1.512935e-02
1.400000e+01	2.377839e+00	3.063709e-05	2.016879e-03	1.519035e-02
1.400000e+01	2.385025e+00	3.100326e-05	2.032827e-03	1.525130e-02
1.400000e+01	2.392211e+00	3.137195e-05	2.048803e-03	1.531233e-02
1.400000e+01	2.399397e+00	3.174308e-05	2.064797e-03	1.537346e-02
1.400000e+01	2.406583e+00	3.211665e-05	2.080815e-03	1.543465e-02
1.400000e+01	2.413769e+00	3.249267e-05	2.096865e-03	1.549584e-02
1.400000e+01	2.420955e+00	3.287115e-05	2.112948e-03	1.555701e-02
1.400000e+01	2.428141e+00	3.325208e-05	2.129065e-03	1.561816e-02
1.400000e+01	2.435327e+00	3.363544e-05	2.145218e-03	1.567927e-02
1.400000e+01	2.442513e+00	3.402121e-05	2.161406e-03	1.574032e-02
1.400000e+01	2.449698e+00	3.440940e-05	2.177631e-03	1.580130e-02
1.400000e+01	2.456884e+00	3.480001e-05	2.193895e-03	1.586220e-02
1.400000e+01	2.464070e+00	3.519303e-05	2.210197e-03	1.592303e-02
1.400000e+01	2.471256e+00	3.558846e-05	2.226539e-03	1.598376e-02
1.400000e+01	2.478442e+00	3.598630e-05	2.242920e-03	1.604440e-02
1.400000e+01	2.485628e+00	3.638652e-05	2.259343e-03	1.610491e-02
1.400000e+01	2.492814e+00	3.678910e-05	2.275808e-03	1.616529e-02
1.400000e+01	2.500000e+00	3.719405e-05	2.292315e-03	1.622554e-02
