# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
1.200000e+01	1.335879e+00	5.483864e-06	7.021304e-04	7.810322e-03
1.200000e+01	1.343065e+00	5.599903e-06	7.098923e-04	7.888384e-03
1.200000e+01	1.350251e+00	5.718437e-06	7.177484e-04	7.967189e-03
1.200000e+01	1.357437e+00	5.839484e-06	7.257269e-04	8.046393e-03
1.200000e+01	1.364623e+00	5.962993e-06	7.338512e-04	8.125615e-03
1.200000e+01	1.371809e+00	6.089001e-06	7.421423e-04	8.204627e-03
1.200000e+01	1.378995e+00	6.217553e-06	7.506201e-04	8.283222e-03
1.200000e+01	1.386181e+00	6.348598e-06	7.593038e-04	8.361078e-03
1.200000e+01	1.393367e+00	6.482195e-06	7.682112e-04	8.438037e-03
1.200000e+01	1.400553e+00	6.618441e-06	7.773508e-04	8.514098e-03
1.200000e+01	1.407739e+00	6.757433e-06	7.867226e-04	8.589346e-03
1.200000e+01	1.414925e+00	6.899289e-06	7.963288e-04	8.663870e-03
1.200000e+01	1.422111e+00	7.043864e-06	8.062045e-04	8.737067e-03
1.200000e+01	1.429296e+00	7.191032e-06	8.164018e-04	8.808202e-03
1.200000e+01	1.436482e+00	7.340999e-06	8.269407e-04	8.877298e-03
1.200000e+01	1.443668e+00	7.494235e-06	8.376892e-04	8.946320e-03
1.200000e+01	1.450854e+00	7.650765e-06	8.484745e-04	9.017083e-03
1.200000e+01	1.458040e+00	7.810211e-06	8.591822e-04	9.090286e-03
1.200000e+01	1.465226e+00	7.972467e-06	8.698349e-04	9.165495e-03
1.200000e+01	1.472412e+00	8.137652e-06	8.804760e-04	9.242332e-03
1.200000e+01	1.479598e+00	8.305829e-06	8.911439e-04	9.320413e-03
1.200000e+01	1.486784e+00	8.476887e-06	9.018708e-04	9.399225e-03
1.200000e+01	1.493970e+00	8.650830e-06	9.126864e-04	9.478425e-03
1.200000e+01	1.501156e+00	8.827663e-06	9.236138e-04	9.557743e-03
1.200000e+01	1.508342e+00	9.007392e-06	9.346705e-04	9.636971e-03
1.200000e+01	1.515528e+00	9.190098e-06	9.458728e-04	9.715998e-03
1.200000e+01	1.522714e+00	9.375767e-06	9.572365e-04	9.794620e-03
1.200000e+01	1.529899e+00	9.564397e-06	9.687761e-04	9.872660e-03
1.200000e+01	1.537085e+00	9.756063e-06	9.805046e-04	9.950043e-03
1.200000e+01	1.544271e+00	9.950809e-06	9.924303e-04	1.002671e-02
1.200000e+01	1.551457e+00	1.014873e-05	1.004560e-03	1.010266e-02
1.200000e+01	1.558643e+00	1.034987e-05	1.016905e-03	1.017782e-02
1.200000e+01	1.565829e+00	1.055410e-05	1.029486e-03	1.025181e-02
1.200000e+01	1.573015e+00	1.076141e-05	1.042323e-03	1.032444e-02
1.200000e+01	1.580201e+00	1.097212e-05	1.055365e-03	1.039651e-02
1.200000e+01	1.587387e+00	1.118651e-05	1.068476e-03	1.046960e-02
1.200000e+01	1.594573e+00	1.140437e-05	1.081531e-03	1.054465e-02
1.200000e+01	1.601759e+00	1.162536e-05	1.094521e-03	1.062142e-02
1.200000e+01	1.608945e+00	1.184949e-05	1.107509e-03	1.069923e-02
1.200000e+01	1.616131e+00	1.207696e-05	1.120554e-03	1.077767e-02
1.200000e+01	1.623317e+00	1.230778e-05	1.133679e-03	1.085649e-02
1.200000e+01	1.630503e+00	1.254189e-05	1.146896e-03	1.093551e-02
1.200000e+01	1.637688e+00	1.277929e-05	1.160215e-03	1.101458e-02
1.200000e+01	1.644874e+00	1.301993e-05	1.173655e-03	1.109349e-02
1.200000e+01	1.652060e+00	1.326386e-05	1.187232e-03	1.117209e-02
1.200000e+01	1.659246e+00	1.351116e-05	1.200957e-03	1.125032e-02
1.200000e+01	1.666432e+00	1.376184e-05	1.214837e-03	1.132814e-02
1.200000e+01	1.673618e+00	1.401599e-05	1.228878e-03	1.140552e-02
1.200000e+01	1.680804e+00	1.427356e-05	1.243095e-03	1.148228e-02
1.200000e+01	1.687990e+00	1.453451e-05	1.257516e-03	1.155811e-02
1.200000e+01	1.695176e+00	1.479893e-05	1.272162e-03	1.163290e-02
1.200000e+01	1.702362e+00	1.506702e-05	1.287000e-03	1.170709e-02
1.200000e+01	1.709548e+00	1.533878e-05	1.301970e-03	1.178121e-02
1.200000e+01	1.716734e+00	1.561409e-05	1.317018e-03	1.185564e-02
1.200000e+01	1.723920e+00	1.589304e-05	1.332105e-03	1.193077e-02
1.200000e+01	1.731106e+00	1.617568e-05	1.347196e-03	1.200692e-02
1.200000e+01	1.738291e+00	1.646192e-05	1.362278e-03	1.208411e-02
1.200000e+01	1.745477e+00	1.675164e-05	1.377384e-03	1.216192e-02
1.200000e+01	1.752663e+00	1.704491e-05	1.392555e-03	1.224003e-02
1.200000e+01	1.759849e+00	1.734181e-05	1.407815e-03	1.231824e-02
1.200000e+01	1.767035e+00	1.764228e-05	1.423172e-03	1.239645e-02
1.200000e+01	1.774221e+00	1.794634e-05	1.438633e-03	1.247458e-02
1.200000e+01	1.781407e+00	1.825397e-05	1.454206e-03	1.255253e-02
1.200000e+01	1.788593e+00	1.856515e-05	1.469903e-03	1.263019e-02
1.200000e+01	1.795779e+00	1.887996e-05	1.485732e-03	1.270751e-02
1.200000e+01	1.802965e+00	1.919842e-05	1.501703e-03	1.278443e-02
1.200000e+01	1.810151e+00	1.952055e-05	1.517821e-03	1.286090e-02
1.200000e+01	1.817337e+00	1.984642e-05	1.534094e-03	1.293690e-02
1.200000e+01	1.824523e+00	2.017597e-05	1.550527e-03	1.301233e-02
1.200000e+01	1.831709e+00	2.050916e-05	1.567128e-03	1.308710e-02
1.200000e+01	1.838894e+00	2.084611e-05	1.583875e-03	1.316146e-02
1.200000e+01	1.846080e+00	2.118704e-05	1.600700e-03	1.323611e-02
1.200000e+01	1.853266e+00	2.153185e-05	1.617531e-03	1.331155e-02
1.200000e+01	1.860452e+00	2.188033e-05	1.634350e-03	1.338778e-02
1.200000e+01	1.867638e+00	2.223243e-05	1.651193e-03	1.346447e-02
1.200000e+01	1.874824e+00	2.258829e-05	1.668094e-03	1.354138e-02
1.200000e+01	1.882010e+00	2.294797e-05	1.685071e-03	1.361839e-02
1.200000e+01	1.889196e+00	2.331137e-05	1.702129e-03	1.369543e-02
1.200000e+01	1.896382e+00	2.367849e-05	1.719270e-03	1.377241e-02
1.200000e+01	1.903568e+00	2.404928e-05	1.736504e-03	1.384925e-02
1.200000e+01	1.910754e+00	2.442377e-05	1.753841e-03	1.392588e-02
1.200000e+01	1.917940e+00	2.480203e-05	1.771287e-03	1.400226e-02
1.200000e+01	1.925126e+00	2.518407e-05	1.788846e-03	1.407838e-02
1.200000e+01	1.932312e+00	2.556992e-05	1.806520e-03	1.415424e-02
1.200000e+01	1.939497e+00	2.595957e-05	1.824316e-03	1.422975e-02
1.200000e+01	1.946683e+00	2.635292e-05	1.842252e-03	1.430473e-02
1.200000e+01	1.953869e+00	2.674999e-05	1.860342e-03	1.437908e-02
1.200000e+01	1.961055e+00	2.715097e-05	1.878561e-03	1.445307e-02
1.200000e+01	1.968241e+00	2.755595e-05	1.896852e-03	1.452720e-02
1.200000e+01	1.975427e+00	2.796478e-05	1.915163e-03	1.460178e-02
1.200000e+01	1.982613e+00	2.837734e-05	1.933487e-03	1.467677e-02
1.200000e+01	1.989799e+00	2.879364e-05	1.951844e-03	1.475202e-02
1.200000e+01	1.996985e+00	2.921377e-05	1.970249e-03	1.482746e-02
1.200000e+01	2.004171e+00	2.963771e-05	1.988710e-03	1.490298e-02
1.200000e+01	2.011357e+00	3.006540e-05	2.007235e-03	1.497852e-02
1.200000e+01	2.018543e+00	3.049686e-05	2.025830e-03	1.505401e-02
1.200000e+01	2.025729e+00	3.093206e-05	2.044502e-03	1.512939e-02
1.200000e+01	2.032915e+00	3.137102e-05	2.063255e-03	1.520462e-02
1.200000e+01	2.040101e+00	3.181375e-05	2.082096e-03	1.527968e-02
1.200000e+01	2.047286e+00	3.226025e-05	2.101024e-03	1.535454e-02
1.200000e+01	2.054472e+00	3.271053e-05	2.120043e-03	1.542918e-02
1.200000e+01	2.061658e+00	3.316455e-05	2.139160e-03	1.550353e-02
1.200000e+01	2.068844e+00	3.362226e-05	2.158389e-03	1.557748e-02
1.200000e+01	2.076030e+00	3.408376e-05	2.177738e-03	1.565099e-02
1.200000e+01	2.083216e+00	3.454912e-05	2.197185e-03	1.572427e-02
1.200000e+01	2.090402e+00	3.501833e-05	2.216697e-03	1.579753e-02
1.200000e+01	2.097588e+00	3.549127e-05	2.236249e-03	1.587089e-02
1.200000e+01	2.104774e+00	3.596793e-05	2.255835e-03	1.594440e-02
1.200000e+01	2.111960e+00	3.644835e-05	2.275455e-03	1.601804e-02
1.200000e+01	2.119146e+00	3.693253e-05	2.295112e-03	1.609182e-02
1.200000e+01	2.126332e+00	3.742042e-05	2.314813e-03	1.616563e-02
1.200000e+01	2.133518e+00	3.791203e-05	2.334566e-03	1.623943e-02
1.200000e+01	2.140704e+00	3.840735e-05	2.354378e-03	1.631317e-02
1.200000e+01	2.147889e+00	3.890635e-05	2.374250e-03	1.638679e-02
1.200000e+01	2.155075e+00	3.940900e-05	2.394185e-03	1.646030e-02
1.200000e+01	2.162261e+00	3.991531e-05	2.414186e-03	1.653365e-02
1.200000e+01	2.169447e+00	4.042529e-05	2.434254e-03	1.660685e-02
1.200000e+01	2.176633e+00	4.093894e-05	2.454391e-03	1.667988e-02
1.200000e+01	2.183819e+00	4.145625e-05	2.474603e-03	1.675269e-02
1.200000e+01	2.191005e+00	4.197719e-05	2.494894e-03	1.682524e-02
1.200000e+01	2.198191e+00	4.250178e-05	2.515266e-03	1.689753e-02
1.200000e+01	2.205377e+00	4.303005e-05	2.535710e-03	1.696962e-02
1.200000e+01	2.212563e+00	4.356194e-05	2.556215e-03	1.704158e-02
1.200000e+01	2.219749e+00	4.409744e-05	2.576770e-03	1.711346e-02
1.200000e+01	2.226935e+00	4.463657e-05	2.597364e-03	1.718534e-02
1.200000e+01	2.234121e+00	4.517933e-05	2.617987e-03	1.725728e-02
1.200000e+01	2.241307e+00	4.572566e-05	2.638638e-03	1.732926e-02
1.200000e+01	2.248492e+00	4.627553e-05	2.659326e-03	1.740123e-02
1.200000e+01	2.255678e+00	4.682896e-05	2.680056e-03	1.747313e-02
1.200000e+01	2.262864e+00	4.738595e-05	2.700831e-03	1.754495e-02
1.200000e+01	2.270050e+00	4.794645e-05	2.721651e-03	1.761668e-02
1.200000e+01	2.277236e+00	4.851046e-05	2.742516e-03	1.768830e-02
1.200000e+01	2.284422e+00	4.907795e-05	2.763428e-03	1.775981e-02
1.200000e+01	2.291608e+00	4.964893e-05	2.784387e-03	1.783119e-02
1.200000e+01	2.298794e+00	5.022341e-05	2.805395e-03	1.790244e-02
1.200000e+01	2.305980e+00	5.080134e-05	2.826453e-03	1.797353e-02
1.200000e+01	2.313166e+00	5.138269e-05	2.847562e-03	1.804445e-02
1.200000e+01	2.320352e+00	5.196745e-05	2.868722e-03	1.811519e-02
1.200000e+01	2.327538e+00	5.255563e-05	2.889932e-03	1.818576e-02
1.200000e+01	2.334724e+00	5.314723e-05	2.911191e-03	1.825618e-02
1.200000e+01	2.341910e+00	5.374227e-05	2.932493e-03	1.832648e-02
1.200000e+01	2.349095e+00	5.434073e-05	2.953830e-03	1.839670e-02
1.200000e+01	2.356281e+00	5.494256e-05	2.975193e-03	1.846689e-02
1.200000e+01	2.363467e+00	5.554771e-05	2.996584e-03	1.853701e-02
1.200000e+01	2.370653e+00	5.615618e-05	3.018005e-03	1.860705e-02
1.200000e+01	2.377839e+00	5.676796e-05	3.039458e-03	1.867700e-02
1.200000e+01	2.385025e+00	5.738304e-05	3.060941e-03	1.874686e-02
1.200000e+01	2.392211e+00	5.800141e-05	3.082455e-03	1.881663e-02
1.200000e+01	2.399397e+00	5.862305e-05	3.103998e-03	1.888630e-02
1.200000e+01	2.406583e+00	5.924795e-05	3.125571e-03	1.895588e-02
1.200000e+01	2.413769e+00	5.987610e-05	3.147172e-03	1.902536e-02
1.200000e+01	2.420955e+00	6.050747e-05	3.168802e-03	1.909474e-02
1.200000e+01	2.428141e+00	6.114203e-05	3.190461e-03	1.916401e-02
1.200000e+01	2.435327e+00	6.177976e-05	3.212148e-03	1.923316e-02
1.200000e+01	2.442513e+00	6.242064e-05	3.233862e-03	1.930220e-02
1.200000e+01	2.449698e+00	6.306468e-05	3.255604e-03	1.937112e-02
1.200000e+01	2.456884e+00	6.371186e-05	3.277373e-03	1.943992e-02
1.200000e+01	2.464070e+00	6.436216e-05	3.299171e-03	1.950859e-02
1.200000e+01	2.471256e+00	6.501554e-05	3.321000e-03	1.957710e-02
1.200000e+01	2.478442e+00	6.567199e-05	3.342861e-03	1.964545e-02
1.200000e+01	2.485628e+00	6.633153e-05	3.364749e-03	1.971366e-02
1.200000e+01	2.492814e+00	6.699413e-05	3.386660e-03	1.978177e-02
1.200000e+01	2.500000e+00	6.765978e-05	3.408592e-03	1.984977e-02
