# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
1.125000e+01	1.256834e+00	6.120194e-06	7.833902e-04	7.812447e-03
1.125000e+01	1.264020e+00	6.239081e-06	7.915785e-04	7.881822e-03
1.125000e+01	1.271206e+00	6.362007e-06	7.998123e-04	7.954375e-03
1.125000e+01	1.278392e+00	6.488347e-06	8.079139e-04	8.030988e-03
1.125000e+01	1.285578e+00	6.617879e-06	8.159379e-04	8.110763e-03
1.125000e+01	1.292764e+00	6.750729e-06	8.239647e-04	8.192983e-03
1.125000e+01	1.299950e+00	6.886952e-06	8.320593e-04	8.276997e-03
1.125000e+01	1.307136e+00	7.026393e-06	8.402692e-04	8.362073e-03
1.125000e+01	1.314322e+00	7.169063e-06	8.486367e-04	8.447741e-03
1.125000e+01	1.321508e+00	7.314929e-06	8.571938e-04	8.533576e-03
1.125000e+01	1.328693e+00	7.463948e-06	8.659651e-04	8.619225e-03
1.125000e+01	1.335879e+00	7.616193e-06	8.749731e-04	8.704489e-03
1.125000e+01	1.343065e+00	7.771625e-06	8.842396e-04	8.789049e-03
1.125000e+01	1.350251e+00	7.930259e-06	8.937852e-04	8.872667e-03
1.125000e+01	1.357437e+00	8.092216e-06	9.036260e-04	8.955271e-03
1.125000e+01	1.364623e+00	8.257579e-06	9.137667e-04	9.036857e-03
1.125000e+01	1.371809e+00	8.426487e-06	9.242095e-04	9.117508e-03
1.125000e+01	1.378995e+00	8.598950e-06	9.349715e-04	9.197018e-03
1.125000e+01	1.386181e+00	8.774741e-06	9.460980e-04	9.274665e-03
1.125000e+01	1.393367e+00	8.953888e-06	9.576288e-04	9.350062e-03
1.125000e+01	1.400553e+00	9.136901e-06	9.694738e-04	9.424598e-03
1.125000e+01	1.407739e+00	9.324144e-06	9.814144e-04	9.500720e-03
1.125000e+01	1.414925e+00	9.515262e-06	9.932565e-04	9.579863e-03
1.125000e+01	1.422111e+00	9.709822e-06	1.004988e-03	9.661633e-03
1.125000e+01	1.429296e+00	9.907828e-06	1.016697e-03	9.745113e-03
1.125000e+01	1.436482e+00	1.010953e-05	1.028463e-03	9.829745e-03
1.125000e+01	1.443668e+00	1.031488e-05	1.040322e-03	9.915083e-03
1.125000e+01	1.450854e+00	1.052380e-05	1.052296e-03	1.000080e-02
1.125000e+01	1.458040e+00	1.073630e-05	1.064407e-03	1.008665e-02
1.125000e+01	1.465226e+00	1.095232e-05	1.076680e-03	1.017231e-02
1.125000e+01	1.472412e+00	1.117195e-05	1.089138e-03	1.025761e-02
1.125000e+01	1.479598e+00	1.139526e-05	1.101798e-03	1.034242e-02
1.125000e+01	1.486784e+00	1.162228e-05	1.114671e-03	1.042665e-02
1.125000e+01	1.493970e+00	1.185310e-05	1.127767e-03	1.051023e-02
1.125000e+01	1.501156e+00	1.208769e-05	1.141108e-03	1.059294e-02
1.125000e+01	1.508342e+00	1.232602e-05	1.154722e-03	1.067445e-02
1.125000e+01	1.515528e+00	1.256824e-05	1.168632e-03	1.075466e-02
1.125000e+01	1.522714e+00	1.281451e-05	1.182807e-03	1.083398e-02
1.125000e+01	1.529899e+00	1.306483e-05	1.197191e-03	1.091290e-02
1.125000e+01	1.537085e+00	1.331915e-05	1.211724e-03	1.099190e-02
1.125000e+01	1.544271e+00	1.357772e-05	1.226320e-03	1.107192e-02
1.125000e+01	1.551457e+00	1.384056e-05	1.240891e-03	1.115373e-02
1.125000e+01	1.558643e+00	1.410737e-05	1.255398e-03	1.123737e-02
1.125000e+01	1.565829e+00	1.437799e-05	1.269907e-03	1.132208e-02
1.125000e+01	1.573015e+00	1.465253e-05	1.284490e-03	1.140727e-02
1.125000e+01	1.580201e+00	1.493114e-05	1.299192e-03	1.149263e-02
1.125000e+01	1.587387e+00	1.521376e-05	1.314022e-03	1.157801e-02
1.125000e+01	1.594573e+00	1.550040e-05	1.328989e-03	1.166330e-02
1.125000e+01	1.601759e+00	1.579103e-05	1.344108e-03	1.174833e-02
1.125000e+01	1.608945e+00	1.608565e-05	1.359398e-03	1.183292e-02
1.125000e+01	1.616131e+00	1.638436e-05	1.374873e-03	1.191700e-02
1.125000e+01	1.623317e+00	1.668721e-05	1.390546e-03	1.200047e-02
1.125000e+01	1.630503e+00	1.699427e-05	1.406425e-03	1.208331e-02
1.125000e+01	1.637688e+00	1.730561e-05	1.422520e-03	1.216545e-02
1.125000e+01	1.644874e+00	1.762110e-05	1.438847e-03	1.224668e-02
1.125000e+01	1.652060e+00	1.794071e-05	1.455422e-03	1.232681e-02
1.125000e+01	1.659246e+00	1.826469e-05	1.472211e-03	1.240630e-02
1.125000e+01	1.666432e+00	1.859337e-05	1.489094e-03	1.248636e-02
1.125000e+01	1.673618e+00	1.892657e-05	1.505954e-03	1.256783e-02
1.125000e+01	1.680804e+00	1.926397e-05	1.522765e-03	1.265065e-02
1.125000e+01	1.687990e+00	1.960549e-05	1.539585e-03	1.273427e-02
1.125000e+01	1.695176e+00	1.995135e-05	1.556471e-03	1.281832e-02
1.125000e+01	1.702362e+00	2.030158e-05	1.573448e-03	1.290261e-02
1.125000e+01	1.709548e+00	2.065614e-05	1.590524e-03	1.298701e-02
1.125000e+01	1.716734e+00	2.101500e-05	1.607708e-03	1.307141e-02
1.125000e+01	1.723920e+00	2.137811e-05	1.625015e-03	1.315564e-02
1.125000e+01	1.731106e+00	2.174549e-05	1.642460e-03	1.323959e-02
1.125000e+01	1.738291e+00	2.211719e-05	1.660055e-03	1.332317e-02
1.125000e+01	1.745477e+00	2.249327e-05	1.677804e-03	1.340638e-02
1.125000e+01	1.752663e+00	2.287381e-05	1.695712e-03	1.348921e-02
1.125000e+01	1.759849e+00	2.325879e-05	1.713792e-03	1.357154e-02
1.125000e+01	1.767035e+00	2.364806e-05	1.732069e-03	1.365307e-02
1.125000e+01	1.774221e+00	2.404167e-05	1.750566e-03	1.373366e-02
1.125000e+01	1.781407e+00	2.443993e-05	1.769238e-03	1.381381e-02
1.125000e+01	1.788593e+00	2.484296e-05	1.787993e-03	1.389433e-02
1.125000e+01	1.795779e+00	2.525053e-05	1.806750e-03	1.397566e-02
1.125000e+01	1.802965e+00	2.566246e-05	1.825508e-03	1.405771e-02
1.125000e+01	1.810151e+00	2.607882e-05	1.844300e-03	1.414022e-02
1.125000e+01	1.817337e+00	2.649972e-05	1.863153e-03	1.422305e-02
1.125000e+01	1.824523e+00	2.692511e-05	1.882081e-03	1.430603e-02
1.125000e+01	1.831709e+00	2.735493e-05	1.901095e-03	1.438904e-02
1.125000e+01	1.838894e+00	2.778917e-05	1.920204e-03	1.447199e-02
1.125000e+01	1.846080e+00	2.822780e-05	1.939419e-03	1.455477e-02
1.125000e+01	1.853266e+00	2.867087e-05	1.958752e-03	1.463732e-02
1.125000e+01	1.860452e+00	2.911843e-05	1.978208e-03	1.471960e-02
1.125000e+01	1.867638e+00	2.957049e-05	1.997790e-03	1.480161e-02
1.125000e+01	1.874824e+00	3.002711e-05	2.017501e-03	1.488332e-02
1.125000e+01	1.882010e+00	3.048819e-05	2.037358e-03	1.496458e-02
1.125000e+01	1.889196e+00	3.095366e-05	2.057380e-03	1.504519e-02
1.125000e+01	1.896382e+00	3.142361e-05	2.077579e-03	1.512511e-02
1.125000e+01	1.903568e+00	3.189827e-05	2.097905e-03	1.520482e-02
1.125000e+01	1.910754e+00	3.237764e-05	2.118294e-03	1.528477e-02
1.125000e+01	1.917940e+00	3.286152e-05	2.138699e-03	1.536519e-02
1.125000e+01	1.925126e+00	3.334983e-05	2.159127e-03	1.544598e-02
1.125000e+01	1.932312e+00	3.384263e-05	2.179596e-03	1.552702e-02
1.125000e+01	1.939497e+00	3.433997e-05	2.200120e-03	1.560822e-02
1.125000e+01	1.946683e+00	3.484178e-05	2.220709e-03	1.568948e-02
1.125000e+01	1.953869e+00	3.534805e-05	2.241371e-03	1.577073e-02
1.125000e+01	1.961055e+00	3.585878e-05	2.262115e-03	1.585188e-02
1.125000e+01	1.968241e+00	3.637393e-05	2.282948e-03	1.593288e-02
1.125000e+01	1.975427e+00	3.689353e-05	2.303875e-03	1.601368e-02
1.125000e+01	1.982613e+00	3.741760e-05	2.324902e-03	1.609427e-02
1.125000e+01	1.989799e+00	3.794612e-05	2.346029e-03	1.617462e-02
1.125000e+01	1.996985e+00	3.847912e-05	2.367260e-03	1.625471e-02
1.125000e+01	2.004171e+00	3.901651e-05	2.388609e-03	1.633441e-02
1.125000e+01	2.011357e+00	3.955827e-05	2.410090e-03	1.641361e-02
1.125000e+01	2.018543e+00	4.010453e-05	2.431700e-03	1.649239e-02
1.125000e+01	2.025729e+00	4.065539e-05	2.453399e-03	1.657104e-02
1.125000e+01	2.032915e+00	4.121076e-05	2.475146e-03	1.664983e-02
1.125000e+01	2.040101e+00	4.177050e-05	2.496918e-03	1.672882e-02
1.125000e+01	2.047286e+00	4.233460e-05	2.518725e-03	1.680795e-02
1.125000e+01	2.054472e+00	4.290312e-05	2.540575e-03	1.688717e-02
1.125000e+01	2.061658e+00	4.347605e-05	2.562475e-03	1.696642e-02
1.125000e+01	2.068844e+00	4.405334e-05	2.584432e-03	1.704566e-02
1.125000e+01	2.076030e+00	4.463501e-05	2.606451e-03	1.712482e-02
1.125000e+01	2.083216e+00	4.522100e-05	2.628537e-03	1.720387e-02
1.125000e+01	2.090402e+00	4.581130e-05	2.650692e-03	1.728277e-02
1.125000e+01	2.097588e+00	4.640590e-05	2.672921e-03	1.736149e-02
1.125000e+01	2.104774e+00	4.700479e-05	2.695225e-03	1.744003e-02
1.125000e+01	2.111960e+00	4.760800e-05	2.717605e-03	1.751837e-02
1.125000e+01	2.119146e+00	4.821550e-05	2.740064e-03	1.759648e-02
1.125000e+01	2.126332e+00	4.882724e-05	2.762612e-03	1.767430e-02
1.125000e+01	2.133518e+00	4.944321e-05	2.785255e-03	1.775178e-02
1.125000e+01	2.140704e+00	5.006350e-05	2.807984e-03	1.782899e-02
1.125000e+01	2.147889e+00	5.068812e-05	2.830774e-03	1.790610e-02
1.125000e+01	2.155075e+00	5.131699e-05	2.853602e-03	1.798324e-02
1.125000e+01	2.162261e+00	5.195004e-05	2.876461e-03	1.806040e-02
1.125000e+01	2.169447e+00	5.258726e-05	2.899357e-03	1.813756e-02
1.125000e+01	2.176633e+00	5.322869e-05	2.922293e-03	1.821470e-02
1.125000e+01	2.183819e+00	5.387428e-05	2.945272e-03	1.829178e-02
1.125000e+01	2.191005e+00	5.452401e-05	2.968297e-03	1.836879e-02
1.125000e+01	2.198191e+00	5.517785e-05	2.991369e-03	1.844569e-02
1.125000e+01	2.205377e+00	5.583579e-05	3.014490e-03	1.852247e-02
1.125000e+01	2.212563e+00	5.649781e-05	3.037661e-03	1.859911e-02
1.125000e+01	2.219749e+00	5.716391e-05	3.060884e-03	1.867562e-02
1.125000e+01	2.226935e+00	5.783407e-05	3.084159e-03	1.875197e-02
1.125000e+01	2.234121e+00	5.850827e-05	3.107487e-03	1.882817e-02
1.125000e+01	2.241307e+00	5.918649e-05	3.130868e-03	1.890418e-02
1.125000e+01	2.248492e+00	5.986866e-05	3.154307e-03	1.897997e-02
1.125000e+01	2.255678e+00	6.055478e-05	3.177805e-03	1.905554e-02
1.125000e+01	2.262864e+00	6.124489e-05	3.201356e-03	1.913092e-02
1.125000e+01	2.270050e+00	6.193899e-05	3.224950e-03	1.920619e-02
1.125000e+01	2.277236e+00	6.263708e-05	3.248579e-03	1.928138e-02
1.125000e+01	2.284422e+00	6.333908e-05	3.272241e-03	1.935648e-02
1.125000e+01	2.291608e+00	6.404493e-05	3.295935e-03	1.943149e-02
1.125000e+01	2.298794e+00	6.475461e-05	3.319663e-03	1.950638e-02
1.125000e+01	2.305980e+00	6.546812e-05	3.343422e-03	1.958117e-02
1.125000e+01	2.313166e+00	6.618548e-05	3.367214e-03	1.965586e-02
1.125000e+01	2.320352e+00	6.690668e-05	3.391038e-03	1.973044e-02
1.125000e+01	2.327538e+00	6.763167e-05	3.414893e-03	1.980492e-02
1.125000e+01	2.334724e+00	6.836040e-05	3.438778e-03	1.987927e-02
1.125000e+01	2.341910e+00	6.909286e-05	3.462694e-03	1.995350e-02
1.125000e+01	2.349095e+00	6.982902e-05	3.486640e-03	2.002760e-02
1.125000e+01	2.356281e+00	7.056888e-05	3.510615e-03	2.010157e-02
1.125000e+01	2.363467e+00	7.131242e-05	3.534619e-03	2.017542e-02
1.125000e+01	2.370653e+00	7.205961e-05	3.558650e-03	2.024914e-02
1.125000e+01	2.377839e+00	7.281041e-05	3.582707e-03	2.032274e-02
1.125000e+01	2.385025e+00	7.356478e-05	3.606794e-03	2.039617e-02
1.125000e+01	2.392211e+00	7.432272e-05	3.630916e-03	2.046941e-02
1.125000e+01	2.399397e+00	7.508423e-05	3.655073e-03	2.054247e-02
1.125000e+01	2.406583e+00	7.584931e-05	3.679261e-03	2.061536e-02
1.125000e+01	2.413769e+00	7.661792e-05	3.703476e-03	2.068811e-02
1.125000e+01	2.420955e+00	7.739002e-05	3.727714e-03	2.076072e-02
1.125000e+01	2.428141e+00	7.816559e-05	3.751972e-03	2.083320e-02
1.125000e+01	2.435327e+00	7.894460e-05	3.776247e-03	2.090557e-02
1.125000e+01	2.442513e+00	7.972702e-05	3.800537e-03	2.097783e-02
1.125000e+01	2.449698e+00	8.051285e-05	3.824838e-03	2.105000e-02
1.125000e+01	2.456884e+00	8.130207e-05	3.849148e-03	2.112209e-02
1.125000e+01	2.464070e+00	8.209463e-05	3.873467e-03	2.119410e-02
1.125000e+01	2.471256e+00	8.289049e-05	3.897793e-03	2.126601e-02
1.125000e+01	2.478442e+00	8.368963e-05	3.922124e-03	2.133784e-02
1.125000e+01	2.485628e+00	8.449206e-05	3.946453e-03	2.140962e-02
1.125000e+01	2.492814e+00	8.529776e-05	3.970776e-03	2.148138e-02
1.125000e+01	2.500000e+00	8.610667e-05	3.995095e-03	2.155310e-02
