# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
2.000000e+01	1.328693e+00	3.510918e-07	1.083107e-04	3.241524e-03
2.000000e+01	1.335879e+00	3.601997e-07	1.096683e-04	3.284446e-03
2.000000e+01	1.343065e+00	3.695093e-07	1.110593e-04	3.327136e-03
2.000000e+01	1.350251e+00	3.790243e-07	1.124881e-04	3.369460e-03
2.000000e+01	1.357437e+00	3.887578e-07	1.139592e-04	3.411378e-03
2.000000e+01	1.364623e+00	3.987048e-07	1.154765e-04	3.452692e-03
2.000000e+01	1.371809e+00	4.088728e-07	1.170439e-04	3.493327e-03
2.000000e+01	1.378995e+00	4.192731e-07	1.186649e-04	3.533254e-03
2.000000e+01	1.386181e+00	4.299056e-07	1.203421e-04	3.572363e-03
2.000000e+01	1.393367e+00	4.407848e-07	1.220782e-04	3.610676e-03
2.000000e+01	1.400553e+00	4.519157e-07	1.238762e-04	3.648123e-03
2.000000e+01	1.407739e+00	4.632951e-07	1.257396e-04	3.684561e-03
2.000000e+01	1.414925e+00	4.749391e-07	1.276711e-04	3.720019e-03
2.000000e+01	1.422111e+00	4.868667e-07	1.296710e-04	3.754631e-03
2.000000e+01	1.429296e+00	4.990978e-07	1.317374e-04	3.788580e-03
2.000000e+01	1.436482e+00	5.116460e-07	1.338711e-04	3.821932e-03
2.000000e+01	1.443668e+00	5.244732e-07	1.360835e-04	3.854055e-03
2.000000e+01	1.450854e+00	5.375710e-07	1.383892e-04	3.884486e-03
2.000000e+01	1.458040e+00	5.509983e-07	1.407876e-04	3.913685e-03
2.000000e+01	1.465226e+00	5.648272e-07	1.432388e-04	3.943255e-03
2.000000e+01	1.472412e+00	5.790257e-07	1.456991e-04	3.974121e-03
2.000000e+01	1.479598e+00	5.935463e-07	1.481382e-04	4.006705e-03
2.000000e+01	1.486784e+00	6.084201e-07	1.505445e-04	4.041464e-03
2.000000e+01	1.493970e+00	6.236548e-07	1.529090e-04	4.078602e-03
2.000000e+01	1.501156e+00	6.392161e-07	1.552388e-04	4.117630e-03
2.000000e+01	1.508342e+00	6.550865e-07	1.575540e-04	4.157855e-03
2.000000e+01	1.515528e+00	6.712964e-07	1.598725e-04	4.198948e-03
2.000000e+01	1.522714e+00	6.878465e-07	1.622034e-04	4.240643e-03
2.000000e+01	1.529899e+00	7.047250e-07	1.645510e-04	4.282713e-03
2.000000e+01	1.537085e+00	7.219323e-07	1.669201e-04	4.325016e-03
2.000000e+01	1.544271e+00	7.394644e-07	1.693162e-04	4.367357e-03
2.000000e+01	1.551457e+00	7.573343e-07	1.717450e-04	4.409644e-03
2.000000e+01	1.558643e+00	7.755574e-07	1.742115e-04	4.451816e-03
2.000000e+01	1.565829e+00	7.941256e-07	1.767198e-04	4.493698e-03
2.000000e+01	1.573015e+00	8.130452e-07	1.792739e-04	4.535214e-03
2.000000e+01	1.580201e+00	8.323237e-07	1.818771e-04	4.576298e-03
2.000000e+01	1.587387e+00	8.519650e-07	1.845327e-04	4.616879e-03
2.000000e+01	1.594573e+00	8.719880e-07	1.872437e-04	4.656968e-03
2.000000e+01	1.601759e+00	8.923948e-07	1.900136e-04	4.696479e-03
2.000000e+01	1.608945e+00	9.131845e-07	1.928458e-04	4.735309e-03
2.000000e+01	1.616131e+00	9.343749e-07	1.957435e-04	4.773467e-03
2.000000e+01	1.623317e+00	9.559849e-07	1.987070e-04	4.811027e-03
2.000000e+01	1.630503e+00	9.780380e-07	2.017361e-04	4.848106e-03
2.000000e+01	1.637688e+00	1.000542e-06	2.048330e-04	4.884673e-03
2.000000e+01	1.644874e+00	1.023451e-06	2.080083e-04	4.920241e-03
2.000000e+01	1.652060e+00	1.046754e-06	2.112736e-04	4.954496e-03
2.000000e+01	1.659246e+00	1.070534e-06	2.146164e-04	4.988127e-03
2.000000e+01	1.666432e+00	1.094889e-06	2.179850e-04	5.022775e-03
2.000000e+01	1.673618e+00	1.119765e-06	2.213273e-04	5.059315e-03
2.000000e+01	1.680804e+00	1.145065e-06	2.246281e-04	5.097604e-03
2.000000e+01	1.687990e+00	1.170792e-06	2.279057e-04	5.137179e-03
2.000000e+01	1.695176e+00	1.197003e-06	2.311784e-04	5.177831e-03
2.000000e+01	1.702362e+00	1.223702e-06	2.344565e-04	5.219316e-03
2.000000e+01	1.709548e+00	1.250873e-06	2.377461e-04	5.261383e-03
2.000000e+01	1.716734e+00	1.278513e-06	2.410529e-04	5.303870e-03
2.000000e+01	1.723920e+00	1.306616e-06	2.443826e-04	5.346599e-03
2.000000e+01	1.731106e+00	1.335191e-06	2.477409e-04	5.389468e-03
2.000000e+01	1.738291e+00	1.364255e-06	2.511327e-04	5.432406e-03
2.000000e+01	1.745477e+00	1.393797e-06	2.545623e-04	5.475271e-03
2.000000e+01	1.752663e+00	1.423825e-06	2.580336e-04	5.517983e-03
2.000000e+01	1.759849e+00	1.454347e-06	2.615504e-04	5.560483e-03
2.000000e+01	1.767035e+00	1.485363e-06	2.651159e-04	5.602694e-03
2.000000e+01	1.774221e+00	1.516892e-06	2.687331e-04	5.644604e-03
2.000000e+01	1.781407e+00	1.548937e-06	2.724055e-04	5.686142e-03
2.000000e+01	1.788593e+00	1.581496e-06	2.761368e-04	5.727220e-03
2.000000e+01	1.795779e+00	1.614588e-06	2.799300e-04	5.767830e-03
2.000000e+01	1.802965e+00	1.648232e-06	2.837859e-04	5.808012e-03
2.000000e+01	1.810151e+00	1.682448e-06	2.877044e-04	5.847837e-03
2.000000e+01	1.817337e+00	1.717247e-06	2.916875e-04	5.887283e-03
2.000000e+01	1.824523e+00	1.752581e-06	2.957453e-04	5.925981e-03
2.000000e+01	1.831709e+00	1.788441e-06	2.998896e-04	5.963662e-03
2.000000e+01	1.838894e+00	1.824899e-06	3.041134e-04	6.000718e-03
2.000000e+01	1.846080e+00	1.862051e-06	3.083740e-04	6.038288e-03
2.000000e+01	1.853266e+00	1.899854e-06	3.126272e-04	6.077058e-03
2.000000e+01	1.860452e+00	1.938222e-06	3.168563e-04	6.117038e-03
2.000000e+01	1.867638e+00	1.977160e-06	3.210739e-04	6.157960e-03
2.000000e+01	1.874824e+00	2.016717e-06	3.252930e-04	6.199694e-03
2.000000e+01	1.882010e+00	2.056898e-06	3.295224e-04	6.242059e-03
2.000000e+01	1.889196e+00	2.097686e-06	3.337681e-04	6.284862e-03
2.000000e+01	1.896382e+00	2.139083e-06	3.380357e-04	6.327978e-03
2.000000e+01	1.903568e+00	2.181080e-06	3.423303e-04	6.371274e-03
2.000000e+01	1.910754e+00	2.223684e-06	3.466563e-04	6.414665e-03
2.000000e+01	1.917940e+00	2.266908e-06	3.510180e-04	6.458097e-03
2.000000e+01	1.925126e+00	2.310750e-06	3.554190e-04	6.501480e-03
2.000000e+01	1.932312e+00	2.355220e-06	3.598628e-04	6.544770e-03
2.000000e+01	1.939497e+00	2.400328e-06	3.643527e-04	6.587922e-03
2.000000e+01	1.946683e+00	2.446071e-06	3.688918e-04	6.630864e-03
2.000000e+01	1.953869e+00	2.492463e-06	3.734829e-04	6.673566e-03
2.000000e+01	1.961055e+00	2.539510e-06	3.781286e-04	6.715994e-03
2.000000e+01	1.968241e+00	2.587214e-06	3.828313e-04	6.758106e-03
2.000000e+01	1.975427e+00	2.635593e-06	3.875932e-04	6.799894e-03
2.000000e+01	1.982613e+00	2.684647e-06	3.924172e-04	6.841309e-03
2.000000e+01	1.989799e+00	2.734389e-06	3.973068e-04	6.882311e-03
2.000000e+01	1.996985e+00	2.784840e-06	4.022644e-04	6.922909e-03
2.000000e+01	2.004171e+00	2.835992e-06	4.072887e-04	6.963100e-03
2.000000e+01	2.011357e+00	2.887830e-06	4.123774e-04	7.002880e-03
2.000000e+01	2.018543e+00	2.940385e-06	4.175198e-04	7.042504e-03
2.000000e+01	2.025729e+00	2.993738e-06	4.226853e-04	7.082665e-03
2.000000e+01	2.032915e+00	3.047869e-06	4.278423e-04	7.123814e-03
2.000000e+01	2.040101e+00	3.102698e-06	4.329811e-04	7.165896e-03
2.000000e+01	2.047286e+00	3.158209e-06	4.381189e-04	7.208566e-03
2.000000e+01	2.054472e+00	3.214455e-06	4.432731e-04	7.251635e-03
2.000000e+01	2.061658e+00	3.271459e-06	4.484521e-04	7.295001e-03
2.000000e+01	2.068844e+00	3.329202e-06	4.536578e-04	7.338574e-03
2.000000e+01	2.076030e+00	3.387675e-06	4.588922e-04	7.382289e-03
2.000000e+01	2.083216e+00	3.446872e-06	4.641589e-04	7.426061e-03
2.000000e+01	2.090402e+00	3.506803e-06	4.694621e-04	7.469832e-03
2.000000e+01	2.097588e+00	3.567488e-06	4.748056e-04	7.513577e-03
2.000000e+01	2.104774e+00	3.628926e-06	4.801921e-04	7.557237e-03
2.000000e+01	2.111960e+00	3.691123e-06	4.856242e-04	7.600780e-03
2.000000e+01	2.119146e+00	3.754086e-06	4.911044e-04	7.644171e-03
2.000000e+01	2.126332e+00	3.817809e-06	4.966357e-04	7.687344e-03
2.000000e+01	2.133518e+00	3.882302e-06	5.022209e-04	7.730269e-03
2.000000e+01	2.140704e+00	3.947582e-06	5.078617e-04	7.772947e-03
2.000000e+01	2.147889e+00	4.013664e-06	5.135582e-04	7.815402e-03
2.000000e+01	2.155075e+00	4.080567e-06	5.193112e-04	7.857652e-03
2.000000e+01	2.162261e+00	4.148263e-06	5.251266e-04	7.899548e-03
2.000000e+01	2.169447e+00	4.216726e-06	5.310130e-04	7.940909e-03
2.000000e+01	2.176633e+00	4.285990e-06	5.369733e-04	7.981756e-03
2.000000e+01	2.183819e+00	4.356146e-06	5.429827e-04	8.022624e-03
2.000000e+01	2.191005e+00	4.427198e-06	5.490087e-04	8.063985e-03
2.000000e+01	2.198191e+00	4.499066e-06	5.550298e-04	8.105989e-03
2.000000e+01	2.205377e+00	4.571731e-06	5.610514e-04	8.148507e-03
2.000000e+01	2.212563e+00	4.645229e-06	5.670831e-04	8.191443e-03
2.000000e+01	2.219749e+00	4.719585e-06	5.731321e-04	8.234723e-03
2.000000e+01	2.226935e+00	4.794783e-06	5.792026e-04	8.278249e-03
2.000000e+01	2.234121e+00	4.870823e-06	5.852981e-04	8.321952e-03
2.000000e+01	2.241307e+00	4.947702e-06	5.914223e-04	8.365769e-03
2.000000e+01	2.248492e+00	5.025418e-06	5.975781e-04	8.409641e-03
2.000000e+01	2.255678e+00	5.103982e-06	6.037687e-04	8.453539e-03
2.000000e+01	2.262864e+00	5.183395e-06	6.099964e-04	8.497419e-03
2.000000e+01	2.270050e+00	5.263661e-06	6.162637e-04	8.541248e-03
2.000000e+01	2.277236e+00	5.344790e-06	6.225726e-04	8.585007e-03
2.000000e+01	2.284422e+00	5.426776e-06	6.289257e-04	8.628644e-03
2.000000e+01	2.291608e+00	5.509622e-06	6.353254e-04	8.672126e-03
2.000000e+01	2.298794e+00	5.593341e-06	6.417733e-04	8.715446e-03
2.000000e+01	2.305980e+00	5.677945e-06	6.482698e-04	8.758613e-03
2.000000e+01	2.313166e+00	5.763451e-06	6.548152e-04	8.801645e-03
2.000000e+01	2.320352e+00	5.849846e-06	6.614129e-04	8.844470e-03
2.000000e+01	2.327538e+00	5.937107e-06	6.680703e-04	8.886948e-03
2.000000e+01	2.334724e+00	6.025246e-06	6.747936e-04	8.929021e-03
2.000000e+01	2.341910e+00	6.114327e-06	6.815718e-04	8.970921e-03
2.000000e+01	2.349095e+00	6.204372e-06	6.883837e-04	9.012955e-03
2.000000e+01	2.356281e+00	6.295333e-06	6.952108e-04	9.055286e-03
2.000000e+01	2.363467e+00	6.387195e-06	7.020487e-04	9.097937e-03
2.000000e+01	2.370653e+00	6.479973e-06	7.088981e-04	9.140909e-03
2.000000e+01	2.377839e+00	6.573676e-06	7.157607e-04	9.184181e-03
2.000000e+01	2.385025e+00	6.668293e-06	7.226414e-04	9.227665e-03
2.000000e+01	2.392211e+00	6.763833e-06	7.295454e-04	9.271298e-03
2.000000e+01	2.399397e+00	6.860306e-06	7.364769e-04	9.315033e-03
2.000000e+01	2.406583e+00	6.957701e-06	7.434378e-04	9.358822e-03
2.000000e+01	2.413769e+00	7.056016e-06	7.504301e-04	9.402630e-03
2.000000e+01	2.420955e+00	7.155252e-06	7.574556e-04	9.446430e-03
2.000000e+01	2.428141e+00	7.255414e-06	7.645163e-04	9.490201e-03
2.000000e+01	2.435327e+00	7.356518e-06	7.716141e-04	9.533934e-03
2.000000e+01	2.442513e+00	7.458560e-06	7.787508e-04	9.577596e-03
2.000000e+01	2.449698e+00	7.561535e-06	7.859283e-04	9.621152e-03
2.000000e+01	2.456884e+00	7.665450e-06	7.931482e-04	9.664587e-03
2.000000e+01	2.464070e+00	7.770313e-06	8.004109e-04	9.707904e-03
2.000000e+01	2.471256e+00	7.876139e-06	8.077165e-04	9.751117e-03
2.000000e+01	2.478442e+00	7.982931e-06	8.150668e-04	9.794204e-03
2.000000e+01	2.485628e+00	8.090663e-06	8.224670e-04	9.837066e-03
2.000000e+01	2.492814e+00	8.199336e-06	8.299228e-04	9.879638e-03
2.000000e+01	2.500000e+00	8.308993e-06	8.374306e-04	9.922008e-03
