# Q2	W	Sigma_L(GeV^-2)	Sigma_T(GeV^-2)	R
1.600000e+01	1.860452e+00	5.773393e-06	6.653030e-04	8.677840e-03
1.600000e+01	1.867638e+00	5.879868e-06	6.732042e-04	8.734151e-03
1.600000e+01	1.874824e+00	5.987755e-06	6.811599e-04	8.790528e-03
1.600000e+01	1.882010e+00	6.097047e-06	6.891756e-04	8.846871e-03
1.600000e+01	1.889196e+00	6.207753e-06	6.972580e-04	8.903094e-03
1.600000e+01	1.896382e+00	6.319907e-06	7.054133e-04	8.959154e-03
1.600000e+01	1.903568e+00	6.433502e-06	7.136471e-04	9.014963e-03
1.600000e+01	1.910754e+00	6.548543e-06	7.219643e-04	9.070453e-03
1.600000e+01	1.917940e+00	6.665059e-06	7.303692e-04	9.125603e-03
1.600000e+01	1.925126e+00	6.783070e-06	7.388640e-04	9.180405e-03
1.600000e+01	1.932312e+00	6.902617e-06	7.474506e-04	9.234880e-03
1.600000e+01	1.939497e+00	7.023695e-06	7.561345e-04	9.288949e-03
1.600000e+01	1.946683e+00	7.146243e-06	7.649268e-04	9.342388e-03
1.600000e+01	1.953869e+00	7.270266e-06	7.738369e-04	9.395089e-03
1.600000e+01	1.961055e+00	7.395909e-06	7.828396e-04	9.447541e-03
1.600000e+01	1.968241e+00	7.523267e-06	7.918803e-04	9.500510e-03
1.600000e+01	1.975427e+00	7.652231e-06	8.009107e-04	9.554412e-03
1.600000e+01	1.982613e+00	7.782694e-06	8.099298e-04	9.609098e-03
1.600000e+01	1.989799e+00	7.914675e-06	8.189594e-04	9.664307e-03
1.600000e+01	1.996985e+00	8.048255e-06	8.280184e-04	9.719899e-03
1.600000e+01	2.004171e+00	8.183429e-06	8.371146e-04	9.775757e-03
1.600000e+01	2.011357e+00	8.320184e-06	8.462527e-04	9.831797e-03
1.600000e+01	2.018543e+00	8.458522e-06	8.554374e-04	9.887950e-03
1.600000e+01	2.025729e+00	8.598431e-06	8.646744e-04	9.944126e-03
1.600000e+01	2.032915e+00	8.739928e-06	8.739689e-04	1.000027e-02
1.600000e+01	2.040101e+00	8.883023e-06	8.833260e-04	1.005634e-02
1.600000e+01	2.047286e+00	9.027700e-06	8.927504e-04	1.011223e-02
1.600000e+01	2.054472e+00	9.173975e-06	9.022464e-04	1.016793e-02
1.600000e+01	2.061658e+00	9.321867e-06	9.118163e-04	1.022340e-02
1.600000e+01	2.068844e+00	9.471403e-06	9.214610e-04	1.027868e-02
1.600000e+01	2.076030e+00	9.622610e-06	9.311826e-04	1.033375e-02
1.600000e+01	2.083216e+00	9.775441e-06	9.409905e-04	1.038846e-02
1.600000e+01	2.090402e+00	9.929878e-06	9.508970e-04	1.044264e-02
1.600000e+01	2.097588e+00	1.008598e-05	9.609053e-04	1.049633e-02
1.600000e+01	2.104774e+00	1.024385e-05	9.709887e-04	1.054992e-02
1.600000e+01	2.111960e+00	1.040346e-05	9.811152e-04	1.060371e-02
1.600000e+01	2.119146e+00	1.056474e-05	9.912634e-04	1.065786e-02
1.600000e+01	2.126332e+00	1.072771e-05	1.001429e-03	1.071240e-02
1.600000e+01	2.133518e+00	1.089239e-05	1.011611e-03	1.076737e-02
1.600000e+01	2.140704e+00	1.105876e-05	1.021813e-03	1.082268e-02
1.600000e+01	2.147889e+00	1.122680e-05	1.032046e-03	1.087820e-02
1.600000e+01	2.155075e+00	1.139656e-05	1.042319e-03	1.093385e-02
1.600000e+01	2.162261e+00	1.156802e-05	1.052637e-03	1.098956e-02
1.600000e+01	2.169447e+00	1.174118e-05	1.063004e-03	1.104528e-02
1.600000e+01	2.176633e+00	1.191603e-05	1.073423e-03	1.110097e-02
1.600000e+01	2.183819e+00	1.209257e-05	1.083896e-03	1.115657e-02
1.600000e+01	2.191005e+00	1.227080e-05	1.094429e-03	1.121206e-02
1.600000e+01	2.198191e+00	1.245077e-05	1.105023e-03	1.126743e-02
1.600000e+01	2.205377e+00	1.263246e-05	1.115681e-03	1.132264e-02
1.600000e+01	2.212563e+00	1.281589e-05	1.126405e-03	1.137769e-02
1.600000e+01	2.219749e+00	1.300106e-05	1.137197e-03	1.143255e-02
1.600000e+01	2.226935e+00	1.318795e-05	1.148064e-03	1.148712e-02
1.600000e+01	2.234121e+00	1.337658e-05	1.159012e-03	1.154137e-02
1.600000e+01	2.241307e+00	1.356698e-05	1.170035e-03	1.159536e-02
1.600000e+01	2.248492e+00	1.375916e-05	1.181123e-03	1.164922e-02
1.600000e+01	2.255678e+00	1.395309e-05	1.192263e-03	1.170303e-02
1.600000e+01	2.262864e+00	1.414882e-05	1.203440e-03	1.175698e-02
1.600000e+01	2.270050e+00	1.434637e-05	1.214638e-03	1.181123e-02
1.600000e+01	2.277236e+00	1.454570e-05	1.225845e-03	1.186586e-02
1.600000e+01	2.284422e+00	1.474675e-05	1.237070e-03	1.192071e-02
1.600000e+01	2.291608e+00	1.494955e-05	1.248325e-03	1.197569e-02
1.600000e+01	2.298794e+00	1.515413e-05	1.259619e-03	1.203073e-02
1.600000e+01	2.305980e+00	1.536048e-05	1.270955e-03	1.208578e-02
1.600000e+01	2.313166e+00	1.556860e-05	1.282333e-03	1.214084e-02
1.600000e+01	2.320352e+00	1.577847e-05	1.293756e-03	1.219586e-02
1.600000e+01	2.327538e+00	1.599010e-05	1.305226e-03	1.225083e-02
1.600000e+01	2.334724e+00	1.620351e-05	1.316746e-03	1.230572e-02
1.600000e+01	2.341910e+00	1.641870e-05	1.328319e-03	1.236051e-02
1.600000e+01	2.349095e+00	1.663565e-05	1.339945e-03	1.241517e-02
1.600000e+01	2.356281e+00	1.685438e-05	1.351628e-03	1.246969e-02
1.600000e+01	2.363467e+00	1.707487e-05	1.363368e-03	1.252404e-02
1.600000e+01	2.370653e+00	1.729716e-05	1.375169e-03	1.257821e-02
1.600000e+01	2.377839e+00	1.752125e-05	1.387033e-03	1.263218e-02
1.600000e+01	2.385025e+00	1.774714e-05	1.398958e-03	1.268598e-02
1.600000e+01	2.392211e+00	1.797480e-05	1.410939e-03	1.273960e-02
1.600000e+01	2.399397e+00	1.820425e-05	1.422969e-03	1.279314e-02
1.600000e+01	2.406583e+00	1.843553e-05	1.435032e-03	1.284678e-02
1.600000e+01	2.413769e+00	1.866865e-05	1.447110e-03	1.290064e-02
1.600000e+01	2.420955e+00	1.890355e-05	1.459201e-03	1.295472e-02
1.600000e+01	2.428141e+00	1.914020e-05	1.471315e-03	1.300891e-02
1.600000e+01	2.435327e+00	1.937864e-05	1.483460e-03	1.306314e-02
1.600000e+01	2.442513e+00	1.961888e-05	1.495640e-03	1.311738e-02
1.600000e+01	2.449698e+00	1.986091e-05	1.507855e-03	1.317163e-02
1.600000e+01	2.456884e+00	2.010473e-05	1.520107e-03	1.322587e-02
1.600000e+01	2.464070e+00	2.035032e-05	1.532395e-03	1.328007e-02
1.600000e+01	2.471256e+00	2.059767e-05	1.544724e-03	1.333421e-02
1.600000e+01	2.478442e+00	2.084681e-05	1.557094e-03	1.338828e-02
1.600000e+01	2.485628e+00	2.109771e-05	1.569506e-03	1.344226e-02
1.600000e+01	2.492814e+00	2.135039e-05	1.581962e-03	1.349615e-02
1.600000e+01	2.500000e+00	2.160486e-05	1.594462e-03	1.354994e-02
