# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 5.29693669e-05 4.90598541e-05 3.90951288e-06 4.10806417e-06 8.37357601e-02 2.51207280e-02
1.200000 1.66073529e-04 1.54839935e-04 1.12335945e-05 1.18270103e-05 7.63821703e-02 2.29146511e-02
1.250000 1.88215534e-04 1.74457105e-04 1.37584287e-05 1.45155846e-05 8.32043188e-02 2.49612956e-02
1.300000 1.69451442e-04 1.54831595e-04 1.46198471e-05 1.54593223e-05 9.98460448e-02 2.99538134e-02
1.350000 2.12425127e-04 1.93009678e-04 1.94154487e-05 2.05804305e-05 1.06629008e-01 3.19887024e-02
1.400000 2.58874949e-04 2.38028393e-04 2.08465554e-05 2.21556026e-05 9.30796629e-02 2.79238989e-02
1.450000 3.04285780e-04 2.86393296e-04 1.78924842e-05 1.90700026e-05 6.65867634e-02 1.99760290e-02
1.500000 5.56618957e-04 5.36720370e-04 1.98985875e-05 2.12729635e-05 3.96350962e-02 1.18905289e-02
1.550000 5.22521602e-04 5.02501707e-04 2.00198959e-05 2.14730932e-05 4.27323786e-02 1.28197136e-02
1.600000 4.77944896e-04 4.57525242e-04 2.04196545e-05 2.19794472e-05 4.80398570e-02 1.44119571e-02
1.650000 6.26947442e-04 5.96425310e-04 3.05221320e-05 3.29788103e-05 5.52941160e-02 1.65882348e-02
1.700000 7.08580601e-04 6.67517790e-04 4.10628115e-05 4.45497115e-05 6.67393622e-02 2.00218087e-02
1.750000 7.59774175e-04 7.10106647e-04 4.96675275e-05 5.41225187e-05 7.62174512e-02 2.28652353e-02
1.800000 7.55455356e-04 7.01184428e-04 5.42709277e-05 5.94188906e-05 8.47407447e-02 2.54222234e-02
1.850000 7.80854927e-04 7.24278471e-04 5.65764558e-05 6.22583498e-05 8.59591335e-02 2.57877401e-02
1.900000 8.43617466e-04 7.83498689e-04 6.01187767e-05 6.65181597e-05 8.48988781e-02 2.54696634e-02
1.950000 9.02238369e-04 8.39181117e-04 6.30572513e-05 7.01792521e-05 8.36282546e-02 2.50884764e-02
2.000000 9.56727461e-04 8.91958464e-04 6.47689969e-05 7.25391566e-05 8.13257114e-02 2.43977134e-02
2.050000 1.01256990e-03 9.51421417e-04 6.11484840e-05 6.89484152e-05 7.24688492e-02 2.17406548e-02
2.100000 1.06798963e-03 1.00757379e-03 6.04158388e-05 6.86181458e-05 6.81023529e-02 2.04307059e-02
2.150000 1.12070009e-03 1.05990787e-03 6.07922185e-05 6.95853615e-05 6.56522734e-02 1.96956820e-02
2.200000 1.16892737e-03 1.10664072e-03 6.22866569e-05 7.18945404e-05 6.49664696e-02 1.94899409e-02
2.250000 1.21151254e-03 1.14681590e-03 6.46966381e-05 7.53496744e-05 6.57033741e-02 1.97110122e-02
2.300000 1.24800649e-03 1.18049570e-03 6.75107882e-05 7.93888389e-05 6.72504263e-02 2.01751279e-02
2.350000 1.27898493e-03 1.20881474e-03 7.01701927e-05 8.33748600e-05 6.89724051e-02 2.06917215e-02
2.400000 1.30601164e-03 1.23409965e-03 7.19119916e-05 8.63998773e-05 7.00104547e-02 2.10031364e-02
2.450000 1.33223945e-03 1.25999986e-03 7.22395851e-05 8.78365522e-05 6.97115571e-02 2.09134671e-02
2.500000 1.36219536e-03 1.29153849e-03 7.06568626e-05 8.70220827e-05 6.73786210e-02 2.02135863e-02
