# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 1.00240259e-05 9.60810959e-06 4.15916339e-07 4.53132531e-07 4.71614658e-02 1.41484397e-02
1.200000 3.22425949e-05 3.09670236e-05 1.27557136e-06 1.39375320e-06 4.50076579e-02 1.35022974e-02
1.250000 3.72647554e-05 3.56166361e-05 1.64811931e-06 1.80644793e-06 5.07192178e-02 1.52157653e-02
1.300000 3.40818606e-05 3.22563878e-05 1.82547272e-06 2.00755534e-06 6.22374503e-02 1.86712351e-02
1.350000 4.35128109e-05 4.10183165e-05 2.49449444e-06 2.75318954e-06 6.71209786e-02 2.01362936e-02
1.400000 5.43038584e-05 5.15859670e-05 2.71789140e-06 3.01134042e-06 5.83751861e-02 1.75125558e-02
1.450000 6.56098771e-05 6.32768783e-05 2.33299880e-06 2.59559264e-06 4.10196064e-02 1.23058819e-02
1.500000 1.23422781e-04 1.20865068e-04 2.55771296e-06 2.85822225e-06 2.36480424e-02 7.09441273e-03
1.550000 1.17813861e-04 1.15310441e-04 2.50341990e-06 2.81084161e-06 2.43762975e-02 7.31288925e-03
1.600000 1.09423955e-04 1.06966810e-04 2.45714458e-06 2.77291921e-06 2.59231738e-02 7.77695213e-03
1.650000 1.45554936e-04 1.42047414e-04 3.50752211e-06 3.97984179e-06 2.80176997e-02 8.40530990e-03
1.700000 1.66423481e-04 1.61934061e-04 4.48942005e-06 5.12365663e-06 3.16403887e-02 9.49211661e-03
1.750000 1.80620933e-04 1.75454456e-04 5.16647762e-06 5.93315157e-06 3.38159071e-02 1.01447721e-02
1.800000 1.81837579e-04 1.76447821e-04 5.38975767e-06 6.23088977e-06 3.53129313e-02 1.05938794e-02
1.850000 1.91014361e-04 1.85617392e-04 5.39696862e-06 6.28380226e-06 3.38535209e-02 1.01560563e-02
1.900000 2.10041291e-04 2.04489983e-04 5.55130728e-06 6.51291729e-06 3.18495663e-02 9.55486990e-03
1.950000 2.28735968e-04 2.23051590e-04 5.68437843e-06 6.72360203e-06 3.01437082e-02 9.04311245e-03
2.000000 2.47187415e-04 2.41438650e-04 5.74876437e-06 6.85929772e-06 2.84101063e-02 8.52303189e-03
2.050000 2.67653822e-04 2.62267211e-04 5.38661107e-06 6.48741965e-06 2.47359158e-02 7.42077474e-03
2.100000 2.88166520e-04 2.82846832e-04 5.31968877e-06 6.47109949e-06 2.28784585e-02 6.86353754e-03
2.150000 3.08379197e-04 3.02996231e-04 5.38296689e-06 6.61841587e-06 2.18432284e-02 6.55296852e-03
2.200000 3.27723604e-04 3.22149478e-04 5.57412609e-06 6.93229715e-06 2.15188837e-02 6.45566510e-03
2.250000 3.45819552e-04 3.39944632e-04 5.87491969e-06 7.39643422e-06 2.17577615e-02 6.52732844e-03
2.300000 3.62542386e-04 3.56302642e-04 6.23974425e-06 7.95950508e-06 2.23391694e-02 6.70175083e-03
2.350000 3.78087415e-04 3.71471175e-04 6.61624019e-06 8.55927909e-06 2.30415700e-02 6.91247100e-03
2.400000 3.93020390e-04 3.86092103e-04 6.92828636e-06 9.09909245e-06 2.35671550e-02 7.07014650e-03
2.450000 4.08396877e-04 4.01277781e-04 7.11909574e-06 9.50206428e-06 2.36795176e-02 7.10385528e-03
2.500000 4.25793679e-04 4.18666964e-04 7.12671447e-06 9.67868289e-06 2.31178567e-02 6.93535702e-03
