# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 1.32182868e-08 1.20503393e-08 1.16794755e-09 1.58260617e-09 1.31332914e-01 3.93998742e-02
1.084069 2.48145731e-08 2.26469804e-08 2.16759268e-09 2.93888519e-09 1.29769406e-01 3.89308218e-02
1.088138 3.25253573e-08 2.97242524e-08 2.80110492e-09 3.80006626e-09 1.27843964e-01 3.83531893e-02
1.092206 4.02563336e-08 3.68299571e-08 3.42637655e-09 4.65109442e-09 1.26285632e-01 3.78856897e-02
1.096275 4.91906319e-08 4.50393747e-08 4.15125713e-09 5.63844578e-09 1.25189255e-01 3.75567766e-02
1.100344 5.84173326e-08 5.35271795e-08 4.89015305e-09 6.64604641e-09 1.24162089e-01 3.72486266e-02
1.104413 6.81937781e-08 6.25274606e-08 5.66631752e-09 7.70556367e-09 1.23234873e-01 3.69704620e-02
1.108481 7.85624772e-08 7.20833258e-08 6.47915137e-09 8.81628602e-09 1.22306871e-01 3.66920613e-02
1.112550 8.96333204e-08 8.22978234e-08 7.33549699e-09 9.98763318e-09 1.21359627e-01 3.64078882e-02
1.116619 1.01533096e-07 9.32892193e-08 8.24387642e-09 1.12313373e-08 1.20392661e-01 3.61177982e-02
1.120688 1.14392058e-07 1.05178679e-07 9.21337957e-09 1.25599349e-08 1.19415219e-01 3.58245656e-02
1.124756 1.28329371e-07 1.18076991e-07 1.02523803e-08 1.39850181e-08 1.18439825e-01 3.55319476e-02
1.128825 1.43543787e-07 1.32170156e-07 1.13736305e-08 1.55241855e-08 1.17456058e-01 3.52368174e-02
1.132894 1.60184928e-07 1.47597736e-07 1.25871918e-08 1.71914074e-08 1.16474736e-01 3.49424209e-02
1.136963 1.78479417e-07 1.64571664e-07 1.39077526e-08 1.90070145e-08 1.15493846e-01 3.46481539e-02
1.141032 1.98664379e-07 1.83313823e-07 1.53505560e-08 2.09921502e-08 1.14514824e-01 3.43544472e-02
1.145100 2.20967317e-07 2.04036942e-07 1.69303745e-08 2.31673711e-08 1.13544983e-01 3.40634948e-02
1.149169 2.45699284e-07 2.27030568e-07 1.86687160e-08 2.55625118e-08 1.12595022e-01 3.37785066e-02
1.153238 2.73145718e-07 2.52557534e-07 2.05881843e-08 2.82089899e-08 1.11693321e-01 3.35079964e-02
1.157307 3.03606116e-07 2.80903647e-07 2.27024688e-08 3.11260859e-08 1.10806984e-01 3.32420953e-02
1.161375 3.37378356e-07 3.12358423e-07 2.50199328e-08 3.43258289e-08 1.09892439e-01 3.29677316e-02
