# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 5.46673625e-07 4.82523316e-07 6.41503092e-08 6.96303702e-08 1.44304675e-01 4.32914025e-02
1.084069 1.02347252e-06 9.04733251e-07 1.18739272e-07 1.28909215e-07 1.42483118e-01 4.27449354e-02
1.088138 1.33774388e-06 1.18471120e-06 1.53032683e-07 1.66174333e-07 1.40265690e-01 4.20797069e-02
1.092206 1.65120781e-06 1.46451616e-06 1.86691651e-07 2.02766108e-07 1.38452626e-01 4.15357879e-02
1.096275 2.01238398e-06 1.78680357e-06 2.25580410e-07 2.45054743e-07 1.37146997e-01 4.11440990e-02
1.100344 2.38362377e-06 2.11860713e-06 2.65016642e-07 2.87956368e-07 1.35917776e-01 4.07753327e-02
1.104413 2.77535054e-06 2.46909947e-06 3.06251075e-07 3.32830812e-07 1.34798462e-01 4.04395387e-02
1.108481 3.18907901e-06 2.83984382e-06 3.49235187e-07 3.79626756e-07 1.33678744e-01 4.01036233e-02
1.112550 3.62906519e-06 3.23474432e-06 3.94320869e-07 4.28728204e-07 1.32538513e-01 3.97615540e-02
1.116619 4.10021115e-06 3.65826505e-06 4.41946098e-07 4.80613127e-07 1.31377339e-01 3.94132016e-02
1.120688 4.60751566e-06 4.11494138e-06 4.92574280e-07 5.35787590e-07 1.30205400e-01 3.90616201e-02
1.124756 5.15548617e-06 4.60886078e-06 5.46625388e-07 5.94710870e-07 1.29036414e-01 3.87109243e-02
1.128825 5.75174811e-06 5.14700075e-06 6.04747360e-07 6.58090751e-07 1.27859074e-01 3.83577222e-02
1.132894 6.40190677e-06 5.73446865e-06 6.67438122e-07 7.26472386e-07 1.26685214e-01 3.80055641e-02
1.136963 7.11456302e-06 6.37912854e-06 7.35434476e-07 8.00661523e-07 1.25512681e-01 3.76538042e-02
1.141032 7.89864894e-06 7.08915491e-06 8.09494030e-07 8.81487321e-07 1.24343075e-01 3.73029225e-02
1.145100 8.76263244e-06 7.87229154e-06 8.90340901e-07 9.69743259e-07 1.23184368e-01 3.69553105e-02
1.149169 9.71820950e-06 8.73916553e-06 9.79043974e-07 1.06659919e-06 1.22048173e-01 3.66144520e-02
1.153238 1.07759946e-05 9.69927742e-06 1.07671713e-06 1.17327513e-06 1.20965210e-01 3.62895631e-02
1.157307 1.19469140e-05 1.07629175e-05 1.18399643e-06 1.29047148e-06 1.19899783e-01 3.59699350e-02
1.161375 1.32416531e-05 1.19404199e-05 1.30123319e-06 1.41857898e-06 1.18804782e-01 3.56414345e-02
1.165444 1.46726250e-05 1.32422667e-05 1.43035823e-06 1.55971112e-06 1.17782790e-01 3.53348369e-02
1.169513 1.62471433e-05 1.46745050e-05 1.57263823e-06 1.71525911e-06 1.16887016e-01 3.50661049e-02
1.173582 1.79686429e-05 1.62416711e-05 1.72697172e-06 1.88403205e-06 1.15999889e-01 3.47999667e-02
1.177650 1.98348381e-05 1.79407055e-05 1.89413263e-06 2.06688447e-06 1.15206421e-01 3.45619264e-02
1.181719 2.18347462e-05 1.97612811e-05 2.07346517e-06 2.26311136e-06 1.14522502e-01 3.43567507e-02
1.185788 2.39395763e-05 2.16771432e-05 2.26243308e-06 2.46995414e-06 1.13942788e-01 3.41828365e-02
1.189857 2.61045113e-05 2.36465923e-05 2.45791893e-06 2.68401712e-06 1.13505451e-01 3.40516352e-02
1.193926 2.83091211e-05 2.56503168e-05 2.65880434e-06 2.90408484e-06 1.13218284e-01 3.39654852e-02
1.197994 3.04736233e-05 2.76161698e-05 2.85745356e-06 3.12182038e-06 1.13043206e-01 3.39129619e-02
1.202063 3.25193530e-05 2.94710799e-05 3.04827312e-06 3.33111048e-06 1.13029807e-01 3.39089422e-02
1.206132 3.43701940e-05 3.11447874e-05 3.22540667e-06 3.52554848e-06 1.13198669e-01 3.39596008e-02
