# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 2.92509453e-06 2.56494118e-06 3.60153349e-07 3.77510819e-07 1.47181082e-01 4.41543246e-02
1.084069 5.46852485e-06 4.80316513e-06 6.65359718e-07 6.97521483e-07 1.45221216e-01 4.35663649e-02
1.088138 7.13745111e-06 6.28155735e-06 8.55893759e-07 8.97388435e-07 1.42860820e-01 4.28582460e-02
1.092206 8.79742883e-06 7.75526909e-06 1.04215975e-06 1.09283555e-06 1.40915233e-01 4.22745699e-02
1.096275 1.07067571e-05 9.44990338e-06 1.25685376e-06 1.31815224e-06 1.39488435e-01 4.18465306e-02
1.100344 1.26642562e-05 1.11904825e-05 1.47377363e-06 1.54586760e-06 1.38141282e-01 4.14423845e-02
1.104413 1.47250579e-05 1.30252107e-05 1.69984717e-06 1.78325100e-06 1.36907651e-01 4.10722954e-02
1.108481 1.68967075e-05 1.49619556e-05 1.93475190e-06 2.02996881e-06 1.35675366e-01 4.07026099e-02
1.112550 1.92012432e-05 1.70208614e-05 2.18038181e-06 2.28801313e-06 1.34424050e-01 4.03272151e-02
1.116619 2.16640025e-05 1.92249109e-05 2.43909162e-06 2.55986084e-06 1.33153327e-01 3.99459980e-02
1.120688 2.43107010e-05 2.15973427e-05 2.71335829e-06 2.84811858e-06 1.31873565e-01 3.95620696e-02
1.124756 2.71643287e-05 2.41589276e-05 3.00540116e-06 3.15512419e-06 1.30598686e-01 3.91796058e-02
1.128825 3.02641319e-05 2.69454581e-05 3.31867377e-06 3.48451279e-06 1.29317259e-01 3.87951778e-02
1.132894 3.36385461e-05 2.99827643e-05 3.65578180e-06 3.83903142e-06 1.28041277e-01 3.84123830e-02
1.136963 3.73315538e-05 3.33109366e-05 4.02061715e-06 4.22277977e-06 1.26768569e-01 3.80305707e-02
1.141032 4.13886329e-05 3.69714771e-05 4.41715582e-06 4.63994845e-06 1.25500759e-01 3.76502277e-02
1.145100 4.58525906e-05 4.10034292e-05 4.84916140e-06 5.09450760e-06 1.24245891e-01 3.72737673e-02
1.149169 5.07828749e-05 4.54606316e-05 5.32224330e-06 5.59236946e-06 1.23015657e-01 3.69046971e-02
1.153238 5.62330036e-05 5.03907907e-05 5.84221291e-06 6.13966234e-06 1.21840961e-01 3.65522882e-02
1.157307 6.22577116e-05 5.58454615e-05 6.41225008e-06 6.73975263e-06 1.20685772e-01 3.62057316e-02
1.161375 6.89101278e-05 6.18761560e-05 7.03397182e-06 7.39436613e-06 1.19502675e-01 3.58508024e-02
1.165444 7.62523878e-05 6.85348828e-05 7.71750506e-06 8.11417740e-06 1.18394853e-01 3.55184560e-02
1.169513 8.43197756e-05 7.58504510e-05 8.46932459e-06 8.90602747e-06 1.17415616e-01 3.52246849e-02
1.173582 9.31268430e-05 8.38437157e-05 9.28312732e-06 9.76332323e-06 1.16446691e-01 3.49340072e-02
1.177650 1.02658972e-04 9.24962527e-05 1.01627195e-05 1.06901018e-05 1.15573350e-01 3.46720050e-02
1.181719 1.12856524e-04 1.01752302e-04 1.11042226e-05 1.16823184e-05 1.14811343e-01 3.44434029e-02
1.185788 1.23568204e-04 1.11474469e-04 1.20937354e-05 1.27253799e-05 1.14155106e-01 3.42465319e-02
1.189857 1.34561090e-04 1.21446731e-04 1.31143591e-05 1.38015297e-05 1.13642661e-01 3.40927984e-02
1.193926 1.45728963e-04 1.31568996e-04 1.41599671e-05 1.49043380e-05 1.13281537e-01 3.39844610e-02
1.197994 1.56660854e-04 1.41471022e-04 1.51898325e-05 1.59909468e-05 1.13033373e-01 3.39100120e-02
1.202063 1.66954093e-04 1.50779727e-04 1.61743662e-05 1.70301964e-05 1.12947521e-01 3.38842563e-02
1.206132 1.76221119e-04 1.59138315e-04 1.70828041e-05 1.79896696e-05 1.13044238e-01 3.39132714e-02
1.210201 1.84094585e-04 1.66214135e-04 1.78804503e-05 1.88327860e-05 1.13304359e-01 3.39913076e-02
1.214269 1.90310018e-04 1.71755634e-04 1.85543846e-05 1.95458798e-05 1.13800516e-01 3.41401548e-02
1.218338 1.94703924e-04 1.75633956e-04 1.90699682e-05 2.00923921e-05 1.14399246e-01 3.43197737e-02
1.222407 1.97218224e-04 1.77868827e-04 1.93493975e-05 2.03902518e-05 1.14636455e-01 3.43909365e-02
1.226476 1.98265836e-04 1.78439480e-04 1.98263559e-05 2.08964238e-05 1.17106504e-01 3.51319513e-02
1.230544 1.97601455e-04 1.77775851e-04 1.98256036e-05 2.08992105e-05 1.17559333e-01 3.52678000e-02
