     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     5.187     0.050    0.500E+00    0.409E+00    0.212E+01    0.160E+00    0.173E+00    0.832E-01    0.832E-01    0.278E-01    0.278E-01    0.000E+00    0.000E+00
     5.187     0.100    0.573E+00    0.404E+00    0.141E+01    0.987E-01    0.123E+00    0.540E-01    0.540E-01    0.161E-01    0.161E-01    0.000E+00    0.000E+00
     5.187     0.150    0.617E+00    0.381E+00    0.978E+00    0.639E-01    0.902E-01    0.367E-01    0.367E-01    0.980E-02    0.980E-02    0.000E+00    0.000E+00
     5.187     0.200    0.632E+00    0.346E+00    0.673E+00    0.447E-01    0.633E-01    0.252E-01    0.252E-01    0.594E-02    0.594E-02    0.000E+00    0.000E+00
     5.187     0.250    0.620E+00    0.305E+00    0.453E+00    0.326E-01    0.427E-01    0.172E-01    0.172E-01    0.353E-02    0.353E-02    0.000E+00    0.000E+00
     5.187     0.300    0.583E+00    0.261E+00    0.296E+00    0.238E-01    0.281E-01    0.116E-01    0.116E-01    0.205E-02    0.205E-02    0.000E+00    0.000E+00
     5.187     0.350    0.528E+00    0.215E+00    0.187E+00    0.168E-01    0.182E-01    0.770E-02    0.770E-02    0.114E-02    0.114E-02    0.000E+00    0.000E+00
     5.187     0.400    0.461E+00    0.170E+00    0.114E+00    0.114E-01    0.117E-01    0.499E-02    0.499E-02    0.613E-03    0.613E-03    0.000E+00    0.000E+00
     5.187     0.450    0.388E+00    0.129E+00    0.661E-01    0.731E-02    0.738E-02    0.312E-02    0.312E-02    0.312E-03    0.312E-03    0.000E+00    0.000E+00
     5.187     0.500    0.315E+00    0.921E-01    0.364E-01    0.445E-02    0.447E-02    0.187E-02    0.187E-02    0.150E-03    0.150E-03    0.000E+00    0.000E+00
     5.187     0.550    0.245E+00    0.618E-01    0.189E-01    0.254E-02    0.254E-02    0.106E-02    0.106E-02    0.670E-04    0.670E-04    0.000E+00    0.000E+00
     5.187     0.600    0.181E+00    0.385E-01    0.912E-02    0.133E-02    0.133E-02    0.547E-03    0.547E-03    0.275E-04    0.275E-04    0.000E+00    0.000E+00
     5.187     0.650    0.127E+00    0.219E-01    0.404E-02    0.602E-03    0.602E-03    0.247E-03    0.247E-03    0.101E-04    0.101E-04    0.000E+00    0.000E+00
     5.187     0.700    0.823E-01    0.111E-01    0.161E-02    0.209E-03    0.209E-03    0.855E-04    0.855E-04    0.325E-05    0.325E-05    0.000E+00    0.000E+00
     5.187     0.750    0.484E-01    0.479E-02    0.560E-03    0.273E-04    0.273E-04    0.114E-04    0.114E-04    0.876E-06    0.876E-06    0.000E+00    0.000E+00
     5.187     0.800    0.248E-01    0.168E-02    0.163E-03    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.185E-06    0.185E-06    0.000E+00    0.000E+00
     5.187     0.850    0.102E-01    0.439E-03    0.365E-04    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.276E-07    0.276E-07    0.000E+00    0.000E+00
     5.187     0.900    0.285E-02    0.666E-04    0.506E-05    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.219E-08    0.219E-08    0.000E+00    0.000E+00
     5.187     0.950    0.302E-03    0.324E-05    0.200E-06    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.421E-10    0.421E-10    0.000E+00    0.000E+00

