# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 6.53722667e-06 5.84401692e-06 6.93209751e-07 7.18872267e-07 1.23009956e-01 3.69029869e-02
1.084069 1.22184477e-05 1.09383403e-05 1.28010738e-06 1.32764606e-06 1.21375458e-01 3.64126374e-02
1.088138 1.59440189e-05 1.42981402e-05 1.64587869e-06 1.70719412e-06 1.19399733e-01 3.58199198e-02
1.092206 1.96469257e-05 1.76439509e-05 2.00297481e-06 2.07783034e-06 1.17764459e-01 3.53293378e-02
1.096275 2.39029170e-05 2.14887676e-05 2.41414939e-06 2.50465887e-06 1.16556655e-01 3.49669964e-02
1.100344 2.82630457e-05 2.54341096e-05 2.82893610e-06 2.93533562e-06 1.15409412e-01 3.46228235e-02
1.104413 3.28498261e-05 2.95892844e-05 3.26054173e-06 3.38356805e-06 1.14351128e-01 3.43053384e-02
1.108481 3.76800235e-05 3.39717901e-05 3.70823340e-06 3.84860272e-06 1.13288193e-01 3.39864580e-02
1.112550 4.28024617e-05 3.86269434e-05 4.17551832e-06 4.33408702e-06 1.12203727e-01 3.36611182e-02
1.116619 4.82731667e-05 4.36064009e-05 4.66676573e-06 4.84456505e-06 1.11097567e-01 3.33292701e-02
1.120688 5.41488386e-05 4.89622852e-05 5.18655349e-06 5.38479978e-06 1.09978523e-01 3.29935568e-02
1.124756 6.04799485e-05 5.47410095e-05 5.73893898e-06 5.95901616e-06 1.08858353e-01 3.26575060e-02
1.128825 6.73532043e-05 6.10228999e-05 6.33030440e-06 6.57385558e-06 1.07727682e-01 3.23183047e-02
1.132894 7.48309252e-05 6.78655512e-05 6.96537396e-06 7.23424089e-06 1.06596657e-01 3.19789971e-02
1.136963 8.30099647e-05 7.53586839e-05 7.65128080e-06 7.94759977e-06 1.05463622e-01 3.16390867e-02
1.141032 9.19902665e-05 8.35950027e-05 8.39526381e-06 8.72147366e-06 1.04330084e-01 3.12990252e-02
1.145100 1.01865538e-04 9.26614388e-05 9.20409932e-06 9.56292743e-06 1.03202881e-01 3.09608643e-02
1.149169 1.12766132e-04 1.02678132e-04 1.00880007e-05 1.04826013e-05 1.02091859e-01 3.06275576e-02
1.153238 1.24808570e-04 1.13751092e-04 1.10574774e-05 1.14914489e-05 1.01022757e-01 3.03068270e-02
1.157307 1.38112727e-04 1.25994756e-04 1.21179712e-05 1.25951625e-05 9.99657676e-02 2.99897303e-02
1.161375 1.52795082e-04 1.39523177e-04 1.32719049e-05 1.37962997e-05 9.88817769e-02 2.96645331e-02
1.165444 1.68988923e-04 1.54451245e-04 1.45376784e-05 1.51140302e-05 9.78563183e-02 2.93568955e-02
1.169513 1.86767958e-04 1.70841300e-04 1.59266587e-05 1.65602217e-05 9.69333627e-02 2.90800088e-02
1.173582 2.06163698e-04 1.88737598e-04 1.74260998e-05 1.81216728e-05 9.60151713e-02 2.88045514e-02
1.177650 2.27138128e-04 2.08095888e-04 1.90422398e-05 1.98049210e-05 9.51720919e-02 2.85516276e-02
1.181719 2.49554880e-04 2.28788028e-04 2.07668520e-05 2.16014609e-05 9.44169199e-02 2.83250760e-02
1.185788 2.73075707e-04 2.50502690e-04 2.25730173e-05 2.34833378e-05 9.37448527e-02 2.81234558e-02
1.189857 2.97181052e-04 2.72752645e-04 2.44284067e-05 2.54169533e-05 9.31868259e-02 2.79560478e-02
1.193926 3.21632951e-04 2.95312001e-04 2.63209500e-05 2.73897731e-05 9.27485945e-02 2.78245784e-02
1.197994 3.45523858e-04 3.17349374e-04 2.81744840e-05 2.93225513e-05 9.23983274e-02 2.77194982e-02
1.202063 3.67963111e-04 3.38028995e-04 2.99341167e-05 3.11581406e-05 9.21759407e-02 2.76527822e-02
1.206132 3.88096905e-04 3.56553601e-04 3.15433041e-05 3.28376418e-05 9.20973500e-02 2.76292050e-02
1.210201 4.05120788e-04 3.72181961e-04 3.29388271e-05 3.42951730e-05 9.21462527e-02 2.76438758e-02
1.214269 4.18454340e-04 3.84356185e-04 3.40981551e-05 3.55071843e-05 9.23809364e-02 2.77142809e-02
