# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.145100 4.67826205e-05 4.32906323e-05 3.49198824e-06 3.66866745e-06 8.47450652e-02 2.54235196e-02
1.149169 5.18463312e-05 4.80122417e-05 3.83408947e-06 4.02868558e-06 8.39095496e-02 2.51728649e-02
1.153238 5.74460835e-05 5.32363334e-05 4.20975008e-06 4.42408457e-06 8.31027286e-02 2.49308186e-02
1.157307 6.36389481e-05 5.90177932e-05 4.62115491e-06 4.85717815e-06 8.23002333e-02 2.46900700e-02
1.161375 7.04808517e-05 6.54115133e-05 5.06933836e-06 5.32907223e-06 8.14699425e-02 2.44409827e-02
1.165444 7.80344014e-05 7.24729606e-05 5.56144079e-06 5.84729349e-06 8.06824151e-02 2.42047245e-02
1.169513 8.63350475e-05 8.02331093e-05 6.10193824e-06 6.41657183e-06 7.99741140e-02 2.39922342e-02
1.173582 9.54005972e-05 8.87145318e-05 6.68606540e-06 7.03192096e-06 7.92645897e-02 2.37793769e-02
1.177650 1.05214539e-04 9.78982316e-05 7.31630751e-06 7.69597863e-06 7.86120291e-02 2.35836087e-02
1.181719 1.15715221e-04 1.07725639e-04 7.98958236e-06 8.40552720e-06 7.80271742e-02 2.34081522e-02
1.185788 1.26747221e-04 1.18051646e-04 8.69557486e-06 9.14973663e-06 7.75062183e-02 2.32518655e-02
1.189857 1.38069488e-04 1.28647671e-04 9.42181714e-06 9.91550463e-06 7.70748862e-02 2.31224659e-02
1.193926 1.49571307e-04 1.39407713e-04 1.01635938e-05 1.06978806e-05 7.67380827e-02 2.30214248e-02
1.197994 1.60830708e-04 1.49939324e-04 1.08913840e-05 1.14657974e-05 7.64695817e-02 2.29408745e-02
1.202063 1.71430406e-04 1.59846638e-04 1.15837682e-05 1.21966972e-05 7.63024944e-02 2.28907483e-02
1.206132 1.80969269e-04 1.68750664e-04 1.22186059e-05 1.28672483e-05 7.62500604e-02 2.28750181e-02
1.210201 1.89068760e-04 1.76297663e-04 1.27710974e-05 1.34513024e-05 7.62988131e-02 2.28896439e-02
1.214269 1.95451792e-04 1.82219626e-04 1.32321660e-05 1.39392565e-05 7.64970095e-02 2.29491028e-02
1.218338 1.99955930e-04 1.86378539e-04 1.35773916e-05 1.43053346e-05 7.67541944e-02 2.30262583e-02
1.222407 2.02545931e-04 1.88794014e-04 1.37519166e-05 1.44916678e-05 7.67591488e-02 2.30277446e-02
1.226476 2.03506975e-04 1.89442757e-04 1.40642181e-05 1.48232919e-05 7.82468127e-02 2.34740438e-02
1.230544 2.02815463e-04 1.88780100e-04 1.40353627e-05 1.47954133e-05 7.83737974e-02 2.35121392e-02
1.234613 2.00918081e-04 1.86949962e-04 1.39681196e-05 1.47270672e-05 7.87754489e-02 2.36326347e-02
1.238682 1.98198191e-04 1.84191203e-04 1.40069879e-05 1.47706092e-05 8.01917188e-02 2.40575156e-02
1.242751 1.94855970e-04 1.80928244e-04 1.39277261e-05 1.46895900e-05 8.11901426e-02 2.43570428e-02
1.246819 1.91185332e-04 1.77350996e-04 1.38343362e-05 1.45936545e-05 8.22868485e-02 2.46860546e-02
1.250888 1.87402659e-04 1.73663854e-04 1.37388052e-05 1.44954418e-05 8.34683871e-02 2.50405161e-02
1.254957 1.83749311e-04 1.70093209e-04 1.36561019e-05 1.44107464e-05 8.47226440e-02 2.54167932e-02
1.259026 1.80285355e-04 1.66696409e-04 1.35889463e-05 1.43424462e-05 8.60393234e-02 2.58117970e-02
1.263095 1.77161245e-04 1.63615939e-04 1.35453057e-05 1.42989604e-05 8.73934437e-02 2.62180331e-02
1.267163 1.74431091e-04 1.60901812e-04 1.35292782e-05 1.42846292e-05 8.87785476e-02 2.66335643e-02
1.271232 1.72128281e-04 1.58583843e-04 1.35444379e-05 1.43032429e-05 9.01935694e-02 2.70580708e-02
1.275301 1.70306120e-04 1.56711195e-04 1.35949253e-05 1.43591929e-05 9.16283799e-02 2.74885140e-02
1.279370 1.68953526e-04 1.55274669e-04 1.36788575e-05 1.44505109e-05 9.30641878e-02 2.79192563e-02
1.283438 1.68089181e-04 1.54292494e-04 1.37966870e-05 1.45776950e-05 9.44809083e-02 2.83442725e-02
1.287507 1.67705743e-04 1.53757573e-04 1.39481704e-05 1.47405085e-05 9.58685045e-02 2.87605514e-02
1.291576 1.67794036e-04 1.53660809e-04 1.41332263e-05 1.49388860e-05 9.72198837e-02 2.91659651e-02
1.295645 1.68347756e-04 1.53996272e-04 1.43514840e-05 1.51724563e-05 9.85248287e-02 2.95574486e-02
1.299713 1.69353653e-04 1.54753081e-04 1.46005723e-05 1.54387331e-05 9.97636558e-02 2.99290967e-02
1.303782 1.70801941e-04 1.55923244e-04 1.48786962e-05 1.57358376e-05 1.00920409e-01 3.02761226e-02
1.307851 1.72678681e-04 1.57493598e-04 1.51850828e-05 1.60629710e-05 1.01991263e-01 3.05973790e-02
1.311920 1.74970896e-04 1.59451642e-04 1.55192535e-05 1.64196455e-05 1.02975707e-01 3.08927120e-02
1.315989 1.77663838e-04 1.61784030e-04 1.58798087e-05 1.68043988e-05 1.03869330e-01 3.11607991e-02
1.320057 1.80738547e-04 1.64475006e-04 1.62635412e-05 1.72138539e-05 1.04659390e-01 3.13978171e-02
1.324126 1.84181016e-04 1.67512477e-04 1.66685395e-05 1.76460034e-05 1.05341428e-01 3.16024283e-02
1.328195 1.87959055e-04 1.70868958e-04 1.70900963e-05 1.80958781e-05 1.05905006e-01 3.17715019e-02
1.332264 1.92046477e-04 1.74521949e-04 1.75245282e-05 1.85595893e-05 1.06345302e-01 3.19035905e-02
1.336332 1.96407700e-04 1.78441003e-04 1.79666976e-05 1.90317049e-05 1.06655447e-01 3.19966341e-02
1.340401 2.00992505e-04 1.82583451e-04 1.84090535e-05 1.95042317e-05 1.06823655e-01 3.20470966e-02
1.344470 2.05760297e-04 1.86914828e-04 1.88454689e-05 1.99706787e-05 1.06843737e-01 3.20531211e-02
1.348539 2.10649251e-04 1.91380510e-04 1.92687410e-05 2.04234098e-05 1.06716247e-01 3.20148741e-02
1.352607 2.15605017e-04 1.95932547e-04 1.96724704e-05 2.08556338e-05 1.06442927e-01 3.19328782e-02
1.356676 2.20563903e-04 2.00515032e-04 2.00488707e-05 2.12590836e-05 1.06022393e-01 3.18067179e-02
1.360745 2.25451166e-04 2.05062779e-04 2.03883862e-05 2.16236081e-05 1.05448722e-01 3.16346167e-02
1.364814 2.30195442e-04 2.09513467e-04 2.06819748e-05 2.19395925e-05 1.04716860e-01 3.14150581e-02
1.368883 2.34737645e-04 2.13811957e-04 2.09256883e-05 2.22028183e-05 1.03842734e-01 3.11528203e-02
1.372951 2.39007995e-04 2.17894457e-04 2.11135379e-05 2.24068975e-05 1.02833720e-01 3.08501159e-02
1.377020 2.42965579e-04 2.21723499e-04 2.12420795e-05 2.25481375e-05 1.01694848e-01 3.05084543e-02
1.381089 2.46578064e-04 2.25269736e-04 2.13083276e-05 2.26233288e-05 1.00427732e-01 3.01283197e-02
1.385158 2.49803455e-04 2.28494830e-04 2.13086251e-05 2.26285455e-05 9.90330744e-02 2.97099223e-02
1.389226 2.52687317e-04 2.31437024e-04 2.12502929e-05 2.25715185e-05 9.75276905e-02 2.92583072e-02
1.393295 2.55234294e-04 2.34098455e-04 2.11358387e-05 2.24548710e-05 9.59206287e-02 2.87761886e-02
1.397364 2.57507114e-04 2.36534233e-04 2.09728814e-05 2.22866598e-05 9.42217095e-02 2.82665128e-02
1.401433 2.59584542e-04 2.38813869e-04 2.07706725e-05 2.20766833e-05 9.24430535e-02 2.77329161e-02
1.405501 2.61535795e-04 2.40998763e-04 2.05370322e-05 2.18332269e-05 9.05947677e-02 2.71784303e-02
1.409570 2.63473274e-04 2.43193024e-04 2.02802504e-05 2.15650826e-05 8.86747583e-02 2.66024275e-02
1.413639 2.65492949e-04 2.45484646e-04 2.00083029e-05 2.12807155e-05 8.66885805e-02 2.60065742e-02
1.417708 2.67698410e-04 2.47969664e-04 1.97287461e-05 2.09881527e-05 8.46400012e-02 2.53920004e-02
1.421777 2.70194953e-04 2.50745542e-04 1.94494116e-05 2.06957208e-05 8.25367448e-02 2.47610234e-02
1.425845 2.73086939e-04 2.53909901e-04 1.91770384e-05 2.04105915e-05 8.03851738e-02 2.41155521e-02
1.429914 2.76477567e-04 2.57562742e-04 1.89148254e-05 2.01361742e-05 7.81796857e-02 2.34539057e-02
1.433983 2.80469950e-04 2.61802547e-04 1.86674031e-05 1.98774060e-05 7.59251820e-02 2.27775546e-02
1.438052 2.85179460e-04 2.66741783e-04 1.84376770e-05 1.96373916e-05 7.36194808e-02 2.20858442e-02
1.442120 2.90715828e-04 2.72487433e-04 1.82283947e-05 1.94190702e-05 7.12659297e-02 2.13797789e-02
1.446189 2.97209109e-04 2.79166423e-04 1.80426856e-05 1.92257913e-05 6.88685662e-02 2.06605699e-02
1.450258 3.04822459e-04 2.86938670e-04 1.78837895e-05 1.90610249e-05 6.64289164e-02 1.99286749e-02
1.454327 3.13699933e-04 2.95945251e-04 1.77546812e-05 1.89279623e-05 6.39576483e-02 1.91872945e-02
1.458395 3.24075757e-04 3.06415476e-04 1.76602812e-05 1.88318729e-05 6.14586219e-02 1.84375866e-02
1.462464 3.36138925e-04 3.18533972e-04 1.76049526e-05 1.87774368e-05 5.89495578e-02 1.76848674e-02
1.466533 3.50241710e-04 3.32647774e-04 1.75939366e-05 1.87702761e-05 5.64268802e-02 1.69280641e-02
1.470602 3.66723018e-04 3.49091180e-04 1.76318385e-05 1.88153399e-05 5.38980674e-02 1.61694202e-02
1.474670 3.85891261e-04 3.68168173e-04 1.77230879e-05 1.89173951e-05 5.13824834e-02 1.54147450e-02
1.478739 4.10913304e-04 3.93020496e-04 1.78928074e-05 1.91033070e-05 4.86063887e-02 1.45819166e-02
1.482808 4.45521598e-04 4.27354333e-04 1.81672643e-05 1.94011904e-05 4.53983706e-02 1.36195112e-02
1.486877 4.86170596e-04 4.67636239e-04 1.85343571e-05 1.97982044e-05 4.23367624e-02 1.27010287e-02
1.490946 5.20287500e-04 5.01341548e-04 1.89459529e-05 2.02429974e-05 4.03776578e-02 1.21132973e-02
1.495014 5.40082622e-04 5.20709062e-04 1.93735606e-05 2.07051589e-05 3.97633928e-02 1.19290178e-02
1.499083 5.53897399e-04 5.34094234e-04 1.98031650e-05 2.11697217e-05 3.96366790e-02 1.18910037e-02
1.503152 5.65686842e-04 5.45469154e-04 2.02176883e-05 2.16184291e-05 3.96327252e-02 1.18898176e-02
1.507221 5.75827367e-04 5.55234548e-04 2.05928191e-05 2.20252682e-05 3.96684036e-02 1.19005211e-02
1.511289 5.82528354e-04 5.61633122e-04 2.08952313e-05 2.23545550e-05 3.98027717e-02 1.19408315e-02
1.515358 5.85340693e-04 5.64240985e-04 2.10997080e-05 2.25792450e-05 4.00170239e-02 1.20051072e-02
1.519427 5.84832287e-04 5.63622516e-04 2.12097718e-05 2.27030276e-05 4.02805548e-02 1.20841664e-02
1.523496 5.81175997e-04 5.59958914e-04 2.12170829e-05 2.27168942e-05 4.05688590e-02 1.21706577e-02
1.527564 5.74944734e-04 5.53808265e-04 2.11364689e-05 2.26366372e-05 4.08745022e-02 1.22623507e-02
1.531633 5.66894790e-04 5.45903842e-04 2.09909480e-05 2.24868394e-05 4.11919420e-02 1.23575826e-02
1.535702 5.57631860e-04 5.36834274e-04 2.07975858e-05 2.22857309e-05 4.15132415e-02 1.24539725e-02
1.539771 5.47661871e-04 5.27083655e-04 2.05782158e-05 2.20566712e-05 4.18466234e-02 1.25539870e-02
1.543840 5.37537198e-04 5.17184734e-04 2.03524639e-05 2.18206784e-05 4.21912655e-02 1.26573797e-02
1.547908 5.27557629e-04 5.07426856e-04 2.01307723e-05 2.15889444e-05 4.25459240e-02 1.27637772e-02
1.551977 5.18000357e-04 4.98078677e-04 1.99216799e-05 2.13706318e-05 4.29061367e-02 1.28718410e-02
1.556046 5.09116448e-04 4.89381340e-04 1.97351078e-05 2.11763966e-05 4.32717695e-02 1.29815308e-02
1.560115 5.00974420e-04 4.81392860e-04 1.95815592e-05 2.10175314e-05 4.36598320e-02 1.30979496e-02
1.564183 4.93716251e-04 4.74245527e-04 1.94707240e-05 2.09044691e-05 4.40794228e-02 1.32238268e-02
1.568252 4.87409894e-04 4.68007455e-04 1.94024387e-05 2.08370723e-05 4.45229496e-02 1.33568849e-02
1.572321 4.82121260e-04 4.62745520e-04 1.93757402e-05 2.08143454e-05 4.49801121e-02 1.34940336e-02
1.576390 4.77918559e-04 4.58526581e-04 1.93919782e-05 2.08377768e-05 4.54450793e-02 1.36335238e-02
1.580458 4.74850553e-04 4.55396743e-04 1.94538096e-05 2.09102627e-05 4.59165838e-02 1.37749752e-02
1.584527 4.72976215e-04 4.53413043e-04 1.95631719e-05 2.10339292e-05 4.63902165e-02 1.39170650e-02
1.588596 4.72369410e-04 4.52649300e-04 1.97201100e-05 2.12088700e-05 4.68549714e-02 1.40564914e-02
1.592665 4.73105643e-04 4.53181470e-04 1.99241726e-05 2.14346458e-05 4.72981515e-02 1.41894454e-02
1.596734 4.75246008e-04 4.55066776e-04 2.01792323e-05 2.17154701e-05 4.77193046e-02 1.43157914e-02
1.600802 4.78839228e-04 4.58354735e-04 2.04844934e-05 2.20505370e-05 4.81080161e-02 1.44324048e-02
1.604871 4.83938896e-04 4.63091311e-04 2.08475844e-05 2.24481107e-05 4.84744805e-02 1.45423441e-02
1.608940 4.90593962e-04 4.69261873e-04 2.13320893e-05 2.29767362e-05 4.89635692e-02 1.46890707e-02
1.613009 4.98856898e-04 4.76858954e-04 2.19979442e-05 2.37011112e-05 4.97025609e-02 1.49107683e-02
1.617077 5.08736981e-04 4.85915126e-04 2.28218555e-05 2.45963131e-05 5.06185377e-02 1.51855613e-02
1.621146 5.20307349e-04 4.96605164e-04 2.37021845e-05 2.55529281e-05 5.14552203e-02 1.54365661e-02
1.625215 5.33526033e-04 5.08932782e-04 2.45932515e-05 2.65217562e-05 5.21124933e-02 1.56337480e-02
1.629284 5.47920517e-04 5.22404285e-04 2.55162319e-05 2.75256569e-05 5.26903351e-02 1.58071005e-02
1.633352 5.63129193e-04 5.36654482e-04 2.64747106e-05 2.85685368e-05 5.32345070e-02 1.59703521e-02
1.637421 5.78825397e-04 5.51366254e-04 2.74591426e-05 2.96401350e-05 5.37576153e-02 1.61272846e-02
1.641490 5.94690074e-04 5.66237385e-04 2.84526887e-05 3.07223021e-05 5.42569298e-02 1.62770789e-02
1.645559 6.10396462e-04 5.80951584e-04 2.94448781e-05 3.18037445e-05 5.47442255e-02 1.64232676e-02
1.649628 6.25596827e-04 5.95164614e-04 3.04322134e-05 3.28806887e-05 5.52463771e-02 1.65739131e-02
1.653696 6.39951705e-04 6.08542999e-04 3.14087063e-05 3.39466643e-05 5.57835097e-02 1.67350529e-02
1.657765 6.53215790e-04 6.20849032e-04 3.23667582e-05 3.49934514e-05 5.63638657e-02 1.69091597e-02
1.661834 6.65132844e-04 6.31837186e-04 3.32956578e-05 3.60094533e-05 5.69916651e-02 1.70974995e-02
1.665903 6.75513874e-04 6.41323322e-04 3.41905525e-05 3.69893956e-05 5.76766731e-02 1.73030019e-02
1.669971 6.84607973e-04 6.49554628e-04 3.50533445e-05 3.79353074e-05 5.84020277e-02 1.75206083e-02
1.674040 6.92365362e-04 6.56480700e-04 3.58846616e-05 3.88478400e-05 5.91759057e-02 1.77527717e-02
1.678109 6.97295563e-04 6.60594060e-04 3.67015027e-05 3.97453745e-05 6.01661095e-02 1.80498328e-02
1.682178 6.96231536e-04 6.58699785e-04 3.75317508e-05 4.06581068e-05 6.17247914e-02 1.85174374e-02
1.686246 6.90327854e-04 6.51950309e-04 3.83775446e-05 4.15883754e-05 6.37907135e-02 1.91372141e-02
1.690315 6.88238946e-04 6.49035624e-04 3.92033226e-05 4.24976537e-05 6.54781527e-02 1.96434458e-02
1.694384 6.94073963e-04 6.54078695e-04 3.99952682e-05 4.33709431e-05 6.63084480e-02 1.98925344e-02
1.698453 7.04369620e-04 6.63600446e-04 4.07691740e-05 4.42253437e-05 6.66445358e-02 1.99933608e-02
1.702521 7.14508051e-04 6.72961599e-04 4.15464522e-05 4.50840764e-05 6.69935350e-02 2.00980605e-02
1.706590 7.23156501e-04 6.80826887e-04 4.23296144e-05 4.59498778e-05 6.74912796e-02 2.02473839e-02
1.710659 7.30934620e-04 6.87827669e-04 4.31069507e-05 4.68100446e-05 6.80549020e-02 2.04164706e-02
1.714728 7.37604418e-04 6.93730937e-04 4.38734809e-05 4.76591665e-05 6.86997854e-02 2.06099356e-02
1.718797 7.43228930e-04 6.98606063e-04 4.46228673e-05 4.84903502e-05 6.94101479e-02 2.08230444e-02
1.722865 7.47856863e-04 7.02508965e-04 4.53478981e-05 4.92957424e-05 7.01709799e-02 2.10512940e-02
1.726934 7.51550108e-04 7.05501306e-04 4.60488019e-05 5.00755693e-05 7.09787054e-02 2.12936116e-02
1.731003 7.54410671e-04 7.07676678e-04 4.67339936e-05 5.08389627e-05 7.18392513e-02 2.15517754e-02
1.735072 7.56528339e-04 7.09123245e-04 4.74050935e-05 5.15876731e-05 7.27485291e-02 2.18245587e-02
1.739140 7.58022172e-04 7.09966302e-04 4.80558694e-05 5.23149048e-05 7.36864618e-02 2.21059385e-02
1.743209 7.59009429e-04 7.10328430e-04 4.86809989e-05 5.30148433e-05 7.46342692e-02 2.23902808e-02
1.747278 7.59576605e-04 7.10297189e-04 4.92794167e-05 5.36863025e-05 7.55828734e-02 2.26748620e-02
1.751347 7.59800288e-04 7.09947660e-04 4.98526280e-05 5.43308961e-05 7.65280304e-02 2.29584091e-02
1.755415 7.59754840e-04 7.09354809e-04 5.04000306e-05 5.49479420e-05 7.74618587e-02 2.32385576e-02
1.759484 7.59496735e-04 7.08576717e-04 5.09200174e-05 5.55356611e-05 7.83763562e-02 2.35129068e-02
1.763553 7.59086749e-04 7.07675606e-04 5.14111430e-05 5.60924475e-05 7.92629378e-02 2.37788813e-02
1.767622 7.58574163e-04 7.06703884e-04 5.18702787e-05 5.66148553e-05 8.01111421e-02 2.40333426e-02
1.771691 7.58009070e-04 7.05717496e-04 5.22915735e-05 5.70964605e-05 8.09055477e-02 2.42716643e-02
1.775759 7.57432966e-04 7.04759418e-04 5.26735481e-05 5.75356043e-05 8.16386455e-02 2.44915936e-02
1.779828 7.56869943e-04 7.03850590e-04 5.30193530e-05 5.79356836e-05 8.23124743e-02 2.46937423e-02
1.783897 7.56350889e-04 7.03020270e-04 5.33306186e-05 5.82984386e-05 8.29256866e-02 2.48777060e-02
1.787966 7.55912494e-04 7.02302844e-04 5.36096497e-05 5.86263492e-05 8.34773057e-02 2.50431917e-02
1.792034 7.55594662e-04 7.01736578e-04 5.38580838e-05 5.89211686e-05 8.39647960e-02 2.51894388e-02
1.796103 7.55433082e-04 7.01353736e-04 5.40793453e-05 5.91866082e-05 8.43890966e-02 2.53167290e-02
1.800172 7.55460875e-04 7.01181918e-04 5.42789573e-05 5.94286825e-05 8.47550129e-02 2.54265039e-02
1.804241 7.55712326e-04 7.01250892e-04 5.44614348e-05 5.96523112e-05 8.50655763e-02 2.55196729e-02
1.808309 7.56220990e-04 7.01589987e-04 5.46310033e-05 5.98621043e-05 8.53234872e-02 2.55970462e-02
1.812378 7.57025858e-04 7.02234411e-04 5.47914473e-05 6.00621958e-05 8.55301234e-02 2.56590370e-02
1.816447 7.58150472e-04 7.03202715e-04 5.49477570e-05 6.02580481e-05 8.56908638e-02 2.57072592e-02
1.820516 7.59607353e-04 7.04500210e-04 5.51071430e-05 6.04575688e-05 8.58162537e-02 2.57448761e-02
1.824585 7.61412929e-04 7.06138426e-04 5.52745022e-05 6.06661389e-05 8.59125302e-02 2.57737591e-02
1.828653 7.63579839e-04 7.08129445e-04 5.54503942e-05 6.08843860e-05 8.59791759e-02 2.57937528e-02
1.832722 7.66126607e-04 7.10492042e-04 5.56345648e-05 6.11120452e-05 8.60136942e-02 2.58041082e-02
1.836791 7.69046765e-04 7.13217261e-04 5.58295043e-05 6.13518669e-05 8.60212874e-02 2.58063862e-02
1.840860 7.72318576e-04 7.16278023e-04 5.60405527e-05 6.16097394e-05 8.60137228e-02 2.58041169e-02
1.844928 7.75926656e-04 7.19656962e-04 5.62696944e-05 6.18878705e-05 8.59963479e-02 2.57989044e-02
1.848997 7.79852342e-04 7.23337884e-04 5.65144576e-05 6.21835688e-05 8.59675266e-02 2.57902580e-02
1.853066 7.84078559e-04 7.27306121e-04 5.67724381e-05 6.24942129e-05 8.59255974e-02 2.57776792e-02
1.857135 7.88576796e-04 7.31534770e-04 5.70420255e-05 6.28180516e-05 8.58715869e-02 2.57614761e-02
1.861203 7.93315580e-04 7.35994038e-04 5.73215426e-05 6.31532569e-05 8.58067506e-02 2.57420252e-02
1.865272 7.98260692e-04 7.40651208e-04 5.76094833e-05 6.34981868e-05 8.57329146e-02 2.57198744e-02
1.869341 8.03368119e-04 7.45463121e-04 5.79049978e-05 6.38519198e-05 8.56540290e-02 2.56962087e-02
1.873410 8.08594209e-04 7.50386935e-04 5.82072738e-05 6.42135748e-05 8.55739510e-02 2.56721853e-02
1.877479 8.13907681e-04 7.55395005e-04 5.85126761e-05 6.45791535e-05 8.54905752e-02 2.56471726e-02
1.881547 8.19280703e-04 7.60465665e-04 5.88150380e-05 6.49418553e-05 8.53974852e-02 2.56192456e-02
1.885616 8.24683874e-04 7.65571959e-04 5.91119158e-05 6.52989804e-05 8.52943733e-02 2.55883120e-02
1.889685 8.30087554e-04 7.70683834e-04 5.94037194e-05 6.56509773e-05 8.51853567e-02 2.55556070e-02
1.893754 8.35462394e-04 7.75772189e-04 5.96902050e-05 6.59975730e-05 8.50733939e-02 2.55220182e-02
1.897822 8.40788381e-04 7.80817629e-04 5.99707519e-05 6.63380768e-05 8.49597579e-02 2.54879274e-02
1.901891 8.46042012e-04 7.85797539e-04 6.02444732e-05 6.66715020e-05 8.48456487e-02 2.54536946e-02
1.905960 8.51211124e-04 7.90700098e-04 6.05110268e-05 6.69974633e-05 8.47318263e-02 2.54195479e-02
1.910029 8.56291400e-04 7.95521072e-04 6.07703277e-05 6.73158596e-05 8.46185752e-02 2.53855725e-02
1.914097 8.61277134e-04 8.00254858e-04 6.10222764e-05 6.76265729e-05 8.45062948e-02 2.53518884e-02
1.918166 8.66171350e-04 8.04904072e-04 6.12672772e-05 6.79300439e-05 8.43952047e-02 2.53185614e-02
1.922235 8.70974985e-04 8.09469558e-04 6.15054270e-05 6.82263732e-05 8.42852860e-02 2.52855858e-02
1.926304 8.75696481e-04 8.13958774e-04 6.17377066e-05 6.85166417e-05 8.41770417e-02 2.52531125e-02
1.930372 8.80348624e-04 8.18383224e-04 6.19653991e-05 6.88022689e-05 8.40709668e-02 2.52212900e-02
1.934441 8.84942984e-04 8.22753123e-04 6.21898609e-05 6.90847577e-05 8.39677854e-02 2.51903356e-02
1.938510 8.89494387e-04 8.27080998e-04 6.24133892e-05 6.93666595e-05 8.38692458e-02 2.51607737e-02
1.942579 8.94020232e-04 8.31379724e-04 6.26405076e-05 6.96530069e-05 8.37800164e-02 2.51340049e-02
1.946648 8.98531512e-04 8.35661793e-04 6.28697190e-05 6.99421437e-05 8.36967110e-02 2.51090133e-02
1.950716 9.03029219e-04 8.39932126e-04 6.30970930e-05 7.02297024e-05 8.36135446e-02 2.50840634e-02
1.954785 9.07508098e-04 8.44187921e-04 6.33201771e-05 7.05129526e-05 8.35275545e-02 2.50582664e-02
1.958854 9.11969963e-04 8.48433463e-04 6.35364999e-05 7.07891376e-05 8.34351080e-02 2.50305324e-02
1.962923 9.16418948e-04 8.52675378e-04 6.37435703e-05 7.10554731e-05 8.33323853e-02 2.49997156e-02
1.966991 9.20857145e-04 8.56918268e-04 6.39388774e-05 7.13091468e-05 8.32158089e-02 2.49647427e-02
1.971060 9.25286655e-04 8.61166766e-04 6.41198895e-05 7.15473176e-05 8.30818378e-02 2.49245513e-02
1.975129 9.29709588e-04 8.65425534e-04 6.42840535e-05 7.17671143e-05 8.29269665e-02 2.48780899e-02
1.979198 9.34128062e-04 8.69699267e-04 6.44287948e-05 7.19656355e-05 8.27477247e-02 2.48243174e-02
1.983266 9.38544204e-04 8.73992688e-04 6.45515161e-05 7.21399485e-05 8.25406774e-02 2.47622032e-02
1.987335 9.42960151e-04 8.78310554e-04 6.46495975e-05 7.22870887e-05 8.23024253e-02 2.46907276e-02
1.991404 9.47378046e-04 8.82657650e-04 6.47203957e-05 7.24040587e-05 8.20296054e-02 2.46088816e-02
1.995473 9.51800038e-04 8.87038795e-04 6.47612436e-05 7.24878278e-05 8.17188924e-02 2.45156677e-02
1.999542 9.56228287e-04 8.91458837e-04 6.47694499e-05 7.25353312e-05 8.13670001e-02 2.44101000e-02
2.003610 9.60664955e-04 8.95922656e-04 6.47422987e-05 7.25434696e-05 8.09706832e-02 2.42912050e-02
2.007679 9.65112214e-04 9.00435165e-04 6.46770489e-05 7.25091080e-05 8.05267395e-02 2.41580219e-02
2.011748 9.69572239e-04 9.05001305e-04 6.45709340e-05 7.24290757e-05 8.00320124e-02 2.40096037e-02
2.015817 9.74047215e-04 9.09626054e-04 6.44211615e-05 7.23001653e-05 7.94833932e-02 2.38450180e-02
2.019885 9.78539328e-04 9.14314415e-04 6.42249129e-05 7.21191323e-05 7.88778248e-02 2.36633474e-02
2.023954 9.83050772e-04 9.19071429e-04 6.39793430e-05 7.18826942e-05 7.82123042e-02 2.34636913e-02
2.028023 9.87583745e-04 9.23902166e-04 6.36815797e-05 7.15875304e-05 7.74838864e-02 2.32451659e-02
