# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 1.28031692e-06 1.19666951e-06 8.36474141e-08 8.89700179e-08 7.43480278e-02 2.23044084e-02
1.084069 2.39918754e-06 2.24382313e-06 1.55364408e-07 1.65277998e-07 7.36591027e-02 2.20977308e-02
1.088138 3.13915887e-06 2.93825849e-06 2.00900379e-07 2.13755389e-07 7.27490075e-02 2.18247022e-02
1.092206 3.87813721e-06 3.63227207e-06 2.45865134e-07 2.61641435e-07 7.20324439e-02 2.16097332e-02
1.096275 4.72962336e-06 4.43164482e-06 2.97978546e-07 3.17152611e-07 7.15654398e-02 2.14696320e-02
1.100344 5.60567909e-06 5.25460046e-06 3.51078625e-07 3.73733354e-07 7.11249803e-02 2.13374941e-02
1.104413 6.53068373e-06 6.12387291e-06 4.06810824e-07 4.33136326e-07 7.07291500e-02 2.12187450e-02
1.108481 7.50842789e-06 7.04332136e-06 4.65106530e-07 4.95290101e-07 7.03205315e-02 2.10961594e-02
1.112550 8.54903721e-06 8.02260847e-06 5.26428742e-07 5.60689435e-07 6.98886699e-02 2.09666010e-02
1.116619 9.66414011e-06 9.07278247e-06 5.91357644e-07 6.29954283e-07 6.94334164e-02 2.08300249e-02
1.120688 1.08655743e-05 1.02050645e-05 6.60509801e-07 7.03743818e-07 6.89602521e-02 2.06880756e-02
1.124756 1.21640051e-05 1.14295600e-05 7.34445086e-07 7.82657298e-07 6.84765902e-02 2.05429771e-02
1.128825 1.35775666e-05 1.27635361e-05 8.14030535e-07 8.67621817e-07 6.79766024e-02 2.03929807e-02
1.132894 1.51195470e-05 1.42196146e-05 8.99932405e-07 9.59351139e-07 6.74667468e-02 2.02400240e-02
1.136963 1.68103838e-05 1.58172453e-05 9.93138471e-07 1.05890239e-06 6.69460685e-02 2.00838206e-02
1.141032 1.86713014e-05 1.75766371e-05 1.09466430e-06 1.16736315e-06 6.64156140e-02 1.99246842e-02
1.145100 2.07223975e-05 1.95169191e-05 1.20547838e-06 1.28577162e-06 6.58798460e-02 1.97639538e-02
1.149169 2.29913679e-05 2.16643549e-05 1.32701297e-06 1.41566161e-06 6.53452004e-02 1.96035601e-02
1.153238 2.55031567e-05 2.40423986e-05 1.46075806e-06 1.55862969e-06 6.48283773e-02 1.94485132e-02
1.157307 2.82839934e-05 2.66764439e-05 1.60754943e-06 1.71557556e-06 6.43105041e-02 1.92931512e-02
1.161375 3.13597991e-05 2.95919724e-05 1.76782671e-06 1.88697679e-06 6.37665096e-02 1.91299529e-02
1.165444 3.47589753e-05 3.28148105e-05 1.94416481e-06 2.07559110e-06 6.32516561e-02 1.89754968e-02
1.169513 3.84979966e-05 3.63597705e-05 2.13822614e-06 2.28320397e-06 6.27947852e-02 1.88384356e-02
1.173582 4.25863399e-05 4.02379014e-05 2.34843849e-06 2.50814779e-06 6.23329673e-02 1.86998902e-02
1.177650 4.70171785e-05 4.44414156e-05 2.57576290e-06 2.75145987e-06 6.19120662e-02 1.85736199e-02
1.181719 5.17637154e-05 4.89445151e-05 2.81920033e-06 3.01208421e-06 6.15407917e-02 1.84622375e-02
1.185788 5.67571380e-05 5.36819578e-05 3.07518025e-06 3.28621620e-06 6.12164000e-02 1.83649200e-02
1.189857 6.18896184e-05 5.85502850e-05 3.33933343e-06 3.56919469e-06 6.09594759e-02 1.82878428e-02
1.193926 6.71115211e-05 6.35015180e-05 3.61000310e-06 3.85925471e-06 6.07742119e-02 1.82322636e-02
1.197994 7.22336108e-05 6.83569237e-05 3.87668708e-06 4.14517192e-06 6.06401181e-02 1.81920354e-02
1.202063 7.70672842e-05 7.29356005e-05 4.13168372e-06 4.41870823e-06 6.05836958e-02 1.81751087e-02
1.206132 8.14307118e-05 7.70637396e-05 4.36697219e-06 4.67127746e-06 6.06157641e-02 1.81847292e-02
1.210201 8.51520078e-05 8.05784891e-05 4.57351872e-06 4.89320269e-06 6.07259176e-02 1.82177753e-02
1.214269 8.81035336e-05 8.33556676e-05 4.74786596e-06 5.08076645e-06 6.09528613e-02 1.82858584e-02
1.218338 9.02112189e-05 8.53301966e-05 4.88102223e-06 5.22432442e-06 6.12248023e-02 1.83674407e-02
1.222407 9.14619911e-05 8.65090161e-05 4.95297500e-06 5.30242572e-06 6.12933306e-02 1.83879992e-02
1.226476 9.19540962e-05 8.68794197e-05 5.07467647e-06 5.43383518e-06 6.25445612e-02 1.87633684e-02
1.230544 9.17216202e-05 8.66483554e-05 5.07326474e-06 5.43345173e-06 6.27069227e-02 1.88120768e-02
1.234613 9.09381297e-05 8.58804181e-05 5.05771157e-06 5.41792607e-06 6.30868618e-02 1.89260585e-02
1.238682 8.97644334e-05 8.46840784e-05 5.08035495e-06 5.44332603e-06 6.42780335e-02 1.92834101e-02
1.242751 8.83134793e-05 8.32535608e-05 5.05991842e-06 5.42257579e-06 6.51332596e-02 1.95399779e-02
1.246819 8.67097809e-05 8.16757455e-05 5.03403545e-06 5.39598537e-06 6.60659457e-02 1.98197837e-02
1.250888 8.50515338e-05 8.00444825e-05 5.00705136e-06 5.36820971e-06 6.70653310e-02 2.01195993e-02
1.254957 8.34485093e-05 7.84640816e-05 4.98442764e-06 5.34510466e-06 6.81216749e-02 2.04365025e-02
1.259026 8.19283374e-05 7.69611567e-05 4.96718073e-06 5.32776342e-06 6.92266546e-02 2.07679964e-02
1.263095 8.05600017e-05 7.56017494e-05 4.95825229e-06 5.31934559e-06 7.03600860e-02 2.11080258e-02
1.267163 7.93685351e-05 7.44093548e-05 4.95918035e-06 5.32150740e-06 7.15166448e-02 2.14549935e-02
1.271232 7.83695122e-05 7.33981959e-05 4.97131623e-06 5.33570623e-06 7.26953322e-02 2.18085997e-02
1.275301 7.75877274e-05 7.25915039e-05 4.99622349e-06 5.36362867e-06 7.38878296e-02 2.21663489e-02
1.279370 7.70187810e-05 7.19855274e-05 5.03325360e-06 5.40458760e-06 7.50788081e-02 2.25236424e-02
1.283438 7.66718391e-05 7.15892275e-05 5.08261151e-06 5.45881208e-06 7.62518645e-02 2.28755593e-02
1.287507 7.65440727e-05 7.13998299e-05 5.14424283e-06 5.52625284e-06 7.73986835e-02 2.32196050e-02
1.291576 7.66317710e-05 7.14136221e-05 5.21814893e-06 5.60692061e-06 7.85133206e-02 2.35539962e-02
1.295645 7.69325679e-05 7.16283474e-05 5.30422051e-06 5.70070729e-06 7.95873073e-02 2.38761922e-02
1.299713 7.74410412e-05 7.20394372e-05 5.40160405e-06 5.80670475e-06 8.06045268e-02 2.41813580e-02
1.303782 7.81533025e-05 7.26436502e-05 5.50965229e-06 5.92422589e-06 8.15518751e-02 2.44655625e-02
1.307851 7.90634123e-05 7.34353212e-05 5.62809104e-06 6.05298432e-06 8.24260618e-02 2.47278185e-02
1.311920 8.01658258e-05 7.44090748e-05 5.75675096e-06 6.19280627e-06 8.32264920e-02 2.49679476e-02
1.315989 8.14542367e-05 7.55591197e-05 5.89511704e-06 6.34314596e-06 8.39494424e-02 2.51848327e-02
1.320057 8.29205166e-05 7.68785187e-05 6.04199781e-06 6.50272915e-06 8.45844750e-02 2.53753425e-02
1.324126 8.45587001e-05 7.83620228e-05 6.19667732e-06 6.67079233e-06 8.51278730e-02 2.55383619e-02
1.328195 8.63545541e-05 7.99971592e-05 6.35739487e-06 6.84544644e-06 8.55711191e-02 2.56713357e-02
1.332264 8.82965112e-05 8.17737469e-05 6.52276431e-06 7.02520405e-06 8.59102624e-02 2.57730787e-02
1.336332 9.03686986e-05 8.36778455e-05 6.69085308e-06 7.20798769e-06 8.61397381e-02 2.58419214e-02
1.340401 9.25485559e-05 8.56897317e-05 6.85882416e-06 7.39074336e-06 8.62500466e-02 2.58750140e-02
1.344470 9.48178351e-05 8.77934694e-05 7.02436563e-06 7.57097997e-06 8.62362545e-02 2.58708763e-02
