# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 1.40250045e-05 1.22809328e-05 1.74407170e-06 1.79427102e-06 1.46102177e-01 4.38306532e-02
1.084069 2.61814059e-05 2.29657500e-05 3.21565592e-06 3.30852162e-06 1.44063295e-01 4.32189885e-02
1.088138 3.41212262e-05 2.99929171e-05 4.12830904e-06 4.24793235e-06 1.41631184e-01 4.24893551e-02
1.092206 4.19950108e-05 3.69781845e-05 5.01682622e-06 5.16268620e-06 1.39614377e-01 4.18843131e-02
1.096275 5.10342965e-05 4.49958510e-05 6.03844547e-06 6.21460305e-06 1.38115024e-01 4.14345072e-02
1.100344 6.02762753e-05 5.32095193e-05 7.06675597e-06 7.27361335e-06 1.36697595e-01 4.10092786e-02
1.104413 6.99820382e-05 6.18471526e-05 8.13488553e-06 8.37382215e-06 1.35395435e-01 4.06186306e-02
1.108481 8.01852495e-05 7.09441742e-05 9.24107536e-06 9.51343311e-06 1.34097454e-01 4.02292361e-02
1.112550 9.09880729e-05 8.05939247e-05 1.03941482e-05 1.07015439e-05 1.32783506e-01 3.98350517e-02
1.116619 1.02507684e-04 9.09026310e-05 1.16050529e-05 1.19494449e-05 1.31453235e-01 3.94359704e-02
1.120688 1.14862351e-04 1.01977115e-04 1.28852366e-05 1.32689447e-05 1.30116887e-01 3.90350661e-02
1.124756 1.28156781e-04 1.13911941e-04 1.42448405e-05 1.46705119e-05 1.28788183e-01 3.86364549e-02
1.128825 1.42571618e-04 1.26871848e-04 1.56997702e-05 1.61705567e-05 1.27455830e-01 3.82367489e-02
1.132894 1.58235589e-04 1.40973778e-04 1.72618107e-05 1.77812520e-05 1.26131627e-01 3.78394880e-02
1.136963 1.75349661e-04 1.56400937e-04 1.89487242e-05 1.95209336e-05 1.24813406e-01 3.74440218e-02
1.141032 1.94120615e-04 1.73342075e-04 2.07785395e-05 2.14082203e-05 1.23502735e-01 3.70508204e-02
1.145100 2.14741480e-04 1.91973322e-04 2.27681586e-05 2.34605782e-05 1.22207492e-01 3.66622477e-02
1.149169 2.37481944e-04 2.12538930e-04 2.49430147e-05 2.57042728e-05 1.20939128e-01 3.62817383e-02
1.153238 2.62582384e-04 2.35253079e-04 2.73293047e-05 2.81663684e-05 1.19727948e-01 3.59183843e-02
1.157307 2.90287364e-04 2.60346611e-04 2.99407531e-05 3.08610864e-05 1.18538460e-01 3.55615380e-02
1.161375 3.20832487e-04 2.88048777e-04 3.27837094e-05 3.37950524e-05 1.17324061e-01 3.51972184e-02
1.165444 3.54493829e-04 3.18589752e-04 3.59040775e-05 3.70156750e-05 1.16186019e-01 3.48558058e-02
1.169513 3.91421094e-04 3.52090614e-04 3.93304795e-05 4.05525659e-05 1.15176504e-01 3.45529511e-02
1.173582 4.31666900e-04 3.88634788e-04 4.30321119e-05 4.43740722e-05 1.14179362e-01 3.42538086e-02
1.177650 4.75148498e-04 4.28123314e-04 4.70251841e-05 4.84970128e-05 1.13278140e-01 3.39834420e-02
1.181719 5.21575455e-04 4.70285147e-04 5.12903081e-05 5.29015000e-05 1.12488137e-01 3.37464411e-02
1.185788 5.70235991e-04 5.14473958e-04 5.57620334e-05 5.75201237e-05 1.11803762e-01 3.35411285e-02
1.189857 6.20046302e-04 5.59684713e-04 6.03615886e-05 6.22717025e-05 1.11262111e-01 3.33786332e-02
1.193926 6.70511911e-04 6.05451654e-04 6.50602570e-05 6.71266635e-05 1.10870394e-01 3.32611182e-02
1.197994 7.19741152e-04 6.50070320e-04 6.96708319e-05 7.18918791e-05 1.10590927e-01 3.31772780e-02
1.202063 7.65891564e-04 6.91833162e-04 7.40584016e-05 7.64281011e-05 1.10471867e-01 3.31415601e-02
1.206132 8.07200870e-04 7.29117259e-04 7.80836111e-05 8.05914310e-05 1.10532881e-01 3.31598642e-02
1.210201 8.42009863e-04 7.60419757e-04 8.15901058e-05 8.42203545e-05 1.10755085e-01 3.32265254e-02
1.214269 8.69139019e-04 7.84617245e-04 8.45217733e-05 8.72567656e-05 1.11209340e-01 3.33628019e-02
1.218338 8.87876892e-04 8.01152805e-04 8.67240869e-05 8.95409178e-05 1.11765093e-01 3.35295279e-02
1.222407 8.97997333e-04 8.10149777e-04 8.78475566e-05 9.07116657e-05 1.11969007e-01 3.35907020e-02
1.226476 9.01410177e-04 8.11546870e-04 8.98633070e-05 9.28042485e-05 1.14354761e-01 3.43064283e-02
1.230544 8.97041627e-04 8.07330154e-04 8.97114734e-05 9.26586177e-05 1.14771655e-01 3.44314964e-02
1.234613 8.87468484e-04 7.98142685e-04 8.93257995e-05 9.22714757e-05 1.15607745e-01 3.46823234e-02
1.238682 8.74658222e-04 7.85027839e-04 8.96303830e-05 9.25974223e-05 1.17954317e-01 3.53862950e-02
1.242751 8.59002020e-04 7.69811445e-04 8.91905746e-05 9.21543973e-05 1.19710350e-01 3.59131049e-02
1.246819 8.41981914e-04 7.53310876e-04 8.86710387e-05 9.16289523e-05 1.21634979e-01 3.64904936e-02
1.250888 8.24547587e-04 7.36399404e-04 8.81481827e-05 9.11000219e-05 1.23710070e-01 3.71130210e-02
1.254957 8.07755344e-04 7.20037499e-04 8.77178460e-05 9.06666653e-05 1.25919366e-01 3.77758098e-02
1.259026 7.91862323e-04 7.04464758e-04 8.73975650e-05 9.03470460e-05 1.28249206e-01 3.84747618e-02
1.263095 7.77517183e-04 6.90278354e-04 8.72388294e-05 9.01944409e-05 1.30663870e-01 3.91991609e-02
1.267163 7.64950497e-04 6.77681938e-04 8.72685587e-05 9.02367490e-05 1.33155015e-01 3.99465046e-02
1.271232 7.54303431e-04 6.66792859e-04 8.75105725e-05 9.04986787e-05 1.35722328e-01 4.07166983e-02
1.275301 7.45801532e-04 6.57808879e-04 8.79926527e-05 9.10090507e-05 1.38351813e-01 4.15055438e-02
1.279370 7.39385721e-04 6.50681851e-04 8.87038706e-05 9.17566586e-05 1.41016164e-01 4.23048492e-02
1.283438 7.35127226e-04 6.45478686e-04 8.96485404e-05 9.27460615e-05 1.43685707e-01 4.31057122e-02
1.287507 7.32986666e-04 6.42160041e-04 9.08266252e-05 9.39773198e-05 1.46345636e-01 4.39036909e-02
1.291576 7.32917796e-04 6.40678510e-04 9.22392852e-05 9.54517341e-05 1.48985384e-01 4.46956153e-02
1.295645 7.34886081e-04 6.41000146e-04 9.38859346e-05 9.71688000e-05 1.51589357e-01 4.54768071e-02
1.299713 7.38823653e-04 6.43070660e-04 9.57529936e-05 9.91145639e-05 1.54127019e-01 4.62381058e-02
1.303782 7.44678735e-04 6.46848084e-04 9.78306514e-05 1.01278968e-04 1.56573036e-01 4.69719107e-02
1.307851 7.52385138e-04 6.52269298e-04 1.00115840e-04 1.03658931e-04 1.58920451e-01 4.76761353e-02
1.311920 7.61881834e-04 6.59274339e-04 1.02607496e-04 1.06253449e-04 1.61167275e-01 4.83501825e-02
1.315989 7.73098649e-04 6.67800122e-04 1.05298527e-04 1.09055272e-04 1.63305259e-01 4.89915778e-02
1.320057 7.85943864e-04 6.77774053e-04 1.08169811e-04 1.12044688e-04 1.65312743e-01 4.95938228e-02
1.324126 8.00349763e-04 6.89139062e-04 1.11210701e-04 1.15210754e-04 1.67180705e-01 5.01542115e-02
1.328195 8.16166992e-04 7.01775242e-04 1.14391751e-04 1.18523046e-04 1.68890321e-01 5.06670963e-02
1.332264 8.33273929e-04 7.15583890e-04 1.17690038e-04 1.21957882e-04 1.70431285e-01 5.11293855e-02
1.336332 8.51506986e-04 7.30434436e-04 1.21072550e-04 1.25481109e-04 1.71789696e-01 5.15369087e-02
1.340401 8.70636698e-04 7.46147209e-04 1.24489489e-04 1.29041160e-04 1.72943299e-01 5.18829897e-02
