# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 5.35787181e-07 5.11644222e-07 2.41429588e-08 2.62053789e-08 5.12179709e-02 1.53653913e-02
1.084069 1.00522222e-06 9.60197064e-07 4.50251540e-08 4.88815297e-08 5.09078099e-02 1.52723430e-02
1.088138 1.31691485e-06 1.25845965e-06 5.84551964e-08 6.34750244e-08 5.04386647e-02 1.51315994e-02
1.092206 1.62887927e-06 1.55705820e-06 7.18210662e-08 7.80049776e-08 5.00976634e-02 1.50292990e-02
1.096275 1.98875997e-06 1.90137695e-06 8.73830243e-08 9.49267914e-08 4.99252878e-02 1.49775863e-02
1.100344 2.35976687e-06 2.25641722e-06 1.03349653e-07 1.12295554e-07 4.97671943e-02 1.49301583e-02
1.104413 2.75218462e-06 2.63197595e-06 1.20208668e-07 1.30641660e-07 4.96363425e-02 1.48909027e-02
1.108481 3.16771136e-06 3.02976471e-06 1.37946644e-07 1.49951204e-07 4.94926895e-02 1.48478069e-02
1.112550 3.61070734e-06 3.45399936e-06 1.56707975e-07 1.70381874e-07 4.93288668e-02 1.47986600e-02
1.116619 4.08618107e-06 3.90950712e-06 1.76673946e-07 1.92131615e-07 4.91447154e-02 1.47434146e-02
1.120688 4.59924521e-06 4.40120614e-06 1.98039073e-07 2.15412948e-07 4.89440714e-02 1.46832214e-02
1.124756 5.15453294e-06 4.93354970e-06 2.20983240e-07 2.40422670e-07 4.87321877e-02 1.46196563e-02
1.128825 5.75988102e-06 5.51409983e-06 2.45781194e-07 2.67460994e-07 4.85049242e-02 1.45514773e-02
1.132894 6.42108594e-06 6.14843575e-06 2.72650194e-07 2.96765844e-07 4.82668854e-02 1.44800656e-02
1.136963 7.14701774e-06 6.84511007e-06 3.01907674e-07 3.28684425e-07 4.80174054e-02 1.44052216e-02
1.141032 7.94691624e-06 7.61303302e-06 3.33883221e-07 3.63577512e-07 4.77572489e-02 1.43271747e-02
1.145100 8.82957231e-06 8.46067660e-06 3.68895715e-07 4.01794563e-07 4.74896491e-02 1.42468947e-02
1.149169 9.80704639e-06 9.39963655e-06 4.07409838e-07 4.43844214e-07 4.72192953e-02 1.41657886e-02
1.153238 1.08902406e-05 1.04403274e-05 4.49913208e-07 4.90260591e-07 4.69583543e-02 1.40875063e-02
1.157307 1.20907377e-05 1.15940411e-05 4.96696572e-07 5.41363764e-07 4.66932762e-02 1.40079829e-02
1.161375 1.34200759e-05 1.28721455e-05 5.47930470e-07 5.97343084e-07 4.64058681e-02 1.39217604e-02
1.165444 1.48906460e-05 1.42861957e-05 6.04450317e-07 6.59113123e-07 4.61363638e-02 1.38409091e-02
1.169513 1.65098021e-05 1.58429861e-05 6.66816023e-07 7.27288855e-07 4.59060464e-02 1.37718139e-02
1.173582 1.82822722e-05 1.75476911e-05 7.34581133e-07 8.01387992e-07 4.56691417e-02 1.37007425e-02
1.177650 2.02053669e-05 1.93972797e-05 8.08087152e-07 8.81787666e-07 4.54593468e-02 1.36378041e-02
1.181719 2.22679030e-05 2.13808414e-05 8.87061530e-07 9.68195199e-07 4.52833066e-02 1.35849920e-02
1.185788 2.44405976e-05 2.34701819e-05 9.70415697e-07 1.05942682e-06 4.51392673e-02 1.35417802e-02
1.189857 2.66770819e-05 2.56202874e-05 1.05679453e-06 1.15400658e-06 4.50426869e-02 1.35128061e-02
1.193926 2.89559756e-05 2.78102881e-05 1.14568745e-06 1.25137962e-06 4.49970029e-02 1.34991009e-02
1.197994 3.11956941e-05 2.99619317e-05 1.23376243e-06 1.34790807e-06 4.49873554e-02 1.34962066e-02
1.202063 3.33142944e-05 3.19957505e-05 1.31854398e-06 1.44088653e-06 4.50336843e-02 1.35101053e-02
1.206132 3.52325518e-05 3.38351240e-05 1.39742783e-06 1.52746617e-06 4.51443940e-02 1.35433182e-02
1.210201 3.68754484e-05 3.54079907e-05 1.46745770e-06 1.60441045e-06 4.53121010e-02 1.35936303e-02
