# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 8.41501609e-08 8.29896288e-08 1.16053216e-09 1.35047888e-09 1.62728633e-02 4.88185899e-03
1.084069 1.58198879e-07 1.56002270e-07 2.19660947e-09 2.55698182e-09 1.63906706e-02 4.91720117e-03
1.088138 2.07690483e-07 2.04797428e-07 2.89305532e-09 3.36880999e-09 1.64494741e-02 4.93484223e-03
1.092206 2.57411998e-07 2.53807558e-07 3.60443951e-09 4.19858874e-09 1.65424102e-02 4.96272307e-03
1.096275 3.14888486e-07 3.10443280e-07 4.44520678e-09 5.17969530e-09 1.66848363e-02 5.00545089e-03
1.100344 3.74345115e-07 3.69018035e-07 5.32708052e-09 6.20939073e-09 1.68267948e-02 5.04803843e-03
1.104413 4.37421600e-07 4.31145691e-07 6.27590840e-09 7.31786924e-09 1.69730775e-02 5.09192326e-03
1.108481 5.04416369e-07 4.97124044e-07 7.29232438e-09 8.50595714e-09 1.71103314e-02 5.13309942e-03
1.112550 5.76049697e-07 5.67664350e-07 8.38534743e-09 9.78426668e-09 1.72360069e-02 5.17080208e-03
1.116619 6.53149442e-07 6.43583103e-07 9.56633916e-09 1.11661601e-08 1.73499896e-02 5.20499687e-03
1.120688 7.36564875e-07 7.25717061e-07 1.08478140e-08 1.26663655e-08 1.74535865e-02 5.23607594e-03
1.124756 8.27073508e-07 8.14831585e-07 1.22419238e-08 1.42992094e-08 1.75486685e-02 5.26460056e-03
1.128825 9.25977752e-07 9.12211218e-07 1.37665339e-08 1.60857158e-08 1.76337623e-02 5.29012868e-03
1.132894 1.03425710e-06 1.01882023e-06 1.54368745e-08 1.80438598e-08 1.77105434e-02 5.31316301e-03
1.136963 1.15339691e-06 1.13612254e-06 1.72743725e-08 2.01988904e-08 1.77787955e-02 5.33363866e-03
1.141032 1.28495279e-06 1.26565094e-06 1.93018493e-08 2.25777253e-08 1.78388248e-02 5.35164743e-03
1.145100 1.43041725e-06 1.40887505e-06 2.15422042e-08 2.52074150e-08 1.78918741e-02 5.36756223e-03
1.149169 1.59182247e-06 1.56779487e-06 2.40275970e-08 2.81258916e-08 1.79397778e-02 5.38193333e-03
1.153238 1.77101840e-06 1.74422587e-06 2.67925350e-08 3.13738949e-08 1.79872891e-02 5.39618673e-03
1.157307 1.97000258e-06 1.94014187e-06 2.98607017e-08 3.49795483e-08 1.80293765e-02 5.40881295e-03
1.161375 2.19079097e-06 2.15754194e-06 3.32490323e-08 3.89631131e-08 1.80590293e-02 5.41770879e-03
1.165444 2.43548468e-06 2.39846924e-06 3.70154469e-08 4.33929306e-08 1.80919271e-02 5.42757814e-03
1.169513 2.70538175e-06 2.66417918e-06 4.12025750e-08 4.83195175e-08 1.81367372e-02 5.44102115e-03
1.173582 3.00145343e-06 2.95566202e-06 4.57914062e-08 5.37211573e-08 1.81756767e-02 5.45270300e-03
1.177650 3.32334095e-06 3.27252959e-06 5.08113679e-08 5.96329541e-08 1.82222811e-02 5.46668434e-03
1.181719 3.66931257e-06 3.61305901e-06 5.62535592e-08 6.60450711e-08 1.82795440e-02 5.48386319e-03
1.185788 4.03464636e-06 3.97259017e-06 6.20561909e-08 7.28855451e-08 1.83471090e-02 5.50413271e-03
1.189857 4.41171839e-06 4.34358051e-06 6.81378772e-08 8.00592830e-08 1.84316333e-02 5.52948998e-03
1.193926 4.79700711e-06 4.72253790e-06 7.44692088e-08 8.75321441e-08 1.85349797e-02 5.56049391e-03
1.197994 5.17702189e-06 5.09618707e-06 8.08348182e-08 9.50512760e-08 1.86514495e-02 5.59543486e-03
1.202063 5.53802824e-06 5.45095924e-06 8.70690006e-08 1.02421855e-07 1.87896938e-02 5.63690813e-03
1.206132 5.86667593e-06 5.77368346e-06 9.29924735e-08 1.09432773e-07 1.89537189e-02 5.68611567e-03
1.210201 6.15028007e-06 6.05188290e-06 9.83971713e-08 1.15838704e-07 1.91409361e-02 5.74228082e-03
1.214269 6.37905948e-06 6.27587106e-06 1.03188420e-07 1.21527469e-07 1.93642393e-02 5.80927178e-03
1.218338 6.54747643e-06 6.44032924e-06 1.07147199e-07 1.26240201e-07 1.96015136e-02 5.88045408e-03
1.222407 6.65514076e-06 6.54533823e-06 1.09802532e-07 1.29420637e-07 1.97729486e-02 5.93188459e-03
1.226476 6.70309060e-06 6.58949256e-06 1.13598038e-07 1.33948325e-07 2.03275629e-02 6.09826887e-03
1.230544 6.70273570e-06 6.58807683e-06 1.14658865e-07 1.35254068e-07 2.05301292e-02 6.15903875e-03
1.234613 6.66107021e-06 6.54567854e-06 1.15391668e-07 1.36174052e-07 2.08036572e-02 6.24109715e-03
1.238682 6.58727736e-06 6.47028472e-06 1.16992641e-07 1.38120021e-07 2.13468228e-02 6.40404684e-03
1.242751 6.49412781e-06 6.37653060e-06 1.17597209e-07 1.38891051e-07 2.17816019e-02 6.53448058e-03
1.246819 6.38901481e-06 6.27095428e-06 1.18060532e-07 1.39496119e-07 2.22447993e-02 6.67343978e-03
1.250888 6.27917700e-06 6.16069499e-06 1.18482008e-07 1.40052518e-07 2.27332335e-02 6.81997006e-03
1.254957 6.17276053e-06 6.05376918e-06 1.18991349e-07 1.40713583e-07 2.32439624e-02 6.97318872e-03
