1.080000 3.79641055e-06
1.082636 5.44168565e-06
1.085272 7.08587524e-06
1.087908 8.72891543e-06
1.090544 1.03602980e-05
1.093181 1.19502965e-05
1.095817 1.35389951e-05
1.098453 1.51263348e-05
1.101089 1.67797061e-05
1.103725 1.85273577e-05
1.106361 2.02733405e-05
1.108997 2.20175925e-05
1.111633 2.39318124e-05
1.114269 2.59494431e-05
1.116905 2.79649024e-05
1.119542 2.99781226e-05
1.122178 3.23215060e-05
1.124814 3.47321432e-05
1.127450 3.71399283e-05
1.130086 3.95632085e-05
1.132722 4.25297423e-05
1.135358 4.54925815e-05
1.137994 4.84516357e-05
1.140630 5.15921174e-05
1.143266 5.53176771e-05
1.145903 5.90382770e-05
1.148539 6.27538110e-05
1.151175 6.69215298e-05
1.153811 7.16519611e-05
1.156447 7.63757246e-05
1.159083 8.10926951e-05
1.161719 8.64075576e-05
1.164355 9.20369387e-05
1.166991 9.81801003e-05
1.169628 1.04482956e-04
1.172264 1.11378302e-04
1.174900 1.18362055e-04
1.177536 1.25977613e-04
1.180172 1.33642902e-04
1.182808 1.41815968e-04
1.185444 1.50021292e-04
1.188080 1.58437322e-04
1.190716 1.66875061e-04
1.193352 1.75393438e-04
1.195989 1.83758074e-04
1.198625 1.91876321e-04
1.201261 1.99585490e-04
1.203897 2.06850507e-04
1.206533 2.13359844e-04
1.209169 2.19323224e-04
1.211805 2.24476284e-04
1.214441 2.28619227e-04
1.217077 2.31830199e-04
1.219713 2.34111442e-04
1.222350 2.35095893e-04
1.224986 2.35936895e-04
1.227622 2.35454703e-04
1.230258 2.34645547e-04
1.232894 2.32882708e-04
1.235530 2.30964407e-04
1.238166 2.28424488e-04
1.240802 2.25730223e-04
1.243438 2.22679841e-04
1.246074 2.19633608e-04
1.248711 2.16591600e-04
1.251347 2.13605648e-04
1.253983 2.10673471e-04
1.256619 2.07745536e-04
1.259255 2.04821913e-04
1.261891 2.02352469e-04
1.264527 2.00063675e-04
1.267163 1.97778233e-04
1.269799 1.95496202e-04
1.272436 1.93987382e-04
1.275072 1.92544004e-04
1.277708 1.91102672e-04
1.280344 1.89777285e-04
1.282980 1.89212119e-04
1.285616 1.88647553e-04
1.288252 1.88083640e-04
1.290888 1.87802553e-04
1.293524 1.88076349e-04
1.296160 1.88349437e-04
1.298797 1.88621875e-04
1.301433 1.89317368e-04
1.304069 1.90367122e-04
1.306705 1.91415020e-04
1.309341 1.92461132e-04
1.311977 1.94040667e-04
1.314613 1.95795873e-04
1.317249 1.97548298e-04
1.319885 1.99298022e-04
1.322521 2.01644769e-04
1.325158 2.04015278e-04
1.327794 2.06382368e-04
1.330430 2.08826654e-04
1.333066 2.11680659e-04
1.335702 2.14530898e-04
1.338338 2.17377487e-04
1.340974 2.20328768e-04
1.343610 2.23461108e-04
1.346246 2.26589943e-04
1.348883 2.29715407e-04
1.351519 2.32863085e-04
1.354155 2.36026611e-04
1.356791 2.39187458e-04
1.359427 2.42345770e-04
1.362063 2.45302641e-04
1.364699 2.48202681e-04
1.367335 2.51101416e-04
1.369971 2.53998994e-04
1.372607 2.56386949e-04
1.375244 2.58769588e-04
1.377880 2.61152652e-04
1.380516 2.63407903e-04
1.383152 2.65136785e-04
1.385788 2.66867666e-04
1.388424 2.68600673e-04
1.391060 2.70103846e-04
1.393696 2.71264944e-04
1.396332 2.72429298e-04
1.398968 2.73597010e-04
1.401605 2.74590952e-04
1.404241 2.75474597e-04
1.406877 2.76361987e-04
1.409513 2.77253204e-04
1.412149 2.78231618e-04
1.414785 2.79232355e-04
1.417421 2.80236555e-04
1.420057 2.81255554e-04
1.422693 2.82784330e-04
1.425330 2.84315641e-04
1.427966 2.85849560e-04
1.430602 2.87597415e-04
1.433238 2.90061327e-04
1.435874 2.92526542e-04
1.438510 2.94993147e-04
1.441146 2.98056225e-04
1.443782 3.01893049e-04
1.446418 3.05729714e-04
1.449054 3.09566332e-04
1.451691 3.14660285e-04
1.454327 3.20455866e-04
1.456963 3.26249623e-04
