# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 4.14898982e-06 3.96350949e-06 1.85480337e-07 2.08124189e-07 5.25100772e-02 1.57530232e-02
1.200000 1.33426199e-05 1.27219695e-05 6.20650386e-07 6.98957646e-07 5.49409937e-02 1.64822981e-02
1.250000 1.54722532e-05 1.45846172e-05 8.87635974e-07 1.00353273e-06 6.88076157e-02 2.06422847e-02
1.300000 1.42867842e-05 1.31795937e-05 1.10719050e-06 1.25699144e-06 9.53740655e-02 2.86122196e-02
1.350000 1.84760821e-05 1.67427912e-05 1.73329091e-06 1.97661733e-06 1.18057815e-01 3.54173444e-02
1.400000 2.32568061e-05 2.10623729e-05 2.19443323e-06 2.51449302e-06 1.19383178e-01 3.58149535e-02
1.450000 2.80865774e-05 2.58780383e-05 2.20853910e-06 2.54363230e-06 9.82930882e-02 2.94879264e-02
1.500000 5.24235717e-05 4.95778721e-05 2.84569956e-06 3.29543577e-06 6.64698913e-02 1.99409674e-02
1.550000 5.07633462e-05 4.75047177e-05 3.25862855e-06 3.79573999e-06 7.99023798e-02 2.39707139e-02
1.600000 4.80160036e-05 4.43155285e-05 3.70047509e-06 4.33741205e-06 9.78756702e-02 2.93627011e-02
1.650000 6.52622614e-05 5.92521973e-05 6.01006406e-06 7.09167941e-06 1.19686353e-01 3.59059059e-02
1.700000 7.66562859e-05 6.80862769e-05 8.57000899e-06 1.01846366e-05 1.49584279e-01 4.48752836e-02
1.750000 8.51634991e-05 7.44351085e-05 1.07283905e-05 1.28470614e-05 1.72594111e-01 5.17782334e-02
1.800000 8.74711189e-05 7.55991068e-05 1.18720121e-05 1.43325507e-05 1.89586243e-01 5.68758730e-02
1.850000 9.26787234e-05 8.03809315e-05 1.22977919e-05 1.49760264e-05 1.86313173e-01 5.58939519e-02
1.900000 1.02343495e-04 8.95653651e-05 1.27781297e-05 1.57059450e-05 1.75357349e-01 5.26072046e-02
1.950000 1.11804961e-04 9.88691828e-05 1.29357778e-05 1.60580083e-05 1.62416719e-01 4.87250157e-02
2.000000 1.21052009e-04 1.08357844e-04 1.26941650e-05 1.59257599e-05 1.46973762e-01 4.40921285e-02
2.050000 1.30588309e-04 1.19224434e-04 1.13638750e-05 1.44189977e-05 1.20939955e-01 3.62819866e-02
2.100000 1.40869684e-04 1.30278480e-04 1.05912041e-05 1.36020778e-05 1.04407711e-01 3.13223132e-02
2.150000 1.51456845e-04 1.41435053e-04 1.00217926e-05 1.30382809e-05 9.21856401e-02 2.76556920e-02
2.200000 1.62063681e-04 1.52420547e-04 9.64313396e-06 1.27203512e-05 8.34556201e-02 2.50366860e-02
2.250000 1.72450813e-04 1.63042593e-04 9.40822009e-06 1.25954913e-05 7.72527659e-02 2.31758298e-02
2.300000 1.82469494e-04 1.73234852e-04 9.23464208e-06 1.25605254e-05 7.25057645e-02 2.17517293e-02
2.350000 1.92138748e-04 1.83088156e-04 9.05059200e-06 1.25208537e-05 6.83870219e-02 2.05161066e-02
2.400000 2.01669692e-04 1.92895620e-04 8.77407167e-06 1.23610630e-05 6.40816156e-02 1.92244847e-02
2.450000 2.11574715e-04 2.03205159e-04 8.36955585e-06 1.20233812e-05 5.91686811e-02 1.77506043e-02
2.500000 2.22670818e-04 2.14864728e-04 7.80609017e-06 1.14511013e-05 5.32944675e-02 1.59883402e-02
