# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 1.13914726e-04 1.02647002e-04 1.12677241e-05 1.17087712e-05 1.14068322e-01 3.42204965e-02
1.200000 3.52486720e-04 3.19761219e-04 3.27255014e-05 3.40613046e-05 1.06521062e-01 3.19563186e-02
1.250000 3.97035636e-04 3.55824264e-04 4.12113713e-05 4.29685762e-05 1.20757859e-01 3.62273576e-02
1.300000 3.57867335e-04 3.12093958e-04 4.57733764e-05 4.78155460e-05 1.53208817e-01 4.59626450e-02
1.350000 4.49131618e-04 3.84717720e-04 6.44138985e-05 6.74257759e-05 1.75260386e-01 5.25781157e-02
1.400000 5.43362511e-04 4.69422662e-04 7.39398491e-05 7.75689582e-05 1.65243318e-01 4.95729954e-02
1.450000 6.27114329e-04 5.59083818e-04 6.80305109e-05 7.15408775e-05 1.27960916e-01 3.83882748e-02
1.500000 1.11837575e-03 1.03756920e-03 8.08065500e-05 8.51965436e-05 8.21116734e-02 2.46335020e-02
1.550000 1.04832986e-03 9.62292159e-04 8.60377037e-05 9.09659596e-05 9.45305007e-02 2.83591502e-02
1.600000 9.59831003e-04 8.68162826e-04 9.16681772e-05 9.72119537e-05 1.11974333e-01 3.35923000e-02
1.650000 1.26263500e-03 1.12162752e-03 1.41007478e-04 1.50022867e-04 1.33754623e-01 4.01263870e-02
1.700000 1.43661807e-03 1.24430956e-03 1.92308502e-04 2.05323554e-04 1.65010026e-01 4.95030079e-02
1.750000 1.54479882e-03 1.31222774e-03 2.32571079e-04 2.49252608e-04 1.89946150e-01 5.69838450e-02
1.800000 1.53574038e-03 1.28460401e-03 2.51136373e-04 2.70249364e-04 2.10375619e-01 6.31126857e-02
1.850000 1.57192277e-03 1.31556775e-03 2.56355018e-04 2.77079583e-04 2.10615974e-01 6.31847922e-02
1.900000 1.67595299e-03 1.41100018e-03 2.64952812e-04 2.87730154e-04 2.03919289e-01 6.11757868e-02
1.950000 1.76751300e-03 1.49840903e-03 2.69103970e-04 2.93729967e-04 1.96027895e-01 5.88083684e-02
2.000000 1.84607308e-03 1.57908915e-03 2.66983935e-04 2.93017276e-04 1.85560946e-01 5.56682837e-02
2.050000 1.91324481e-03 1.67002335e-03 2.43221465e-04 2.68516466e-04 1.60786055e-01 4.82358165e-02
2.100000 1.98544830e-03 1.75353648e-03 2.31911818e-04 2.57660060e-04 1.46937382e-01 4.40812146e-02
2.150000 2.05434202e-03 1.82892899e-03 2.25413031e-04 2.52154689e-04 1.37870136e-01 4.13610409e-02
2.200000 2.11676703e-03 1.89335161e-03 2.23415419e-04 2.51761346e-04 1.32971258e-01 3.98913774e-02
2.250000 2.17033956e-03 1.94546161e-03 2.24877949e-04 2.55417962e-04 1.31289130e-01 3.93867389e-02
2.300000 2.21351130e-03 1.98568252e-03 2.27828785e-04 2.60976045e-04 1.31428888e-01 3.94286665e-02
2.350000 2.24657315e-03 2.01621846e-03 2.30354692e-04 2.66290077e-04 1.32074020e-01 3.96222060e-02
2.400000 2.27125498e-03 2.04117572e-03 2.30079258e-04 2.68596796e-04 1.31589257e-01 3.94767770e-02
2.450000 2.29236483e-03 2.06669639e-03 2.25668441e-04 2.66245452e-04 1.28826592e-01 3.86479775e-02
2.500000 2.31683507e-03 2.10095549e-03 2.15879587e-04 2.57607517e-04 1.22614457e-01 3.67843372e-02
