# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 9.92535497e-06 9.32215539e-06 6.03199573e-07 6.57173869e-07 7.04959145e-02 2.11487743e-02
1.200000 3.16340377e-05 2.97008726e-05 1.93316508e-06 2.11227306e-06 7.11182155e-02 2.13354646e-02
1.250000 3.64670599e-05 3.38032012e-05 2.66385870e-06 2.91976558e-06 8.63754165e-02 2.59126250e-02
1.300000 3.35445594e-05 3.03298340e-05 3.21472541e-06 3.53537968e-06 1.16564426e-01 3.49693277e-02
1.350000 4.31435749e-05 3.82598737e-05 4.88370112e-06 5.39017229e-06 1.40883170e-01 4.22649509e-02
1.400000 5.38106719e-05 4.77965553e-05 6.01411662e-06 6.66345702e-06 1.39412913e-01 4.18238740e-02
1.450000 6.42168053e-05 5.83180574e-05 5.89874789e-06 6.56268947e-06 1.12532717e-01 3.37598152e-02
1.500000 1.18371104e-04 1.10951634e-04 7.41947025e-06 8.29119423e-06 7.47280046e-02 2.24184014e-02
1.550000 1.13874374e-04 1.05567998e-04 8.30637633e-06 9.32640515e-06 8.83450037e-02 2.65035011e-02
1.600000 1.07018363e-04 9.77827426e-05 9.23561997e-06 1.04225157e-05 1.06588498e-01 3.19765495e-02
1.650000 1.44506768e-04 1.29798569e-04 1.47081989e-05 1.66887914e-05 1.28574540e-01 3.85723621e-02
1.700000 1.68651272e-04 1.48054742e-04 2.05965293e-05 2.35062754e-05 1.58767460e-01 4.76302381e-02
1.750000 1.86006863e-04 1.60645339e-04 2.53615245e-05 2.91250209e-05 1.81300131e-01 5.43900392e-02
1.800000 1.89557168e-04 1.61904682e-04 2.76524858e-05 3.19679662e-05 1.97449300e-01 5.92347901e-02
1.850000 1.99067746e-04 1.70792993e-04 2.82747534e-05 3.29208806e-05 1.92753111e-01 5.78259332e-02
1.900000 2.17835198e-04 1.88778420e-04 2.90567777e-05 3.40900586e-05 1.80582391e-01 5.41747174e-02
1.950000 2.35828934e-04 2.06676195e-04 2.91527386e-05 3.44824707e-05 1.66842973e-01 5.00528918e-02
2.000000 2.53025975e-04 2.24611458e-04 2.84145173e-05 3.39035697e-05 1.50943189e-01 4.52829567e-02
2.050000 2.70344873e-04 2.45023508e-04 2.53213656e-05 3.04960433e-05 1.24461704e-01 3.73385112e-02
2.100000 2.88958027e-04 2.65411789e-04 2.35462388e-05 2.86426632e-05 1.07917826e-01 3.23753477e-02
2.150000 3.07874865e-04 2.85594462e-04 2.22804031e-05 2.73939960e-05 9.59192127e-02 2.87757638e-02
2.200000 3.26505856e-04 3.05019931e-04 2.14859244e-05 2.67211058e-05 8.76044580e-02 2.62813374e-02
2.250000 3.44371716e-04 3.23319216e-04 2.10525002e-05 2.65047764e-05 8.19771146e-02 2.45931344e-02
2.300000 3.61178664e-04 3.40386527e-04 2.07921365e-05 2.65227402e-05 7.79194771e-02 2.33758431e-02
2.350000 3.76966248e-04 3.56428199e-04 2.05380496e-05 2.65696065e-05 7.45440641e-02 2.23632192e-02
2.400000 3.92130094e-04 3.72035145e-04 2.00949491e-05 2.63912013e-05 7.09373876e-02 2.12812163e-02
2.450000 4.07631707e-04 3.88264787e-04 1.93669196e-05 2.58495912e-05 6.65772227e-02 1.99731668e-02
2.500000 4.24968047e-04 4.06703988e-04 1.82640587e-05 2.48041413e-05 6.09881928e-02 1.82964578e-02
