# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.150000 2.52175527e-07 2.50761198e-07 1.41432925e-09 1.93685337e-09 7.72389583e-03 2.31716875e-03
1.200000 8.30265909e-07 8.23045099e-07 7.22080976e-09 9.96986953e-09 1.21133940e-02 3.63401819e-03
1.250000 9.77795537e-07 9.64487075e-07 1.33084618e-08 1.85366630e-08 1.92191928e-02 5.76575784e-03
1.300000 9.10452553e-07 8.90582248e-07 1.98703048e-08 2.79360530e-08 3.13683021e-02 9.41049063e-03
1.350000 1.19138793e-06 1.15561270e-06 3.57752241e-08 5.08009150e-08 4.39601562e-02 1.31880469e-02
1.400000 1.53525227e-06 1.48441896e-06 5.08333084e-08 7.29548981e-08 4.91471074e-02 1.47441322e-02
1.450000 1.91821338e-06 1.86172021e-06 5.64931752e-08 8.20021183e-08 4.40464244e-02 1.32139273e-02
1.500000 3.71941464e-06 3.63995418e-06 7.94604638e-08 1.16742424e-07 3.20724981e-02 9.62174944e-03
1.550000 3.65713890e-06 3.55866258e-06 9.84763211e-08 1.46556340e-07 4.11829830e-02 1.23548949e-02
1.600000 3.50704549e-06 3.38683290e-06 1.20212583e-07 1.81379266e-07 5.35542411e-02 1.60662723e-02
1.650000 4.82832542e-06 4.61961663e-06 2.08708781e-07 3.19549591e-07 6.91723181e-02 2.07516954e-02
1.700000 5.73200847e-06 5.41540602e-06 3.16602443e-07 4.92372897e-07 9.09207721e-02 2.72762316e-02
1.750000 6.46005606e-06 6.04025488e-06 4.19801184e-07 6.63832638e-07 1.09901428e-01 3.29704285e-02
1.800000 6.74988966e-06 6.25985451e-06 4.90035147e-07 7.88793288e-07 1.26008246e-01 3.78024739e-02
1.850000 7.32630533e-06 6.79298447e-06 5.33320856e-07 8.74919643e-07 1.28797533e-01 3.86392599e-02
1.900000 8.30706366e-06 7.72716919e-06 5.79894470e-07 9.70812244e-07 1.25636209e-01 3.76908627e-02
1.950000 9.32237160e-06 8.71056429e-06 6.11807305e-07 1.04668385e-06 1.20162577e-01 3.60487730e-02
2.000000 1.03751610e-05 9.75212154e-06 6.23039481e-07 1.09090973e-06 1.11863836e-01 3.35591509e-02
2.050000 1.15414567e-05 1.09652449e-05 5.76211796e-07 1.03428747e-06 9.43241556e-02 2.82972467e-02
2.100000 1.28014562e-05 1.22492643e-05 5.52191858e-07 1.01791360e-06 8.30999780e-02 2.49299934e-02
2.150000 1.41350491e-05 1.36004810e-05 5.34568028e-07 1.01398598e-06 7.45551558e-02 2.23665467e-02
2.200000 1.55195809e-05 1.49961169e-05 5.23464032e-07 1.02388160e-06 6.82764481e-02 2.04829344e-02
2.250000 1.69360597e-05 1.64192155e-05 5.16844242e-07 1.04489582e-06 6.36385960e-02 1.90915788e-02
