     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     2.774     0.050   0.478E+00   0.397E+00   0.191E+01   0.153E+00   0.165E+00   0.715E-01   0.715E-01   0.134E-01   0.134E-01   0.000E+00   0.000E+00
     2.774     0.100   0.564E+00   0.405E+00   0.142E+01   0.971E-01   0.122E+00   0.487E-01   0.487E-01   0.832E-02   0.832E-02   0.000E+00   0.000E+00
     2.774     0.150   0.621E+00   0.392E+00   0.106E+01   0.640E-01   0.925E-01   0.344E-01   0.344E-01   0.527E-02   0.527E-02   0.000E+00   0.000E+00
     2.774     0.200   0.651E+00   0.364E+00   0.776E+00   0.456E-01   0.669E-01   0.245E-01   0.245E-01   0.330E-02   0.330E-02   0.000E+00   0.000E+00
     2.774     0.250   0.651E+00   0.327E+00   0.548E+00   0.343E-01   0.462E-01   0.173E-01   0.173E-01   0.202E-02   0.202E-02   0.000E+00   0.000E+00
     2.774     0.300   0.624E+00   0.285E+00   0.373E+00   0.257E-01   0.310E-01   0.121E-01   0.121E-01   0.120E-02   0.120E-02   0.000E+00   0.000E+00
     2.774     0.350   0.575E+00   0.240E+00   0.245E+00   0.187E-01   0.205E-01   0.825E-02   0.825E-02   0.687E-03   0.687E-03   0.000E+00   0.000E+00
     2.774     0.400   0.511E+00   0.194E+00   0.153E+00   0.130E-01   0.134E-01   0.550E-02   0.550E-02   0.376E-03   0.376E-03   0.000E+00   0.000E+00
     2.774     0.450   0.438E+00   0.149E+00   0.915E-01   0.852E-02   0.862E-02   0.355E-02   0.355E-02   0.195E-03   0.195E-03   0.000E+00   0.000E+00
     2.774     0.500   0.362E+00   0.109E+00   0.516E-01   0.531E-02   0.533E-02   0.219E-02   0.219E-02   0.953E-04   0.953E-04   0.000E+00   0.000E+00
     2.774     0.550   0.287E+00   0.746E-01   0.272E-01   0.311E-02   0.311E-02   0.127E-02   0.127E-02   0.432E-04   0.432E-04   0.000E+00   0.000E+00
     2.774     0.600   0.216E+00   0.474E-01   0.133E-01   0.167E-02   0.167E-02   0.677E-03   0.677E-03   0.179E-04   0.179E-04   0.000E+00   0.000E+00
     2.774     0.650   0.154E+00   0.275E-01   0.586E-02   0.781E-03   0.781E-03   0.316E-03   0.316E-03   0.660E-05   0.660E-05   0.000E+00   0.000E+00
     2.774     0.700   0.102E+00   0.143E-01   0.229E-02   0.286E-03   0.286E-03   0.116E-03   0.116E-03   0.211E-05   0.211E-05   0.000E+00   0.000E+00
     2.774     0.750   0.617E-01   0.634E-02   0.767E-03   0.473E-04   0.473E-04   0.192E-04   0.192E-04   0.557E-06   0.557E-06   0.000E+00   0.000E+00
     2.774     0.800   0.325E-01   0.229E-02   0.208E-03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.112E-06   0.112E-06   0.000E+00   0.000E+00
     2.774     0.850   0.139E-01   0.618E-03   0.417E-04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.154E-07   0.154E-07   0.000E+00   0.000E+00
     2.774     0.900   0.406E-02   0.981E-04   0.513E-05   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.108E-08   0.108E-08   0.000E+00   0.000E+00
     2.774     0.950   0.466E-03   0.513E-05   0.194E-06   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.179E-10   0.179E-10   0.000E+00   0.000E+00

