     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     3.000     0.050    0.481E+00    0.398E+00    0.194E+01    0.154E+00    0.166E+00    0.731E-01    0.731E-01    0.154E-01    0.154E-01    0.000E+00    0.000E+00
     3.000     0.100    0.565E+00    0.405E+00    0.143E+01    0.974E-01    0.122E+00    0.495E-01    0.495E-01    0.948E-02    0.948E-02    0.000E+00    0.000E+00
     3.000     0.150    0.621E+00    0.390E+00    0.105E+01    0.640E-01    0.922E-01    0.348E-01    0.348E-01    0.598E-02    0.598E-02    0.000E+00    0.000E+00
     3.000     0.200    0.648E+00    0.361E+00    0.762E+00    0.456E-01    0.665E-01    0.246E-01    0.246E-01    0.374E-02    0.374E-02    0.000E+00    0.000E+00
     3.000     0.250    0.647E+00    0.324E+00    0.534E+00    0.341E-01    0.457E-01    0.173E-01    0.173E-01    0.228E-02    0.228E-02    0.000E+00    0.000E+00
     3.000     0.300    0.618E+00    0.282E+00    0.362E+00    0.255E-01    0.306E-01    0.120E-01    0.120E-01    0.135E-02    0.135E-02    0.000E+00    0.000E+00
     3.000     0.350    0.569E+00    0.236E+00    0.236E+00    0.185E-01    0.202E-01    0.819E-02    0.819E-02    0.771E-03    0.771E-03    0.000E+00    0.000E+00
     3.000     0.400    0.504E+00    0.190E+00    0.147E+00    0.127E-01    0.132E-01    0.544E-02    0.544E-02    0.421E-03    0.421E-03    0.000E+00    0.000E+00
     3.000     0.450    0.431E+00    0.146E+00    0.873E-01    0.835E-02    0.844E-02    0.349E-02    0.349E-02    0.218E-03    0.218E-03    0.000E+00    0.000E+00
     3.000     0.500    0.355E+00    0.106E+00    0.490E-01    0.519E-02    0.520E-02    0.214E-02    0.214E-02    0.106E-03    0.106E-03    0.000E+00    0.000E+00
     3.000     0.550    0.280E+00    0.727E-01    0.258E-01    0.302E-02    0.303E-02    0.124E-02    0.124E-02    0.481E-04    0.481E-04    0.000E+00    0.000E+00
     3.000     0.600    0.211E+00    0.461E-01    0.125E-01    0.161E-02    0.161E-02    0.658E-03    0.658E-03    0.199E-04    0.199E-04    0.000E+00    0.000E+00
     3.000     0.650    0.150E+00    0.267E-01    0.554E-02    0.753E-03    0.753E-03    0.306E-03    0.306E-03    0.735E-05    0.735E-05    0.000E+00    0.000E+00
     3.000     0.700    0.993E-01    0.138E-01    0.217E-02    0.274E-03    0.274E-03    0.111E-03    0.111E-03    0.235E-05    0.235E-05    0.000E+00    0.000E+00
     3.000     0.750    0.597E-01    0.610E-02    0.732E-03    0.438E-04    0.438E-04    0.179E-04    0.179E-04    0.621E-06    0.621E-06    0.000E+00    0.000E+00
     3.000     0.800    0.313E-01    0.219E-02    0.201E-03    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.126E-06    0.126E-06    0.000E+00    0.000E+00
     3.000     0.850    0.133E-01    0.589E-03    0.414E-04    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.175E-07    0.175E-07    0.000E+00    0.000E+00
     3.000     0.900    0.386E-02    0.928E-04    0.528E-05    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.126E-08    0.126E-08    0.000E+00    0.000E+00
     3.000     0.950    0.438E-03    0.480E-05    0.205E-06    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.216E-10    0.216E-10    0.000E+00    0.000E+00

