     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     3.244     0.050   0.484E+00   0.400E+00   0.197E+01   0.155E+00   0.167E+00   0.747E-01   0.747E-01   0.173E-01   0.173E-01   0.000E+00   0.000E+00
     3.244     0.100   0.566E+00   0.405E+00   0.143E+01   0.976E-01   0.122E+00   0.503E-01   0.503E-01   0.105E-01   0.105E-01   0.000E+00   0.000E+00
     3.244     0.150   0.620E+00   0.389E+00   0.104E+01   0.640E-01   0.920E-01   0.352E-01   0.352E-01   0.661E-02   0.661E-02   0.000E+00   0.000E+00
     3.244     0.200   0.646E+00   0.359E+00   0.748E+00   0.455E-01   0.660E-01   0.248E-01   0.248E-01   0.411E-02   0.411E-02   0.000E+00   0.000E+00
     3.244     0.250   0.643E+00   0.321E+00   0.521E+00   0.339E-01   0.453E-01   0.173E-01   0.173E-01   0.250E-02   0.250E-02   0.000E+00   0.000E+00
     3.244     0.300   0.613E+00   0.278E+00   0.351E+00   0.253E-01   0.302E-01   0.120E-01   0.120E-01   0.148E-02   0.148E-02   0.000E+00   0.000E+00
     3.244     0.350   0.562E+00   0.233E+00   0.228E+00   0.182E-01   0.199E-01   0.812E-02   0.812E-02   0.839E-03   0.839E-03   0.000E+00   0.000E+00
     3.244     0.400   0.497E+00   0.187E+00   0.141E+00   0.125E-01   0.130E-01   0.537E-02   0.537E-02   0.457E-03   0.457E-03   0.000E+00   0.000E+00
     3.244     0.450   0.424E+00   0.144E+00   0.837E-01   0.818E-02   0.827E-02   0.343E-02   0.343E-02   0.236E-03   0.236E-03   0.000E+00   0.000E+00
     3.244     0.500   0.349E+00   0.104E+00   0.469E-01   0.507E-02   0.509E-02   0.210E-02   0.210E-02   0.115E-03   0.115E-03   0.000E+00   0.000E+00
     3.244     0.550   0.275E+00   0.710E-01   0.246E-01   0.295E-02   0.295E-02   0.121E-02   0.121E-02   0.518E-04   0.518E-04   0.000E+00   0.000E+00
     3.244     0.600   0.206E+00   0.449E-01   0.119E-01   0.157E-02   0.157E-02   0.640E-03   0.640E-03   0.214E-04   0.214E-04   0.000E+00   0.000E+00
     3.244     0.650   0.146E+00   0.259E-01   0.528E-02   0.728E-03   0.728E-03   0.296E-03   0.296E-03   0.790E-05   0.790E-05   0.000E+00   0.000E+00
     3.244     0.700   0.966E-01   0.133E-01   0.207E-02   0.263E-03   0.263E-03   0.107E-03   0.107E-03   0.253E-05   0.253E-05   0.000E+00   0.000E+00
     3.244     0.750   0.578E-01   0.588E-02   0.702E-03   0.409E-04   0.409E-04   0.167E-04   0.167E-04   0.671E-06   0.671E-06   0.000E+00   0.000E+00
     3.244     0.800   0.302E-01   0.210E-02   0.195E-03   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.137E-06   0.137E-06   0.000E+00   0.000E+00
     3.244     0.850   0.128E-01   0.563E-03   0.408E-04   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.193E-07   0.193E-07   0.000E+00   0.000E+00
     3.244     0.900   0.369E-02   0.883E-04   0.532E-05   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.142E-08   0.142E-08   0.000E+00   0.000E+00
     3.244     0.950   0.414E-03   0.453E-05   0.210E-06   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.250E-10   0.250E-10   0.000E+00   0.000E+00

