     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     2.000     0.050    0.465E+00    0.389E+00    0.174E+01    0.148E+00    0.160E+00    0.644E-01    0.644E-01    0.478E-02    0.478E-02    0.000E+00    0.000E+00
     2.000     0.100    0.556E+00    0.405E+00    0.141E+01    0.957E-01    0.120E+00    0.450E-01    0.450E-01    0.306E-02    0.306E-02    0.000E+00    0.000E+00
     2.000     0.150    0.621E+00    0.397E+00    0.111E+01    0.635E-01    0.934E-01    0.326E-01    0.326E-01    0.197E-02    0.197E-02    0.000E+00    0.000E+00
     2.000     0.200    0.660E+00    0.374E+00    0.839E+00    0.459E-01    0.688E-01    0.237E-01    0.237E-01    0.126E-02    0.126E-02    0.000E+00    0.000E+00
     2.000     0.250    0.668E+00    0.340E+00    0.611E+00    0.350E-01    0.482E-01    0.171E-01    0.171E-01    0.780E-03    0.780E-03    0.000E+00    0.000E+00
     2.000     0.300    0.648E+00    0.300E+00    0.427E+00    0.268E-01    0.327E-01    0.122E-01    0.122E-01    0.469E-03    0.469E-03    0.000E+00    0.000E+00
     2.000     0.350    0.604E+00    0.255E+00    0.287E+00    0.198E-01    0.219E-01    0.850E-02    0.850E-02    0.271E-03    0.271E-03    0.000E+00    0.000E+00
     2.000     0.400    0.543E+00    0.209E+00    0.183E+00    0.139E-01    0.145E-01    0.577E-02    0.577E-02    0.150E-03    0.150E-03    0.000E+00    0.000E+00
     2.000     0.450    0.470E+00    0.163E+00    0.112E+00    0.931E-02    0.942E-02    0.379E-02    0.379E-02    0.784E-04    0.784E-04    0.000E+00    0.000E+00
     2.000     0.500    0.392E+00    0.120E+00    0.639E-01    0.589E-02    0.590E-02    0.238E-02    0.238E-02    0.386E-04    0.386E-04    0.000E+00    0.000E+00
     2.000     0.550    0.314E+00    0.833E-01    0.341E-01    0.349E-02    0.350E-02    0.141E-02    0.141E-02    0.176E-04    0.176E-04    0.000E+00    0.000E+00
     2.000     0.600    0.240E+00    0.537E-01    0.168E-01    0.190E-02    0.190E-02    0.765E-03    0.765E-03    0.731E-05    0.731E-05    0.000E+00    0.000E+00
     2.000     0.650    0.173E+00    0.316E-01    0.744E-02    0.910E-03    0.910E-03    0.366E-03    0.366E-03    0.271E-05    0.271E-05    0.000E+00    0.000E+00
     2.000     0.700    0.116E+00    0.166E-01    0.289E-02    0.344E-03    0.344E-03    0.138E-03    0.138E-03    0.864E-06    0.864E-06    0.000E+00    0.000E+00
     2.000     0.750    0.713E-01    0.749E-02    0.938E-03    0.639E-04    0.639E-04    0.257E-04    0.257E-04    0.225E-06    0.225E-06    0.000E+00    0.000E+00
     2.000     0.800    0.382E-01    0.275E-02    0.238E-03    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.442E-07    0.442E-07    0.000E+00    0.000E+00
     2.000     0.850    0.167E-01    0.757E-03    0.417E-04    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.567E-08    0.567E-08    0.000E+00    0.000E+00
     2.000     0.900    0.501E-02    0.123E-03    0.396E-05    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.350E-09    0.350E-09    0.000E+00    0.000E+00
     2.000     0.950    0.601E-03    0.674E-05    0.101E-06    0.000E+00    0.000E+00    0.000E+00    0.000E+00    0.463E-11    0.463E-11    0.000E+00    0.000E+00

