     Q**2          x         u           d           g          ub          db          sb          s          cb          c          bb          b
     3.000     0.010    0.401E+00    0.368E+00    0.303E+01    0.248E+00    0.269E+00    0.120E+00    0.120E+00    0.269E-01    0.269E-01    0.000E+00    0.000E+00
     3.000     0.020    0.416E+00    0.378E+00    0.255E+01    0.208E+00    0.227E+00    0.101E+00    0.101E+00    0.223E-01    0.223E-01    0.000E+00    0.000E+00
     3.000     0.030    0.437E+00    0.387E+00    0.227E+01    0.185E+00    0.200E+00    0.885E-01    0.885E-01    0.193E-01    0.193E-01    0.000E+00    0.000E+00
     3.000     0.040    0.460E+00    0.393E+00    0.209E+01    0.168E+00    0.181E+00    0.801E-01    0.801E-01    0.172E-01    0.172E-01    0.000E+00    0.000E+00
     3.000     0.050    0.481E+00    0.398E+00    0.194E+01    0.154E+00    0.165E+00    0.731E-01    0.731E-01    0.154E-01    0.154E-01    0.000E+00    0.000E+00
     3.000     0.060    0.501E+00    0.401E+00    0.182E+01    0.141E+00    0.153E+00    0.672E-01    0.672E-01    0.139E-01    0.139E-01    0.000E+00    0.000E+00
     3.000     0.070    0.519E+00    0.403E+00    0.171E+01    0.129E+00    0.144E+00    0.620E-01    0.620E-01    0.126E-01    0.126E-01    0.000E+00    0.000E+00
     3.000     0.080    0.535E+00    0.404E+00    0.161E+01    0.117E+00    0.135E+00    0.574E-01    0.574E-01    0.114E-01    0.114E-01    0.000E+00    0.000E+00
     3.000     0.090    0.551E+00    0.404E+00    0.151E+01    0.107E+00    0.128E+00    0.533E-01    0.533E-01    0.104E-01    0.104E-01    0.000E+00    0.000E+00
     3.000     0.100    0.565E+00    0.403E+00    0.143E+01    0.980E-01    0.121E+00    0.495E-01    0.495E-01    0.949E-02    0.949E-02    0.000E+00    0.000E+00
     3.000     0.110    0.578E+00    0.402E+00    0.134E+01    0.897E-01    0.115E+00    0.461E-01    0.461E-01    0.865E-02    0.865E-02    0.000E+00    0.000E+00
     3.000     0.120    0.590E+00    0.399E+00    0.127E+01    0.823E-01    0.109E+00    0.430E-01    0.430E-01    0.789E-02    0.789E-02    0.000E+00    0.000E+00
     3.000     0.130    0.601E+00    0.396E+00    0.119E+01    0.757E-01    0.103E+00    0.401E-01    0.401E-01    0.720E-02    0.720E-02    0.000E+00    0.000E+00
     3.000     0.140    0.611E+00    0.393E+00    0.112E+01    0.698E-01    0.974E-01    0.374E-01    0.374E-01    0.657E-02    0.657E-02    0.000E+00    0.000E+00
     3.000     0.150    0.620E+00    0.388E+00    0.105E+01    0.646E-01    0.918E-01    0.349E-01    0.349E-01    0.599E-02    0.599E-02    0.000E+00    0.000E+00
     3.000     0.160    0.628E+00    0.383E+00    0.991E+00    0.600E-01    0.864E-01    0.326E-01    0.326E-01    0.546E-02    0.546E-02    0.000E+00    0.000E+00
     3.000     0.170    0.634E+00    0.378E+00    0.930E+00    0.560E-01    0.811E-01    0.304E-01    0.304E-01    0.497E-02    0.497E-02    0.000E+00    0.000E+00
     3.000     0.180    0.640E+00    0.372E+00    0.871E+00    0.523E-01    0.759E-01    0.284E-01    0.284E-01    0.453E-02    0.453E-02    0.000E+00    0.000E+00
     3.000     0.190    0.644E+00    0.366E+00    0.816E+00    0.490E-01    0.710E-01    0.265E-01    0.265E-01    0.412E-02    0.412E-02    0.000E+00    0.000E+00
     3.000     0.200    0.647E+00    0.360E+00    0.763E+00    0.460E-01    0.663E-01    0.247E-01    0.247E-01    0.374E-02    0.374E-02    0.000E+00    0.000E+00
