# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.161375 3.07527418e-05 2.84407641e-05 2.31197774e-06 2.46780316e-06 8.67699319e-02 2.60309796e-02
1.165444 3.40668317e-05 3.15158714e-05 2.55096031e-06 2.72340621e-06 8.64138002e-02 2.59241401e-02
1.169513 3.77111030e-05 3.48959584e-05 2.81514464e-06 3.00601948e-06 8.61423390e-02 2.58427017e-02
1.173582 4.16938311e-05 3.85910362e-05 3.10279491e-06 3.31380543e-06 8.58698225e-02 2.57609467e-02
1.177650 4.60085711e-05 4.25930463e-05 3.41552487e-06 3.64850336e-06 8.56596014e-02 2.56978804e-02
1.181719 5.06290924e-05 4.68767143e-05 3.75237807e-06 4.00910805e-06 8.55245105e-02 2.56573531e-02
1.185788 5.54880572e-05 5.13790945e-05 4.10896264e-06 4.39094248e-06 8.54616555e-02 2.56384967e-02
1.189857 6.04806284e-05 5.60008689e-05 4.47975951e-06 4.78812141e-06 8.55008414e-02 2.56502524e-02
1.193926 6.55588461e-05 6.06960221e-05 4.86282406e-06 5.19857633e-06 8.56493745e-02 2.56948124e-02
1.197994 7.05379919e-05 6.52937712e-05 5.24422067e-06 5.60741578e-06 8.58797965e-02 2.57639390e-02
1.202063 7.52352956e-05 6.96217140e-05 5.61358160e-06 6.00355228e-06 8.62310326e-02 2.58693098e-02
1.206132 7.94745730e-05 7.35146586e-05 5.95991438e-06 6.37522119e-06 8.67204080e-02 2.60161224e-02
1.210201 8.30888994e-05 7.68182742e-05 6.27062515e-06 6.70893500e-06 8.73351435e-02 2.62005430e-02
1.214269 8.59559952e-05 7.94154487e-05 6.54054652e-06 6.99914226e-06 8.81332584e-02 2.64399775e-02
1.218338 8.80023416e-05 8.12456166e-05 6.75672491e-06 7.23195292e-06 8.90134535e-02 2.67040360e-02
1.222407 8.92074539e-05 8.23168657e-05 6.89058816e-06 7.37674467e-06 8.96140129e-02 2.68842039e-02
1.226476 8.97146271e-05 8.26185518e-05 7.09607530e-06 7.59829791e-06 9.19684228e-02 2.75905268e-02
1.230544 8.94801396e-05 8.23487825e-05 7.13135707e-06 7.63766260e-06 9.27477293e-02 2.78243188e-02
1.234613 8.87176904e-05 8.15699513e-05 7.14773901e-06 7.65680704e-06 9.38679858e-02 2.81603957e-02
1.238682 8.76052093e-05 8.03859298e-05 7.21927948e-06 7.73506818e-06 9.62241552e-02 2.88672466e-02
1.242751 8.62124341e-05 7.89816788e-05 7.23075534e-06 7.74900219e-06 9.81113887e-02 2.94334166e-02
1.246819 8.46751592e-05 7.74399366e-05 7.23522262e-06 7.75543911e-06 1.00147798e-01 3.00443393e-02
1.250888 8.30886740e-05 7.58498475e-05 7.23882654e-06 7.76096271e-06 1.02320083e-01 3.06960250e-02
1.254957 8.15597329e-05 7.43102541e-05 7.24947877e-06 7.77405664e-06 1.04616203e-01 3.13848609e-02
1.259026 8.01150134e-05 7.28462341e-05 7.26877932e-06 7.79644202e-06 1.07026013e-01 3.21078040e-02
1.263095 7.88213169e-05 7.15201109e-05 7.30120609e-06 7.83292905e-06 1.09520650e-01 3.28561951e-02
1.267163 7.77031221e-05 7.03538472e-05 7.34927487e-06 7.88622674e-06 1.12093753e-01 3.36281258e-02
1.271232 7.67758965e-05 6.93606024e-05 7.41529413e-06 7.95882404e-06 1.14745601e-01 3.44236804e-02
1.275301 7.60639808e-05 6.85620221e-05 7.50195866e-06 8.05362703e-06 1.17464841e-01 3.52394523e-02
1.279370 7.55629420e-05 6.79542428e-05 7.60869926e-06 8.17003969e-06 1.20228544e-01 3.60685633e-02
1.283438 7.52816487e-05 6.75454108e-05 7.73623786e-06 8.30885236e-06 1.23011353e-01 3.69034058e-02
1.287507 7.52175232e-05 6.73325974e-05 7.88492587e-06 8.47045822e-06 1.25800260e-01 3.77400779e-02
1.291576 7.53672209e-05 6.73120036e-05 8.05521731e-06 8.65536123e-06 1.28585702e-01 3.85757106e-02
1.295645 7.57286310e-05 6.74812178e-05 8.24741315e-06 8.86390153e-06 1.31353609e-01 3.94060828e-02
1.299713 7.62963271e-05 6.78356643e-05 8.46066282e-06 9.09518182e-06 1.34076697e-01 4.02230092e-02
1.303782 7.70664539e-05 6.83720334e-05 8.69442046e-06 9.34863182e-06 1.36731809e-01 4.10195428e-02
1.307851 7.80334699e-05 6.90847496e-05 8.94872032e-06 9.62430483e-06 1.39311569e-01 4.17934706e-02
1.311920 7.91922960e-05 6.99685278e-05 9.22376821e-06 9.92243890e-06 1.41812887e-01 4.25438660e-02
1.315989 8.05369296e-05 7.10177096e-05 9.51921994e-06 1.02426807e-05 1.44227134e-01 4.32681401e-02
1.320057 8.20591981e-05 7.22255777e-05 9.83362036e-06 1.05834811e-05 1.46533700e-01 4.39601099e-02
1.324126 8.37532666e-05 7.35870189e-05 1.01662477e-05 1.09440792e-05 1.48722959e-01 4.46168878e-02
1.328195 8.56047831e-05 7.50901553e-05 1.05146278e-05 1.13218265e-05 1.50776443e-01 4.52329328e-02
1.332264 8.76021137e-05 7.67252863e-05 1.08768274e-05 1.17146548e-05 1.52683103e-01 4.58049309e-02
1.336332 8.97291348e-05 7.84792079e-05 1.12499269e-05 1.21194314e-05 1.54428565e-01 4.63285694e-02
1.340401 9.19626925e-05 8.03333218e-05 1.16293707e-05 1.25312579e-05 1.55990784e-01 4.67972352e-02
1.344470 9.42839548e-05 8.22726141e-05 1.20113407e-05 1.29460259e-05 1.57355228e-01 4.72065683e-02
1.348539 9.66643586e-05 8.42731746e-05 1.23911840e-05 1.33587235e-05 1.58516913e-01 4.75550738e-02
1.352607 9.90785906e-05 8.63139944e-05 1.27645962e-05 1.37647089e-05 1.59472505e-01 4.78417514e-02
1.356676 1.01496731e-04 8.83705253e-05 1.31262056e-05 1.41581851e-05 1.60213884e-01 4.80641651e-02
1.360745 1.03883361e-04 9.04140856e-05 1.34692750e-05 1.45318757e-05 1.60725794e-01 4.82177383e-02
1.364814 1.06204373e-04 9.24172076e-05 1.37871651e-05 1.48786028e-05 1.60993858e-01 4.82981573e-02
1.368883 1.08431969e-04 9.43555435e-05 1.40764254e-05 1.51946225e-05 1.61035822e-01 4.83107467e-02
1.372951 1.10532980e-04 9.62008788e-05 1.43321009e-05 1.54745633e-05 1.60856777e-01 4.82570331e-02
1.377020 1.12487380e-04 9.79365714e-05 1.45508087e-05 1.57147451e-05 1.60458395e-01 4.81375186e-02
1.381089 1.14278905e-04 9.95495333e-05 1.47293718e-05 1.59117063e-05 1.59837076e-01 4.79511229e-02
1.385158 1.15886717e-04 1.01022672e-04 1.48640445e-05 1.60613671e-05 1.58987747e-01 4.76963242e-02
1.389226 1.17331422e-04 1.02372732e-04 1.49586905e-05 1.61678672e-05 1.57931384e-01 4.73794151e-02
1.393295 1.18614422e-04 1.03600505e-04 1.50139176e-05 1.62318303e-05 1.56677135e-01 4.70031405e-02
1.397364 1.19764276e-04 1.04730235e-04 1.50340409e-05 1.62578898e-05 1.55235876e-01 4.65707628e-02
1.401433 1.20817327e-04 1.05792590e-04 1.50247366e-05 1.62521555e-05 1.53622815e-01 4.60868446e-02
1.405501 1.21805563e-04 1.06814699e-04 1.49908639e-05 1.62198598e-05 1.51850447e-01 4.55551341e-02
1.409570 1.22780509e-04 1.07842686e-04 1.49378236e-05 1.61668264e-05 1.49911200e-01 4.49733599e-02
1.413639 1.23786612e-04 1.08915617e-04 1.48709956e-05 1.60988626e-05 1.47810416e-01 4.43431248e-02
1.417708 1.24871865e-04 1.10076211e-04 1.47956545e-05 1.60216676e-05 1.45550682e-01 4.36652047e-02
1.421777 1.26085399e-04 1.11367915e-04 1.47174840e-05 1.59413900e-05 1.43141676e-01 4.29425029e-02
1.425845 1.27475888e-04 1.12834342e-04 1.46415459e-05 1.58635114e-05 1.40591164e-01 4.21773491e-02
1.429914 1.29090623e-04 1.14520263e-04 1.45703603e-05 1.57907645e-05 1.37886206e-01 4.13658617e-02
1.433983 1.30977531e-04 1.16469880e-04 1.45076504e-05 1.57271896e-05 1.35032247e-01 4.05096741e-02
1.438052 1.33189644e-04 1.18733726e-04 1.44559173e-05 1.56755066e-05 1.32022359e-01 3.96067076e-02
1.442120 1.35777637e-04 1.21360015e-04 1.44176217e-05 1.56383940e-05 1.28859525e-01 3.86578576e-02
1.446189 1.38801581e-04 1.24405972e-04 1.43956085e-05 1.56189510e-05 1.25548241e-01 3.76644723e-02
1.450258 1.42336578e-04 1.27943676e-04 1.43929020e-05 1.56204748e-05 1.22088683e-01 3.66266048e-02
1.454327 1.46449389e-04 1.32036984e-04 1.44124048e-05 1.56461346e-05 1.18498122e-01 3.55494366e-02
1.458395 1.51248011e-04 1.36789312e-04 1.44586981e-05 1.57009265e-05 1.14781822e-01 3.44345465e-02
1.462464 1.56820427e-04 1.42284384e-04 1.45360424e-05 1.57895035e-05 1.10971444e-01 3.32914331e-02
1.466533 1.63328288e-04 1.48678737e-04 1.46495516e-05 1.59174527e-05 1.07059375e-01 3.21178126e-02
1.470602 1.70927573e-04 1.56123620e-04 1.48039525e-05 1.60899463e-05 1.03059013e-01 3.09177040e-02
1.474670 1.79761073e-04 1.64757124e-04 1.50039489e-05 1.63121388e-05 9.90071832e-02 2.97021550e-02
1.478739 1.91260447e-04 1.75988420e-04 1.52720272e-05 1.66085297e-05 9.43728553e-02 2.83118566e-02
1.482808 2.07115532e-04 1.91483181e-04 1.56323501e-05 1.70054717e-05 8.88092188e-02 2.66427656e-02
1.486877 2.25742027e-04 2.09665511e-04 1.60765167e-05 1.74939159e-05 8.34372609e-02 2.50311783e-02
1.490946 2.41486057e-04 2.24921784e-04 1.65642733e-05 1.80301314e-05 8.01617839e-02 2.40485352e-02
1.495014 2.50833699e-04 2.33762368e-04 1.70713316e-05 1.85877186e-05 7.95154447e-02 2.38546334e-02
1.499083 2.57513849e-04 2.39928386e-04 1.75854630e-05 1.91533812e-05 7.98295756e-02 2.39488727e-02
1.503152 2.63291521e-04 2.45200214e-04 1.80913069e-05 1.97103941e-05 8.03848975e-02 2.41154692e-02
1.507221 2.68322921e-04 2.49756411e-04 1.85665097e-05 2.02343907e-05 8.10165018e-02 2.43049505e-02
1.511289 2.71784480e-04 2.52804609e-04 1.89798719e-05 2.06913303e-05 8.18471246e-02 2.45541374e-02
1.515358 2.73457590e-04 2.54150864e-04 1.93067258e-05 2.10542524e-05 8.28415533e-02 2.48524660e-02
1.519427 2.73594346e-04 2.54046107e-04 1.95482386e-05 2.13243435e-05 8.39388714e-02 2.51816614e-02
1.523496 2.72263756e-04 2.52569070e-04 1.96946856e-05 2.14909060e-05 8.50892230e-02 2.55267669e-02
1.527564 2.69726582e-04 2.49968772e-04 1.97578104e-05 2.15666612e-05 8.62774219e-02 2.58832266e-02
1.531633 2.66331500e-04 2.46574013e-04 1.97574869e-05 2.15732229e-05 8.74918758e-02 2.62475627e-02
1.535702 2.62357686e-04 2.42649114e-04 1.97085718e-05 2.15267524e-05 8.87155616e-02 2.66146685e-02
1.539771 2.58042772e-04 2.38411840e-04 1.96309321e-05 2.14489049e-05 8.99657704e-02 2.69897311e-02
1.543840 2.53645476e-04 2.34102590e-04 1.95428856e-05 2.13596702e-05 9.12406403e-02 2.73721921e-02
1.547908 2.49306574e-04 2.29852198e-04 1.94543760e-05 2.12699088e-05 9.25373304e-02 2.77611991e-02
1.551977 2.45156254e-04 2.25782496e-04 1.93737584e-05 2.11887575e-05 9.38458821e-02 2.81537646e-02
1.556046 2.41314148e-04 2.22003199e-04 1.93109482e-05 2.11270726e-05 9.51656224e-02 2.85496867e-02
1.560115 2.37817886e-04 2.18541219e-04 1.92766670e-05 2.10966071e-05 9.65337672e-02 2.89601302e-02
1.564183 2.34738365e-04 2.15457298e-04 1.92810676e-05 2.11085075e-05 9.79707244e-02 2.93912173e-02
1.568252 2.32107893e-04 2.12783196e-04 1.93246966e-05 2.11634152e-05 9.94599931e-02 2.98379979e-02
1.572321 2.29957492e-04 2.10550217e-04 1.94072742e-05 2.12610678e-05 1.00978608e-01 3.02935823e-02
1.576390 2.28320570e-04 2.08789764e-04 1.95308056e-05 2.14037069e-05 1.02513200e-01 3.07539601e-02
1.580458 2.27222518e-04 2.07523892e-04 1.96986251e-05 2.15950352e-05 1.04060477e-01 3.12181430e-02
1.584527 2.26693091e-04 2.06779725e-04 1.99133656e-05 2.18379911e-05 1.05609924e-01 3.16829773e-02
1.588596 2.26767876e-04 2.06592142e-04 2.01757345e-05 2.21334062e-05 1.07135760e-01 3.21407281e-02
1.592665 2.27483023e-04 2.06997124e-04 2.04858992e-05 2.24815204e-05 1.08607888e-01 3.25823663e-02
1.596734 2.28870667e-04 2.08022215e-04 2.08484520e-05 2.28874326e-05 1.10023983e-01 3.30071948e-02
1.600802 2.30954721e-04 2.09691540e-04 2.12631812e-05 2.33509739e-05 1.11358683e-01 3.34076050e-02
1.604871 2.33766295e-04 2.12027689e-04 2.17386065e-05 2.38815677e-05 1.12634193e-01 3.37902580e-02
1.608940 2.37367526e-04 2.15025572e-04 2.23419546e-05 2.45531692e-05 1.14187206e-01 3.42561617e-02
1.613009 2.41821096e-04 2.18683388e-04 2.31377078e-05 2.54368232e-05 1.16318041e-01 3.48954122e-02
1.617077 2.47121111e-04 2.23017722e-04 2.41033897e-05 2.65080455e-05 1.18860713e-01 3.56582140e-02
1.621146 2.53243459e-04 2.28110547e-04 2.51329124e-05 2.76503317e-05 1.21214613e-01 3.63643840e-02
1.625215 2.60143448e-04 2.33965482e-04 2.61779656e-05 2.88105979e-05 1.23140378e-01 3.69421134e-02
1.629284 2.67618216e-04 2.40357319e-04 2.72608969e-05 3.00134747e-05 1.24870234e-01 3.74610702e-02
1.633352 2.75504794e-04 2.47119290e-04 2.83855036e-05 3.12631989e-05 1.26510556e-01 3.79531669e-02
1.637421 2.83647715e-04 2.54106234e-04 2.95414804e-05 3.25484759e-05 1.28090033e-01 3.84270099e-02
1.641490 2.91889867e-04 2.61179385e-04 3.07104829e-05 3.38491342e-05 1.29601095e-01 3.88803285e-02
1.645559 3.00073819e-04 2.68193008e-04 3.18808108e-05 3.51522982e-05 1.31070897e-01 3.93212691e-02
1.649628 3.08036160e-04 2.74987968e-04 3.30481920e-05 3.64532666e-05 1.32563133e-01 3.97689400e-02
1.653696 3.15615152e-04 2.81409552e-04 3.42055997e-05 3.77442914e-05 1.34125836e-01 4.02377507e-02
1.657765 3.22691023e-04 2.87346840e-04 3.53441827e-05 3.90155987e-05 1.35778764e-01 4.07336292e-02
1.661834 3.29136499e-04 2.92684891e-04 3.64516075e-05 4.02535543e-05 1.37532054e-01 4.12596162e-02
1.665903 3.34858694e-04 2.97336820e-04 3.75218744e-05 4.14514994e-05 1.39409238e-01 4.18227713e-02
1.669971 3.39971966e-04 3.01415573e-04 3.85563937e-05 4.26109538e-05 1.41369450e-01 4.24108351e-02
1.674040 3.44451484e-04 3.04896262e-04 3.95552214e-05 4.37319422e-05 1.43432202e-01 4.30296605e-02
1.678109 3.47613117e-04 3.07076583e-04 4.05365332e-05 4.48345295e-05 1.46004391e-01 4.38013173e-02
1.682178 3.47997354e-04 3.06466634e-04 4.15307204e-05 4.59523282e-05 1.49942353e-01 4.49827060e-02
1.686246 3.46135509e-04 3.03595641e-04 4.25398683e-05 4.70876722e-05 1.55099961e-01 4.65299884e-02
1.690315 3.46032051e-04 3.02507837e-04 4.35242147e-05 4.81965594e-05 1.59323342e-01 4.77970025e-02
1.694384 3.49599288e-04 3.05131352e-04 4.44679367e-05 4.92614368e-05 1.61443380e-01 4.84330141e-02
1.698453 3.55239820e-04 3.09851702e-04 4.53881176e-05 5.03011911e-05 1.62339567e-01 4.87018700e-02
1.702521 3.60814647e-04 3.14506423e-04 4.63082238e-05 5.13418158e-05 1.63245683e-01 4.89737048e-02
1.706590 3.65701515e-04 3.18470759e-04 4.72307554e-05 5.23860925e-05 1.64492629e-01 4.93477888e-02
1.710659 3.70180790e-04 3.22038446e-04 4.81423443e-05 5.34191994e-05 1.65878330e-01 4.97634989e-02
1.714728 3.74136320e-04 3.25099216e-04 4.90371045e-05 5.44345962e-05 1.67439949e-01 5.02319848e-02
1.718797 3.77591853e-04 3.27684223e-04 4.99076298e-05 5.54240432e-05 1.69138577e-01 5.07415731e-02
1.722865 3.80563949e-04 3.29818411e-04 5.07455380e-05 5.63782022e-05 1.70937098e-01 5.12811295e-02
1.726934 3.83080292e-04 3.31529507e-04 5.15507850e-05 5.72969869e-05 1.72826206e-01 5.18478618e-02
1.731003 3.85192874e-04 3.32860351e-04 5.23325231e-05 5.81905358e-05 1.74819668e-01 5.24459003e-02
1.735072 3.86943710e-04 3.33851381e-04 5.30923289e-05 5.90605773e-05 1.76906794e-01 5.30720381e-02
1.739140 3.88383683e-04 3.34560677e-04 5.38230053e-05 5.98990781e-05 1.79038010e-01 5.37114031e-02
1.743209 3.89563651e-04 3.35045254e-04 5.45183966e-05 6.06991502e-05 1.81167020e-01 5.43501059e-02
1.747278 3.90522944e-04 3.35345801e-04 5.51771428e-05 6.14592352e-05 1.83271223e-01 5.49813670e-02
1.751347 3.91298053e-04 3.35497262e-04 5.58007916e-05 6.21810114e-05 1.85339848e-01 5.56019544e-02
1.755415 3.91923213e-04 3.35534654e-04 5.63885587e-05 6.28635600e-05 1.87353405e-01 5.62060215e-02
1.759484 3.92423700e-04 3.35485135e-04 5.69385653e-05 6.35047391e-05 1.89292259e-01 5.67876778e-02
1.763553 3.92827068e-04 3.35377923e-04 5.74491453e-05 6.41026399e-05 1.91135539e-01 5.73406616e-02
1.767622 3.93154481e-04 3.35237695e-04 5.79167863e-05 6.46532888e-05 1.92858052e-01 5.78574156e-02
1.771691 3.93425881e-04 3.35090901e-04 5.83349803e-05 6.51493586e-05 1.94422942e-01 5.83268825e-02
1.775759 3.93660073e-04 3.34957926e-04 5.87021474e-05 6.55890148e-05 1.95812697e-01 5.87438091e-02
1.779828 3.93870656e-04 3.34848753e-04 5.90219027e-05 6.59762259e-05 1.97032915e-01 5.91098745e-02
1.783897 3.94073554e-04 3.34777366e-04 5.92961881e-05 6.63130954e-05 1.98081179e-01 5.94243538e-02
1.787966 3.94287958e-04 3.34760243e-04 5.95277149e-05 6.66025911e-05 1.98956096e-01 5.96868288e-02
1.792034 3.94534254e-04 3.34815785e-04 5.97184690e-05 6.68468733e-05 1.99652694e-01 5.98958081e-02
1.796103 3.94832021e-04 3.34959592e-04 5.98724293e-05 6.70503378e-05 2.00174407e-01 6.00523222e-02
1.800172 3.95200994e-04 3.35205100e-04 5.99958941e-05 6.72199867e-05 2.00533902e-01 6.01601705e-02
1.804241 3.95660866e-04 3.35566837e-04 6.00940285e-05 6.73615642e-05 2.00739634e-01 6.02218903e-02
1.808309 3.96230837e-04 3.36059177e-04 6.01716596e-05 6.74804458e-05 2.00799295e-01 6.02397885e-02
1.812378 3.96932478e-04 3.36699370e-04 6.02331076e-05 6.75814485e-05 2.00717478e-01 6.02152434e-02
1.816447 3.97780735e-04 3.37496743e-04 6.02839924e-05 6.76708567e-05 2.00508177e-01 6.01524531e-02
1.820516 3.98786626e-04 3.38454299e-04 6.03323275e-05 6.77576548e-05 2.00197353e-01 6.00592060e-02
1.824585 3.99961579e-04 3.39578044e-04 6.03835342e-05 6.78479321e-05 1.99800703e-01 5.99402110e-02
1.828653 4.01312536e-04 3.40874278e-04 6.04382584e-05 6.79424211e-05 1.99318123e-01 5.97954368e-02
1.832722 4.02848802e-04 3.42352549e-04 6.04962534e-05 6.80408520e-05 1.98744984e-01 5.96234953e-02
1.836791 4.04569320e-04 3.44009070e-04 6.05602500e-05 6.81463049e-05 1.98094501e-01 5.94283502e-02
1.840860 4.06467323e-04 3.45831291e-04 6.06360328e-05 6.82653042e-05 1.97394817e-01 5.92184450e-02
1.844928 4.08537005e-04 3.47811303e-04 6.07257020e-05 6.84002373e-05 1.96659041e-01 5.89977122e-02
1.848997 4.10768272e-04 3.49941739e-04 6.08265328e-05 6.85480592e-05 1.95884204e-01 5.87652613e-02
1.853066 4.13151834e-04 3.52215937e-04 6.09358963e-05 6.87058268e-05 1.95067342e-01 5.85202027e-02
1.857135 4.15673318e-04 3.54621281e-04 6.10520372e-05 6.88715773e-05 1.94211631e-01 5.82634893e-02
1.861203 4.18316843e-04 3.57143698e-04 6.11731458e-05 6.90432823e-05 1.93320735e-01 5.79962206e-02
1.865272 4.21065254e-04 3.59767642e-04 6.12976127e-05 6.92191356e-05 1.92399559e-01 5.77198677e-02
1.869341 4.23896967e-04 3.62472424e-04 6.14245421e-05 6.93981337e-05 1.91457692e-01 5.74373075e-02
1.873410 4.26790517e-04 3.65237429e-04 6.15530882e-05 6.95793276e-05 1.90504374e-01 5.71513121e-02
1.877479 4.29728797e-04 3.68049358e-04 6.16794392e-05 6.97584119e-05 1.89535481e-01 5.68606442e-02
1.881547 4.32694949e-04 3.70897777e-04 6.17971729e-05 6.99281183e-05 1.88537443e-01 5.65612328e-02
1.885616 4.35673476e-04 3.73769624e-04 6.19038518e-05 7.00856749e-05 1.87510355e-01 5.62531065e-02
1.889685 4.38650327e-04 3.76650273e-04 6.20000540e-05 7.02317190e-05 1.86464007e-01 5.59392020e-02
1.893754 4.41611175e-04 3.79525500e-04 6.20856748e-05 7.03661162e-05 1.85405503e-01 5.56216508e-02
1.897822 4.44546004e-04 3.82385779e-04 6.21602251e-05 7.04882949e-05 1.84338171e-01 5.53014512e-02
1.901891 4.47442915e-04 3.85219962e-04 6.22229525e-05 7.05973838e-05 1.83265123e-01 5.49795369e-02
1.905960 4.50295836e-04 3.88022155e-04 6.22736809e-05 7.06931635e-05 1.82188472e-01 5.46565416e-02
1.910029 4.53102671e-04 3.90790165e-04 6.23125053e-05 7.07757221e-05 1.81109271e-01 5.43327814e-02
1.914097 4.55860627e-04 3.93521118e-04 6.23395093e-05 7.08451344e-05 1.80028800e-01 5.40086399e-02
1.918166 4.58571463e-04 3.96216170e-04 6.23552929e-05 7.09020628e-05 1.78947928e-01 5.36843785e-02
1.922235 4.61235752e-04 3.98875612e-04 6.23601402e-05 7.09468109e-05 1.77867006e-01 5.33601018e-02
1.926304 4.63858224e-04 4.01502997e-04 6.23552272e-05 7.09806986e-05 1.76787469e-01 5.30362407e-02
1.930372 4.66445911e-04 4.04103890e-04 6.23420205e-05 7.10053795e-05 1.75710705e-01 5.27132115e-02
1.934441 4.69005282e-04 4.06683242e-04 6.23220404e-05 7.10225714e-05 1.74638549e-01 5.23915648e-02
1.938510 4.71544893e-04 4.09247168e-04 6.22977248e-05 7.10350428e-05 1.73574916e-01 5.20724747e-02
1.942579 4.74075670e-04 4.11801982e-04 6.22736886e-05 7.10480517e-05 1.72529650e-01 5.17588949e-02
1.946648 4.76602343e-04 4.14353832e-04 6.22485117e-05 7.10599790e-05 1.71495890e-01 5.14487669e-02
1.950716 4.79123533e-04 4.16905134e-04 6.22183982e-05 7.10664880e-05 1.70462012e-01 5.11386036e-02
1.954785 4.81635545e-04 4.19454479e-04 6.21810660e-05 7.10649624e-05 1.69422347e-01 5.08267042e-02
1.958854 4.84138228e-04 4.22003974e-04 6.21342544e-05 7.10528036e-05 1.68369987e-01 5.05109961e-02
1.962923 4.86632624e-04 4.24556901e-04 6.20757233e-05 7.10274310e-05 1.67297790e-01 5.01893369e-02
1.966991 4.89118802e-04 4.27115548e-04 6.20032540e-05 7.09862819e-05 1.66199246e-01 4.98597737e-02
1.971060 4.91596874e-04 4.29682225e-04 6.19146487e-05 7.09268111e-05 1.65068059e-01 4.95204178e-02
1.975129 4.94067001e-04 4.32259271e-04 6.18077304e-05 7.08464912e-05 1.63898142e-01 4.91694425e-02
1.979198 4.96529388e-04 4.34849045e-04 6.16803431e-05 7.07428123e-05 1.62683610e-01 4.88050830e-02
1.983266 4.98984285e-04 4.37453934e-04 6.15303514e-05 7.06132818e-05 1.61418783e-01 4.84256350e-02
1.987335 5.01431990e-04 4.40076350e-04 6.13556403e-05 7.04554241e-05 1.60098183e-01 4.80294550e-02
1.991404 5.03872845e-04 4.42718730e-04 6.11541150e-05 7.02667803e-05 1.58716529e-01 4.76149588e-02
1.995473 5.06307239e-04 4.45383538e-04 6.09237010e-05 7.00449080e-05 1.57268740e-01 4.71806221e-02
1.999542 5.08735605e-04 4.48073262e-04 6.06623433e-05 6.97873810e-05 1.55749934e-01 4.67249803e-02
2.003610 5.11158422e-04 4.50790416e-04 6.03680063e-05 6.94917887e-05 1.54155426e-01 4.62466279e-02
2.007679 5.13576216e-04 4.53537542e-04 6.00386735e-05 6.91557358e-05 1.52480731e-01 4.57442192e-02
2.011748 5.15989555e-04 4.56317207e-04 5.96723472e-05 6.87768420e-05 1.50721561e-01 4.52164684e-02
2.015817 5.18399054e-04 4.59132006e-04 5.92670480e-05 6.83527411e-05 1.48873832e-01 4.46621496e-02
2.019885 5.20805372e-04 4.61984557e-04 5.88208145e-05 6.78810810e-05 1.46933658e-01 4.40800974e-02
2.023954 5.23209213e-04 4.64877510e-04 5.83317026e-05 6.73595228e-05 1.44897358e-01 4.34692073e-02
2.028023 5.25611323e-04 4.67813538e-04 5.77977855e-05 6.67857405e-05 1.42761453e-01 4.28284359e-02
