# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 3.45200496e-08 3.41495471e-08 3.70502438e-10 4.58001686e-10 1.34116474e-02 4.02349423e-03
1.084069 6.48608230e-08 6.41419516e-08 7.18871465e-10 8.89029353e-10 1.38603415e-02 4.15810245e-03
1.088138 8.51058868e-08 8.41368271e-08 9.69059713e-10 1.19896168e-09 1.42501413e-02 4.27504240e-03
1.092206 1.05421857e-07 1.04187806e-07 1.23405090e-09 1.52749152e-09 1.46609433e-02 4.39828300e-03
1.096275 1.28888065e-07 1.27334391e-07 1.55367402e-09 1.92396725e-09 1.51095650e-02 4.53286950e-03
1.100344 1.53137297e-07 1.51238593e-07 1.89870414e-09 2.35227549e-09 1.55534077e-02 4.66602230e-03
1.104413 1.78838432e-07 1.76559552e-07 2.27888042e-09 2.82453274e-09 1.59976207e-02 4.79928621e-03
1.108481 2.06111106e-07 2.03415801e-07 2.69530511e-09 3.34216806e-09 1.64302283e-02 4.92906849e-03
1.112550 2.35246802e-07 2.32094568e-07 3.15223343e-09 3.91052511e-09 1.68488437e-02 5.05465311e-03
1.116619 2.66580214e-07 2.62925187e-07 3.65502765e-09 4.53633193e-09 1.72533183e-02 5.17599548e-03
1.120688 3.00454004e-07 2.96244247e-07 4.20975785e-09 5.22720846e-09 1.76449282e-02 5.29347846e-03
1.124756 3.37180818e-07 3.32358188e-07 4.82263003e-09 5.99095833e-09 1.80256077e-02 5.40768231e-03
1.128825 3.77286527e-07 3.71784130e-07 5.50239644e-09 6.83856506e-09 1.83939133e-02 5.51817399e-03
1.132894 4.21164310e-07 4.14907182e-07 6.25712808e-09 7.78018660e-09 1.87516316e-02 5.62548947e-03
1.136963 4.69412392e-07 4.62314629e-07 7.09776253e-09 8.82956712e-09 1.90986107e-02 5.72958321e-03
1.141032 5.22656264e-07 5.14619992e-07 8.03627117e-09 1.00017646e-08 1.94352430e-02 5.83057290e-03
1.145100 5.81494440e-07 5.72409304e-07 9.08513676e-09 1.13125038e-08 1.97629629e-02 5.92888887e-03
1.149169 6.46743474e-07 6.36482199e-07 1.02612749e-08 1.27830635e-08 2.00839293e-02 6.02517878e-03
1.153238 7.19144388e-07 7.07561097e-07 1.15832904e-08 1.44368704e-08 2.04037085e-02 6.12111255e-03
1.157307 7.99496309e-07 7.86430534e-07 1.30657754e-08 1.62923949e-08 2.07168901e-02 6.21506702e-03
1.161375 8.88603847e-07 8.73883010e-07 1.47208366e-08 1.83650452e-08 2.10154506e-02 6.30463517e-03
1.165444 9.87305974e-07 9.70726663e-07 1.65793118e-08 2.06936421e-08 2.13176818e-02 6.39530453e-03
1.169513 1.09611514e-06 1.07744880e-06 1.86663434e-08 2.33099725e-08 2.16344133e-02 6.49032398e-03
1.173582 1.21540811e-06 1.19442835e-06 2.09797615e-08 2.62117667e-08 2.19450307e-02 6.58350920e-03
1.177650 1.34502626e-06 1.32148674e-06 2.35395229e-08 2.94244129e-08 2.22661432e-02 6.67984295e-03
1.181719 1.48425600e-06 1.45790767e-06 2.63483336e-08 3.29517796e-08 2.26021032e-02 6.78063097e-03
1.185788 1.63117672e-06 1.60179292e-06 2.93837967e-08 3.67663384e-08 2.29532406e-02 6.88597219e-03
1.189857 1.78270183e-06 1.75008881e-06 3.26130121e-08 4.08273609e-08 2.33287366e-02 6.99862097e-03
1.193926 1.93740836e-06 1.90138165e-06 3.60267073e-08 4.51236354e-08 2.37320243e-02 7.11960728e-03
1.197994 2.08985029e-06 2.05032605e-06 3.95242412e-08 4.95294330e-08 2.41568570e-02 7.24705709e-03
1.202063 2.23449944e-06 2.19147424e-06 4.30252035e-08 5.39441371e-08 2.46154557e-02 7.38463672e-03
1.206132 2.36599303e-06 2.31955396e-06 4.64390688e-08 5.82542377e-08 2.51144137e-02 7.53432411e-03
1.210201 2.47924359e-06 2.42958650e-06 4.96570968e-08 6.23231299e-08 2.56517436e-02 7.69552309e-03
1.214269 2.57035032e-06 2.51772634e-06 5.26239810e-08 6.60810224e-08 2.62463086e-02 7.87389258e-03
1.218338 2.63710757e-06 2.58188932e-06 5.52182531e-08 6.93748502e-08 2.68698002e-02 8.06094006e-03
1.222407 2.67934198e-06 2.62215960e-06 5.71823724e-08 7.18801757e-08 2.74125860e-02 8.22377580e-03
1.226476 2.69780746e-06 2.63802538e-06 5.97820814e-08 7.51876975e-08 2.85015065e-02 8.55045195e-03
1.230544 2.69662931e-06 2.63565260e-06 6.09767054e-08 7.67308021e-08 2.91126387e-02 8.73379162e-03
1.234613 2.67892793e-06 2.61691308e-06 6.20148516e-08 7.80787335e-08 2.98361967e-02 8.95085901e-03
1.238682 2.64857252e-06 2.58503116e-06 6.35413525e-08 8.00434908e-08 3.09642266e-02 9.28926798e-03
1.242751 2.61042486e-06 2.54587638e-06 6.45484756e-08 8.13559503e-08 3.19559704e-02 9.58679112e-03
1.246819 2.56756559e-06 2.50207156e-06 6.54940283e-08 8.25923947e-08 3.30096053e-02 9.90288160e-03
1.250888 2.52290400e-06 2.45647210e-06 6.64318941e-08 8.38206987e-08 3.41223898e-02 1.02367170e-02
1.254957 2.47971081e-06 2.41227535e-06 6.74354604e-08 8.51335069e-08 3.52917866e-02 1.05875360e-02
1.259026 2.43883115e-06 2.37030859e-06 6.85225632e-08 8.65534985e-08 3.65157089e-02 1.09547127e-02
1.263095 2.40236087e-06 2.33262155e-06 6.97393195e-08 8.81391468e-08 3.77854465e-02 1.13356340e-02
1.267163 2.37107869e-06 2.29996360e-06 7.11150877e-08 8.99278651e-08 3.90996905e-02 1.17299072e-02
1.271232 2.34548089e-06 2.27280245e-06 7.26784428e-08 9.19561617e-08 4.04593728e-02 1.21378119e-02
1.275301 2.32635156e-06 2.25188862e-06 7.44629408e-08 9.42669363e-08 4.18612783e-02 1.25583835e-02
1.279370 2.31361026e-06 2.23713958e-06 7.64706735e-08 9.68633344e-08 4.32978502e-02 1.29893550e-02
1.283438 2.30758460e-06 2.22886802e-06 7.87165860e-08 9.97648034e-08 4.47603011e-02 1.34280903e-02
1.287507 2.30823506e-06 2.22702289e-06 8.12121686e-08 1.02986459e-07 4.62440056e-02 1.38732017e-02
1.291576 2.31549370e-06 2.23152354e-06 8.39701608e-08 1.06545042e-07 4.77454257e-02 1.43236277e-02
1.295645 2.32933626e-06 2.24233434e-06 8.70019206e-08 1.10455582e-07 4.92591938e-02 1.47777581e-02
1.299713 2.34965360e-06 2.25934693e-06 9.03066739e-08 1.14717739e-07 5.07747337e-02 1.52324201e-02
1.303782 2.37638046e-06 2.28249393e-06 9.38865234e-08 1.19334834e-07 5.22826509e-02 1.56847953e-02
1.307851 2.40938089e-06 2.31163124e-06 9.77496488e-08 1.24317930e-07 5.37793089e-02 1.61337927e-02
1.311920 2.44852901e-06 2.34662286e-06 1.01906157e-07 1.29680577e-07 5.52626412e-02 1.65787924e-02
1.315989 2.49367885e-06 2.38731873e-06 1.06360128e-07 1.35428686e-07 5.67283643e-02 1.70185093e-02
1.320057 2.54463440e-06 2.43353146e-06 1.11102936e-07 1.41552004e-07 5.81673203e-02 1.74501961e-02
1.324126 2.60125950e-06 2.48512588e-06 1.16133624e-07 1.48050033e-07 5.95744601e-02 1.78723380e-02
1.328195 2.66316698e-06 2.54173633e-06 1.21430652e-07 1.54896027e-07 6.09410289e-02 1.82823087e-02
1.332264 2.73004502e-06 2.60306745e-06 1.26977577e-07 1.62069688e-07 6.22610405e-02 1.86783122e-02
1.336332 2.80144717e-06 2.66870180e-06 1.32745364e-07 1.69534591e-07 6.35269892e-02 1.90580968e-02
1.340401 2.87671812e-06 2.73803410e-06 1.38684018e-07 1.77227445e-07 6.47279905e-02 1.94183972e-02
1.344470 2.95532590e-06 2.81057574e-06 1.44750161e-07 1.85093266e-07 6.58559964e-02 1.97567989e-02
1.348539 3.03641725e-06 2.88552892e-06 1.50888333e-07 1.93061484e-07 6.69067924e-02 2.00720377e-02
1.352607 3.11923297e-06 2.96218795e-06 1.57045024e-07 2.01063852e-07 6.78768044e-02 2.03630413e-02
1.356676 3.20287016e-06 3.03971886e-06 1.63151294e-07 2.09012183e-07 6.87603664e-02 2.06281099e-02
1.360745 3.28625582e-06 3.11713748e-06 1.69118334e-07 2.16792605e-07 6.95486184e-02 2.08645855e-02
1.364814 3.36834774e-06 3.19349258e-06 1.74855164e-07 2.24288171e-07 7.02328767e-02 2.10698630e-02
1.368883 3.44824055e-06 3.26793228e-06 1.80308262e-07 2.31429709e-07 7.08183918e-02 2.12455176e-02
1.372951 3.52486567e-06 3.33946280e-06 1.85402871e-07 2.38120601e-07 7.13050617e-02 2.13915185e-02
1.377020 3.59756619e-06 3.40748397e-06 1.90082220e-07 2.44287082e-07 7.16913372e-02 2.15074011e-02
1.381089 3.66580472e-06 3.47151423e-06 1.94290493e-07 2.49856422e-07 7.19733250e-02 2.15919975e-02
1.385158 3.72889046e-06 3.53092782e-06 1.97962638e-07 2.54743804e-07 7.21464207e-02 2.16439262e-02
1.389226 3.78741274e-06 3.58627879e-06 2.01133953e-07 2.58993403e-07 7.22178666e-02 2.16653600e-02
1.393295 3.84136381e-06 3.63756635e-06 2.03797466e-07 2.62595024e-07 7.21897553e-02 2.16569266e-02
1.397364 3.89161242e-06 3.68561516e-06 2.05997261e-07 2.65604273e-07 7.20651131e-02 2.16195339e-02
1.401433 3.93928256e-06 3.73148415e-06 2.07798409e-07 2.68103961e-07 7.18491491e-02 2.15547447e-02
1.405501 3.98537440e-06 3.77611696e-06 2.09257448e-07 2.70166096e-07 7.15460085e-02 2.14638026e-02
1.409570 4.03157989e-06 3.82113888e-06 2.10441007e-07 2.71875906e-07 7.11504906e-02 2.13451472e-02
1.413639 4.07935768e-06 3.86793951e-06 2.11418170e-07 2.73322014e-07 7.06634665e-02 2.11990400e-02
1.417708 4.13031029e-06 3.91805103e-06 2.12259257e-07 2.74594875e-07 7.00845582e-02 2.10253675e-02
1.421777 4.18608874e-06 3.97304552e-06 2.13043224e-07 2.75796366e-07 6.94168654e-02 2.08250596e-02
1.425845 4.24835806e-06 4.03451519e-06 2.13842876e-07 2.77020667e-07 6.86626904e-02 2.05988071e-02
1.429914 4.31880429e-06 4.10410811e-06 2.14696184e-07 2.78317065e-07 6.78142626e-02 2.03442788e-02
1.433983 4.39912696e-06 4.18346665e-06 2.15660317e-07 2.79759884e-07 6.68727417e-02 2.00618225e-02
1.438052 4.49125186e-06 4.27447580e-06 2.16776067e-07 2.81402396e-07 6.58331944e-02 1.97499583e-02
1.442120 4.59703866e-06 4.37895374e-06 2.18084919e-07 2.83298928e-07 6.46955744e-02 1.94086723e-02
1.446189 4.71869619e-06 4.49906066e-06 2.19635529e-07 2.85513280e-07 6.34606424e-02 1.90381927e-02
1.450258 4.85899522e-06 4.63751440e-06 2.21480814e-07 2.88114984e-07 6.21270273e-02 1.86381082e-02
1.454327 5.02043185e-06 4.79675844e-06 2.23673414e-07 2.91173413e-07 6.07021214e-02 1.82106364e-02
1.458395 5.20699199e-06 4.98069820e-06 2.26293789e-07 2.94794389e-07 5.91873623e-02 1.77562087e-02
1.462464 5.42197519e-06 5.19255541e-06 2.29419779e-07 2.99080624e-07 5.75979649e-02 1.72793895e-02
1.466533 5.67138881e-06 5.43824371e-06 2.33145095e-07 3.04155849e-07 5.59290582e-02 1.67787174e-02
1.470602 5.96109588e-06 5.72353591e-06 2.37559969e-07 3.10139621e-07 5.41867171e-02 1.62560151e-02
1.474670 6.29652958e-06 6.05377276e-06 2.42756824e-07 3.17154721e-07 5.23895980e-02 1.57168794e-02
1.478739 6.73027360e-06 6.48115290e-06 2.49120697e-07 3.25706884e-07 5.02544668e-02 1.50763401e-02
1.482808 7.32489248e-06 7.06781627e-06 2.57076205e-07 3.36355132e-07 4.75896824e-02 1.42769047e-02
1.486877 8.02306508e-06 7.75654401e-06 2.66521076e-07 3.48970288e-07 4.49904349e-02 1.34971305e-02
1.490946 8.61669375e-06 8.33987739e-06 2.76816358e-07 3.62719610e-07 4.34921993e-02 1.30476598e-02
1.495014 8.97497206e-06 8.68740143e-06 2.87570632e-07 3.77092497e-07 4.34068231e-02 1.30220469e-02
1.499083 9.23543208e-06 8.93684779e-06 2.98584295e-07 3.91828558e-07 4.38441571e-02 1.31532471e-02
1.503152 9.46360651e-06 9.15400891e-06 3.09597602e-07 4.06587645e-07 4.44163480e-02 1.33249044e-02
1.507221 9.66556470e-06 9.34534275e-06 3.20221951e-07 4.20859235e-07 4.50341145e-02 1.35102344e-02
1.511289 9.81085725e-06 9.48095431e-06 3.29902939e-07 4.33913175e-07 4.57668249e-02 1.37300475e-02
1.515358 9.89135443e-06 9.55317070e-06 3.38183728e-07 4.45145489e-07 4.65966225e-02 1.39789868e-02
1.519427 9.91606079e-06 9.57101069e-06 3.45050101e-07 4.54533375e-07 4.74906350e-02 1.42471905e-02
1.523496 9.88736946e-06 9.53707482e-06 3.50294635e-07 4.61799223e-07 4.84214743e-02 1.45264423e-02
1.527564 9.81452264e-06 9.46043336e-06 3.54089283e-07 4.67165045e-07 4.93809351e-02 1.48142805e-02
1.531633 9.71002621e-06 9.35326716e-06 3.56759046e-07 4.71055586e-07 5.03626783e-02 1.51088035e-02
1.535702 9.58396614e-06 9.22541780e-06 3.58548338e-07 4.73790396e-07 5.13570666e-02 1.54071200e-02
1.539771 9.44484497e-06 9.08504358e-06 3.59801390e-07 4.75822014e-07 5.23742137e-02 1.57122641e-02
1.543840 9.30208691e-06 8.94124233e-06 3.60844581e-07 4.77580764e-07 5.34132446e-02 1.60239734e-02
1.547908 9.16085960e-06 8.79900112e-06 3.61858471e-07 4.79305179e-07 5.44726807e-02 1.63418042e-02
1.551977 9.02600674e-06 8.66300748e-06 3.62999261e-07 4.81202267e-07 5.55467911e-02 1.66640373e-02
1.556046 8.90198292e-06 8.53752576e-06 3.64457158e-07 4.83524817e-07 5.66352396e-02 1.69905719e-02
1.560115 8.79011069e-06 8.42366758e-06 3.66443111e-07 4.86553984e-07 5.77603495e-02 1.73281049e-02
1.564183 8.69302466e-06 8.32386160e-06 3.69163063e-07 4.90565195e-07 5.89348092e-02 1.76804428e-02
1.568252 8.61207946e-06 8.23943617e-06 3.72643288e-07 4.95595848e-07 6.01492430e-02 1.80447729e-02
1.572321 8.54860817e-06 8.17171382e-06 3.76894344e-07 5.01662563e-07 6.13901287e-02 1.84170386e-02
1.576390 8.50400413e-06 8.12203279e-06 3.81971341e-07 5.08841393e-07 6.26495123e-02 1.87948537e-02
1.580458 8.47933549e-06 8.09137880e-06 3.87956695e-07 5.17245067e-07 6.39254544e-02 1.91776363e-02
