# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 1.30234451e-08 1.30234426e-08 2.58031949e-15 3.49641519e-15 2.68470888e-07 8.05412664e-08
1.084069 2.44861959e-08 2.44763780e-08 9.81789625e-12 1.33113892e-11 5.43846367e-04 1.63153910e-04
1.088138 3.21511711e-08 3.21258902e-08 2.52809157e-11 3.42968783e-11 1.06757752e-03 3.20273257e-04
1.092206 3.98523517e-08 3.98061261e-08 4.62256448e-11 6.27484562e-11 1.57635174e-03 4.72905523e-04
1.096275 4.87535334e-08 4.86791104e-08 7.44229285e-11 1.01084957e-10 2.07655719e-03 6.22967156e-04
1.100344 5.79618913e-08 5.78526627e-08 1.09228592e-10 1.48448992e-10 2.56598374e-03 7.69795121e-04
1.104413 6.77309982e-08 6.75796055e-08 1.51392741e-10 2.05877344e-10 3.04644194e-03 9.13932581e-04
1.108481 7.81076565e-08 7.79063266e-08 2.01329943e-10 2.73952909e-10 3.51643982e-03 1.05493195e-03
1.112550 8.92036763e-08 8.89439714e-08 2.59704893e-10 3.53600746e-10 3.97554484e-03 1.19266345e-03
1.116619 1.01147462e-07 1.00820098e-07 3.27364211e-10 4.45996239e-10 4.42368385e-03 1.32710515e-03
1.120688 1.14070677e-07 1.13665355e-07 4.05322130e-10 5.52546384e-10 4.86116797e-03 1.45835039e-03
1.124756 1.28093838e-07 1.27599129e-07 4.94708991e-10 6.74820287e-10 5.28859633e-03 1.58657890e-03
1.128825 1.43419046e-07 1.42822024e-07 5.97021834e-10 8.14891756e-10 5.70564492e-03 1.71169348e-03
1.132894 1.60198196e-07 1.59484382e-07 7.13814522e-10 9.74917714e-10 6.11293534e-03 1.83388060e-03
1.136963 1.78661749e-07 1.77814664e-07 8.47084817e-10 1.15766751e-09 6.51052893e-03 1.95315868e-03
1.141032 1.99051077e-07 1.98051973e-07 9.99104574e-10 1.36629275e-09 6.89865760e-03 2.06959728e-03
1.145100 2.21597755e-07 2.20425397e-07 1.17235814e-09 1.60424425e-09 7.27794652e-03 2.18338396e-03
