# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.080000 2.91405782e-06 2.62301116e-06 2.91046660e-07 3.05073556e-07 1.16306618e-01 3.48919853e-02
1.084069 5.45086814e-06 4.91129809e-06 5.39570046e-07 5.65651465e-07 1.15173515e-01 3.45520545e-02
1.088138 7.11865208e-06 6.42216517e-06 6.96486906e-07 7.30253361e-07 1.13708281e-01 3.41124843e-02
1.092206 8.77882699e-06 7.92785533e-06 8.50971667e-07 8.92350808e-07 1.12558917e-01 3.37676750e-02
1.096275 1.06887263e-05 9.65895802e-06 1.02976833e-06 1.07999153e-06 1.11812427e-01 3.35437280e-02
1.100344 1.26481170e-05 1.14365537e-05 1.21156329e-06 1.27083047e-06 1.11120055e-01 3.33360164e-02
1.104413 1.47119544e-05 1.33098750e-05 1.40207940e-06 1.47087311e-06 1.10509912e-01 3.31529736e-02
1.108481 1.68880308e-05 1.52869157e-05 1.60111513e-06 1.67991243e-06 1.09892176e-01 3.29676528e-02
1.112550 1.91985115e-05 1.73882064e-05 1.81030511e-06 1.89966815e-06 1.09250380e-01 3.27751139e-02
1.116619 2.16688535e-05 1.96371658e-05 2.03168767e-06 2.13228468e-06 1.08584136e-01 3.25752408e-02
1.120688 2.43248885e-05 2.20574607e-05 2.26742781e-06 2.38004074e-06 1.07901847e-01 3.23705540e-02
1.124756 2.71897240e-05 2.46702239e-05 2.51950010e-06 2.64501652e-06 1.07214938e-01 3.21644813e-02
1.128825 3.03028534e-05 2.75119138e-05 2.79093951e-06 2.93040688e-06 1.06514105e-01 3.19542315e-02
1.132894 3.36928980e-05 3.06087971e-05 3.08410095e-06 3.23869451e-06 1.05809271e-01 3.17427814e-02
1.136963 3.74041347e-05 3.40016811e-05 3.40245361e-06 3.57353404e-06 1.05098746e-01 3.15296238e-02
1.141032 4.14823669e-05 3.77327899e-05 3.74957700e-06 3.93869827e-06 1.04383966e-01 3.13151899e-02
1.145100 4.59707227e-05 4.18418136e-05 4.12890909e-06 4.33781370e-06 1.03671742e-01 3.11015225e-02
1.149169 5.09290156e-05 4.63835147e-05 4.54550089e-06 4.77620411e-06 1.02972018e-01 3.08916054e-02
1.153238 5.64109986e-05 5.14063671e-05 5.00463152e-06 5.25943647e-06 1.02310993e-01 3.06932980e-02
1.157307 6.24721168e-05 5.69627412e-05 5.50937560e-06 5.79076427e-06 1.01658806e-01 3.04976419e-02
1.161375 6.91664224e-05 6.31049326e-05 6.06148987e-06 6.37205786e-06 1.00975591e-01 3.02926773e-02
1.165444 7.65558100e-05 6.98857113e-05 6.67009866e-06 7.01293531e-06 1.00348629e-01 3.01045887e-02
1.169513 8.46754221e-05 7.73341632e-05 7.34125892e-06 7.71979546e-06 9.98238701e-02 2.99471610e-02
1.173582 9.35412271e-05 8.54712472e-05 8.06997991e-06 8.48742236e-06 9.93014919e-02 2.97904476e-02
1.177650 1.03137890e-04 9.42778739e-05 8.86001615e-06 9.31979620e-06 9.88545437e-02 2.96563631e-02
1.181719 1.13405352e-04 1.03696916e-04 9.70843649e-06 1.02138664e-05 9.84973021e-02 2.95491906e-02
1.185788 1.24191575e-04 1.13588097e-04 1.06034785e-05 1.11572883e-05 9.82258582e-02 2.94677575e-02
1.189857 1.35261719e-04 1.23731117e-04 1.15306027e-05 1.21347870e-05 9.80738505e-02 2.94221551e-02
1.193926 1.46508500e-04 1.34023903e-04 1.24845976e-05 1.31408966e-05 9.80489024e-02 2.94146707e-02
1.197994 1.57518891e-04 1.44089292e-04 1.34295990e-05 1.41378783e-05 9.81188687e-02 2.94356606e-02
1.202063 1.67886677e-04 1.53547458e-04 1.43392197e-05 1.50979472e-05 9.83275622e-02 2.94982687e-02
1.206132 1.77221126e-04 1.62035382e-04 1.51857436e-05 1.59919008e-05 9.86938817e-02 2.96081645e-02
1.210201 1.85152504e-04 1.69214846e-04 1.59376582e-05 1.67865183e-05 9.92023969e-02 2.97607191e-02
1.214269 1.91412972e-04 1.74830384e-04 1.65825873e-05 1.74687151e-05 9.99180730e-02 2.99754219e-02
1.218338 1.95840138e-04 1.78751560e-04 1.70885783e-05 1.80047713e-05 1.00725114e-01 3.02175343e-02
1.222407 1.98383788e-04 1.80999208e-04 1.73845795e-05 1.83197411e-05 1.01214482e-01 3.03643446e-02
1.226476 1.99412526e-04 1.81552957e-04 1.78595694e-05 1.88234859e-05 1.03680415e-01 3.11041245e-02
1.230544 1.98756023e-04 1.80850938e-04 1.79050857e-05 1.88746917e-05 1.04366015e-01 3.13098045e-02
1.234613 1.96935570e-04 1.79032361e-04 1.79032082e-05 1.88759660e-05 1.05433262e-01 3.16299787e-02
1.238682 1.94366418e-04 1.76327088e-04 1.80393301e-05 1.90227833e-05 1.07883499e-01 3.23650497e-02
1.242751 1.91167426e-04 1.73142191e-04 1.80252353e-05 1.90112380e-05 1.09801302e-01 3.29403907e-02
1.246819 1.87653741e-04 1.69659805e-04 1.79939362e-05 1.89815604e-05 1.11880126e-01 3.35640379e-02
1.250888 1.84036454e-04 1.66075654e-04 1.79607994e-05 1.89499537e-05 1.14104345e-01 3.42313034e-02
1.254957 1.80551635e-04 1.62606215e-04 1.79454205e-05 1.89370954e-05 1.16459850e-01 3.49379550e-02
1.259026 1.77257747e-04 1.59306121e-04 1.79516262e-05 1.89470343e-05 1.18934754e-01 3.56804262e-02
1.263095 1.74301580e-04 1.56311280e-04 1.79903002e-05 1.89912724e-05 1.21496493e-01 3.64489480e-02
1.267163 1.71736515e-04 1.53669110e-04 1.80674046e-05 1.90761230e-05 1.24137655e-01 3.72412966e-02
1.271232 1.69596038e-04 1.51407697e-04 1.81883404e-05 1.92073124e-05 1.26858230e-01 3.80574689e-02
1.275301 1.67932979e-04 1.49573571e-04 1.83594075e-05 1.93915205e-05 1.29645367e-01 3.88936101e-02
1.279370 1.66736412e-04 1.48157530e-04 1.85788814e-05 1.96269556e-05 1.32473561e-01 3.97420683e-02
1.283438 1.66024764e-04 1.47176562e-04 1.88482016e-05 1.99151676e-05 1.35314804e-01 4.05944412e-02
1.287507 1.65791389e-04 1.46623493e-04 1.91678963e-05 2.02567455e-05 1.38154842e-01 4.14464526e-02
1.291576 1.66028011e-04 1.46489271e-04 1.95387406e-05 2.06525397e-05 1.40983293e-01 4.22949878e-02
1.295645 1.66729016e-04 1.46767881e-04 1.99611351e-05 2.11030058e-05 1.43784906e-01 4.31354717e-02
1.299713 1.67881314e-04 1.47448615e-04 2.04326986e-05 2.16056585e-05 1.46530088e-01 4.39590264e-02
1.303782 1.69475348e-04 1.48523541e-04 2.09518073e-05 2.21588123e-05 1.49193940e-01 4.47581820e-02
1.307851 1.71498072e-04 1.49979823e-04 2.15182491e-05 2.27622736e-05 1.51768906e-01 4.55306718e-02
1.311920 1.73937511e-04 1.51805283e-04 2.21322276e-05 2.34162895e-05 1.54252138e-01 4.62756413e-02
1.315989 1.76779594e-04 1.53986964e-04 2.27926306e-05 2.41197146e-05 1.56634783e-01 4.69904348e-02
1.320057 1.80005342e-04 1.56509639e-04 2.34957033e-05 2.48686063e-05 1.58895046e-01 4.76685137e-02
1.324126 1.83601066e-04 1.59361593e-04 2.42394734e-05 2.56609063e-05 1.61023154e-01 4.83069462e-02
1.328195 1.87534313e-04 1.62516495e-04 2.50178180e-05 2.64901600e-05 1.62999824e-01 4.88999472e-02
1.332264 1.91778736e-04 1.65952785e-04 2.58259516e-05 2.73513244e-05 1.64813893e-01 4.94441678e-02
1.336332 1.96298174e-04 1.69641381e-04 2.66567931e-05 2.82369210e-05 1.66450667e-01 4.99352000e-02
1.340401 2.01041072e-04 1.73541619e-04 2.74994523e-05 2.91354299e-05 1.67887277e-01 5.03661832e-02
1.344470 2.05965540e-04 1.77620670e-04 2.83448701e-05 3.00372623e-05 1.69109048e-01 5.07327143e-02
1.348539 2.11008685e-04 1.81826590e-04 2.91820952e-05 3.09308162e-05 1.70111623e-01 5.10334868e-02
1.352607 2.16114903e-04 1.86113819e-04 3.00010837e-05 3.18054420e-05 1.70892426e-01 5.12677277e-02
