# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.303782 3.38744560e-05 3.05700526e-05 3.30440331e-06 3.63495927e-06 1.18905889e-01 3.56717666e-02
1.307851 3.43157556e-05 3.09068094e-05 3.40894624e-06 3.75102809e-06 1.21365750e-01 3.64097249e-02
1.311920 3.48423524e-05 3.13205226e-05 3.52182982e-06 3.87634929e-06 1.23763877e-01 3.71291630e-02
1.315989 3.54517683e-05 3.18087936e-05 3.64297473e-06 4.01084408e-06 1.26092304e-01 3.78276913e-02
1.320057 3.61406172e-05 3.23687433e-05 3.77187390e-06 4.15396264e-06 1.28332527e-01 3.84997582e-02
1.324126 3.69065021e-05 3.29982053e-05 3.90829680e-06 4.30545920e-06 1.30475556e-01 3.91426669e-02
1.328195 3.77433075e-05 3.36919727e-05 4.05133483e-06 4.46434060e-06 1.32504577e-01 3.97513732e-02
1.332264 3.86460832e-05 3.44458038e-05 4.20027941e-06 4.62983309e-06 1.34409205e-01 4.03227614e-02
1.336332 3.96079065e-05 3.52538732e-05 4.35403332e-06 4.80073353e-06 1.36176059e-01 4.08528178e-02
1.340401 4.06187718e-05 3.61079174e-05 4.51085447e-06 4.97512620e-06 1.37784912e-01 4.13354735e-02
1.344470 4.16705369e-05 3.70012652e-05 4.66927176e-06 5.15139211e-06 1.39222053e-01 4.17666160e-02
1.348539 4.27507025e-05 3.79232267e-05 4.82747576e-06 5.32753696e-06 1.40482164e-01 4.21446492e-02
1.352607 4.38481707e-05 3.88643935e-05 4.98377720e-06 5.50169673e-06 1.41561368e-01 4.24684105e-02
1.356676 4.49497950e-05 3.98137402e-05 5.13605479e-06 5.67152804e-06 1.42451526e-01 4.27354577e-02
1.360745 4.60399863e-05 4.07583525e-05 5.28163376e-06 5.83407326e-06 1.43138103e-01 4.29414309e-02
1.364814 4.71036887e-05 4.16858332e-05 5.41785545e-06 5.98638889e-06 1.43607274e-01 4.30821823e-02
1.368883 4.81284593e-05 4.25851644e-05 5.54329493e-06 6.12689131e-06 1.43873844e-01 4.31621533e-02
1.372951 4.90994786e-05 4.34435559e-05 5.65592267e-06 6.25332636e-06 1.43941402e-01 4.31824206e-02
1.377020 5.00077315e-05 4.42534168e-05 5.75431470e-06 6.36410668e-06 1.43810515e-01 4.31431546e-02
1.381089 5.08458632e-05 4.50087452e-05 5.83711809e-06 6.45772139e-06 1.43477037e-01 4.30431111e-02
1.385158 5.16044575e-05 4.57017133e-05 5.90274423e-06 6.53239666e-06 1.42935487e-01 4.28806462e-02
1.389226 5.22924123e-05 4.63397914e-05 5.95262090e-06 6.58969549e-06 1.42203823e-01 4.26611469e-02
1.393295 5.29101335e-05 4.69232426e-05 5.98689094e-06 6.62975977e-06 1.41289463e-01 4.23868390e-02
1.397364 5.34701398e-05 4.74629585e-05 6.00718131e-06 6.65437539e-06 1.40201445e-01 4.20604336e-02
1.401433 5.39884479e-05 4.79727695e-05 6.01567846e-06 6.66595035e-06 1.38952794e-01 4.16858382e-02
1.405501 5.44791934e-05 4.84649332e-05 6.01426013e-06 6.66655349e-06 1.37554166e-01 4.12662499e-02
1.409570 5.49653978e-05 4.89603598e-05 6.00503799e-06 6.65851556e-06 1.35998093e-01 4.07994278e-02
1.413639 5.54669362e-05 4.94768032e-05 5.99013303e-06 6.64418065e-06 1.34288802e-01 4.02866407e-02
1.417708 5.60053607e-05 5.00337194e-05 5.97164125e-06 6.62586812e-06 1.32428054e-01 3.97284163e-02
1.421777 5.66027836e-05 5.06509423e-05 5.95184127e-06 6.60610306e-06 1.30424090e-01 3.91272270e-02
1.425845 5.72812063e-05 5.13484284e-05 5.93277789e-06 6.58715429e-06 1.28283465e-01 3.84850394e-02
1.429914 5.80621896e-05 5.21467096e-05 5.91548001e-06 6.57016539e-06 1.25993863e-01 3.77981589e-02
1.433983 5.89675811e-05 5.30661072e-05 5.90147389e-06 6.55683403e-06 1.23559733e-01 3.70679199e-02
1.438052 6.00216771e-05 5.41298777e-05 5.89179940e-06 6.54831967e-06 1.20974219e-01 3.62922656e-02
1.442120 6.12477638e-05 5.53602764e-05 5.88748738e-06 6.54577334e-06 1.18239535e-01 3.54718605e-02
1.446189 6.26734577e-05 5.67837242e-05 5.88973351e-06 6.55053106e-06 1.15359307e-01 3.46077920e-02
1.450258 6.43333062e-05 5.84334907e-05 5.89981548e-06 6.56402201e-06 1.12333217e-01 3.36999652e-02
1.454327 6.62581392e-05 6.03391691e-05 5.91897013e-06 6.58763197e-06 1.09176710e-01 3.27530130e-02
1.458395 6.84976455e-05 6.25485120e-05 5.94913353e-06 6.62352728e-06 1.05894242e-01 3.17682727e-02
1.462464 7.10925020e-05 6.51003789e-05 5.99212311e-06 6.67374530e-06 1.02514692e-01 3.07544076e-02
1.466533 7.41171800e-05 6.80670586e-05 6.05012144e-06 6.74073325e-06 9.90307703e-02 2.97092311e-02
1.470602 7.76437601e-05 7.15185944e-05 6.12516568e-06 6.82677991e-06 9.54546152e-02 2.86363846e-02
1.474670 8.17384647e-05 7.55191675e-05 6.21929727e-06 6.93418237e-06 9.18201643e-02 2.75460493e-02
1.478739 8.70580472e-05 8.07160917e-05 6.34195549e-06 7.07349236e-06 8.76342277e-02 2.62902683e-02
1.482808 9.43793124e-05 8.78759688e-05 6.50334363e-06 7.25612967e-06 8.25724003e-02 2.47717201e-02
1.486877 1.02978898e-04 9.62787334e-05 6.70016467e-06 7.47846260e-06 7.76751245e-02 2.33025373e-02
1.490946 1.10263112e-04 1.03347316e-04 6.91579568e-06 7.72197529e-06 7.47186823e-02 2.24156047e-02
1.495014 1.14615066e-04 1.07474896e-04 7.14017000e-06 7.97544825e-06 7.42075459e-02 2.22622638e-02
1.499083 1.17745373e-04 1.10377172e-04 7.36820129e-06 8.23321057e-06 7.45916064e-02 2.23774819e-02
1.503152 1.20464908e-04 1.12871456e-04 7.59345203e-06 8.48807267e-06 7.52012333e-02 2.25603700e-02
1.507221 1.22845748e-04 1.15039248e-04 7.80649933e-06 8.72949583e-06 7.58827613e-02 2.27648284e-02
1.511289 1.24508892e-04 1.16514762e-04 7.99412934e-06 8.94268464e-06 7.67515158e-02 2.30254548e-02
1.515358 1.25353080e-04 1.17207286e-04 8.14579427e-06 9.11580462e-06 7.77750680e-02 2.33325204e-02
1.519427 1.25492964e-04 1.17231169e-04 8.26179496e-06 9.24914801e-06 7.88966631e-02 2.36689989e-02
1.523496 1.24959356e-04 1.16621530e-04 8.33782640e-06 9.33784878e-06 8.00696817e-02 2.40209045e-02
1.527564 1.23870910e-04 1.15492249e-04 8.37866163e-06 9.38720366e-06 8.12799454e-02 2.43839836e-02
1.531633 1.22386931e-04 1.13994368e-04 8.39256254e-06 9.40642745e-06 8.25165978e-02 2.47549794e-02
1.535702 1.20635190e-04 1.12249475e-04 8.38571447e-06 9.40242050e-06 8.37636031e-02 2.51290809e-02
1.539771 1.18724389e-04 1.10357908e-04 8.36648113e-06 9.38453708e-06 8.50372870e-02 2.55111861e-02
1.543840 1.16773357e-04 1.08430736e-04 8.34262160e-06 9.36146750e-06 8.63359216e-02 2.59007765e-02
1.547908 1.14846891e-04 1.06528525e-04 8.31836596e-06 9.33795410e-06 8.76568418e-02 2.62970525e-02
1.551977 1.13005113e-04 1.04707821e-04 8.29729168e-06 9.31801388e-06 8.89906196e-02 2.66971859e-02
1.556046 1.11303354e-04 1.03019685e-04 8.28366855e-06 9.30644804e-06 9.03365997e-02 2.71009799e-02
1.560115 1.09758998e-04 1.01476859e-04 8.28213956e-06 9.30848504e-06 9.17301260e-02 2.75190378e-02
1.564183 1.08404969e-04 1.00107837e-04 8.29713179e-06 9.32911919e-06 9.31906979e-02 2.79572094e-02
1.568252 1.07256669e-04 9.89277108e-05 8.32895863e-06 9.36872584e-06 9.47027457e-02 2.84108237e-02
1.572321 1.06328976e-04 9.79513986e-05 8.37757732e-06 9.42728046e-06 9.62444702e-02 2.88733411e-02
1.576390 1.05637835e-04 9.71939036e-05 8.44393121e-06 9.50586881e-06 9.78031385e-02 2.93409415e-02
1.580458 1.05195458e-04 9.66659140e-05 8.52954353e-06 9.60623181e-06 9.93755856e-02 2.98126757e-02
1.584527 1.05016149e-04 9.63805084e-05 8.63564091e-06 9.72977934e-06 1.00951733e-01 3.02855199e-02
1.588596 1.05117037e-04 9.63544175e-05 8.76261958e-06 9.87698794e-06 1.02506851e-01 3.07520554e-02
1.592665 1.05515571e-04 9.66049299e-05 8.91064128e-06 1.00480708e-05 1.04011988e-01 3.12035964e-02
1.596734 1.06227235e-04 9.71454403e-05 9.08179444e-06 1.02454154e-05 1.05464707e-01 3.16394121e-02
1.600802 1.07263863e-04 9.79877807e-05 9.27608224e-06 1.04690601e-05 1.06840466e-01 3.20521397e-02
1.604871 1.08640418e-04 9.91430975e-05 9.49732032e-06 1.07233484e-05 1.08160312e-01 3.24480937e-02
1.608940 1.10384647e-04 1.00609617e-04 9.77502987e-06 1.10416680e-05 1.09747639e-01 3.29242918e-02
1.613009 1.12524799e-04 1.02387102e-04 1.01376963e-05 1.14562944e-05 1.11891969e-01 3.35675906e-02
1.617077 1.15059738e-04 1.04483930e-04 1.05758073e-05 1.19566017e-05 1.14434839e-01 3.43304516e-02
1.621146 1.17982209e-04 1.06939157e-04 1.10430515e-05 1.24903245e-05 1.16798419e-01 3.50395256e-02
1.625215 1.21273459e-04 1.09755185e-04 1.15182745e-05 1.30335731e-05 1.18751320e-01 3.56253961e-02
1.629284 1.24838344e-04 1.12827010e-04 1.20113346e-05 1.35975243e-05 1.20516571e-01 3.61549712e-02
1.633352 1.28600764e-04 1.16076806e-04 1.25239589e-05 1.41841653e-05 1.22196379e-01 3.66589136e-02
1.637421 1.32488353e-04 1.19436702e-04 1.30516514e-05 1.47884365e-05 1.23818192e-01 3.71454576e-02
1.641490 1.36427991e-04 1.22841658e-04 1.35863337e-05 1.54012083e-05 1.25374475e-01 3.76123425e-02
1.645559 1.40346010e-04 1.26223184e-04 1.41228264e-05 1.60166226e-05 1.26891290e-01 3.80673870e-02
1.649628 1.44165514e-04 1.29506297e-04 1.46592168e-05 1.66325174e-05 1.28430182e-01 3.85290547e-02
1.653696 1.47810264e-04 1.32617906e-04 1.51923588e-05 1.72453264e-05 1.30037692e-01 3.90113077e-02
1.657765 1.51223648e-04 1.35505370e-04 1.57182786e-05 1.78505369e-05 1.31733059e-01 3.95199177e-02
1.661834 1.54345448e-04 1.38114016e-04 1.62314317e-05 1.84418433e-05 1.33526226e-01 4.00578677e-02
1.665903 1.57131341e-04 1.40402271e-04 1.67290702e-05 1.90161070e-05 1.35440167e-01 4.06320501e-02
1.669971 1.59634613e-04 1.42422871e-04 1.72117414e-05 1.95739309e-05 1.37435306e-01 4.12305918e-02
1.674040 1.61842913e-04 1.44163522e-04 1.76793915e-05 2.01152347e-05 1.39530683e-01 4.18592049e-02
1.678109 1.63431453e-04 1.45291377e-04 1.81400761e-05 2.06491691e-05 1.42122468e-01 4.26367405e-02
1.682178 1.63707166e-04 1.45099801e-04 1.86073643e-05 2.11911808e-05 1.46045553e-01 4.38136660e-02
1.686246 1.62919074e-04 1.43836881e-04 1.90821928e-05 2.17423529e-05 1.51159791e-01 4.53479373e-02
1.690315 1.62964518e-04 1.43417810e-04 1.95467087e-05 2.22823511e-05 1.55366695e-01 4.66100084e-02
1.694384 1.64752762e-04 1.44759023e-04 1.99937386e-05 2.28029822e-05 1.57523736e-01 4.72571208e-02
1.698453 1.67528521e-04 1.47097632e-04 2.04308896e-05 2.33129023e-05 1.58485912e-01 4.75457736e-02
1.702521 1.70277049e-04 1.49408368e-04 2.08686813e-05 2.38241091e-05 1.59456324e-01 4.78368972e-02
1.706590 1.72702409e-04 1.51394187e-04 2.13082225e-05 2.43378750e-05 1.60758319e-01 4.82274957e-02
1.710659 1.74937623e-04 1.53194163e-04 2.17434596e-05 2.48472900e-05 1.62194756e-01 4.86584268e-02
1.714728 1.76927129e-04 1.54755433e-04 2.21716955e-05 2.53492681e-05 1.63802120e-01 4.91406360e-02
1.718797 1.78681887e-04 1.56092353e-04 2.25895339e-05 2.58399172e-05 1.65542492e-01 4.96627476e-02
1.722865 1.80209479e-04 1.57216357e-04 2.29931222e-05 2.63148151e-05 1.67379627e-01 5.02138880e-02
1.726934 1.81522611e-04 1.58140236e-04 2.33823750e-05 2.67738441e-05 1.69304440e-01 5.07913320e-02
1.731003 1.82645413e-04 1.58884030e-04 2.37613833e-05 2.72216706e-05 1.71330439e-01 5.13991316e-02
1.735072 1.83597498e-04 1.59466685e-04 2.41308126e-05 2.76590441e-05 1.73447163e-01 5.20341488e-02
1.739140 1.84402972e-04 1.59915631e-04 2.44873408e-05 2.80821422e-05 1.75605987e-01 5.26817961e-02
1.743209 1.85085970e-04 1.60257862e-04 2.48281075e-05 2.84876647e-05 1.77761417e-01 5.33284250e-02
1.747278 1.85665062e-04 1.60512634e-04 2.51524288e-05 2.88748023e-05 1.79891150e-01 5.39673451e-02
1.751347 1.86157447e-04 1.60696501e-04 2.54609462e-05 2.92442668e-05 1.81984466e-01 5.45953398e-02
1.755415 1.86579340e-04 1.60826100e-04 2.57532404e-05 2.95955516e-05 1.84022069e-01 5.52066206e-02
1.759484 1.86942735e-04 1.60914343e-04 2.60283917e-05 2.99275736e-05 1.85984500e-01 5.57953499e-02
1.763553 1.87260744e-04 1.60975168e-04 2.62855758e-05 3.02393569e-05 1.87851067e-01 5.63553200e-02
1.767622 1.87543490e-04 1.61020368e-04 2.65231218e-05 3.05289489e-05 1.89596814e-01 5.68790443e-02
1.771691 1.87800605e-04 1.61062624e-04 2.67379816e-05 3.07928061e-05 1.91185300e-01 5.73555901e-02
1.775759 1.88041092e-04 1.61111732e-04 2.69293594e-05 3.10299725e-05 1.92599087e-01 5.77797260e-02
1.779828 1.88271357e-04 1.61172513e-04 2.70988442e-05 3.12422391e-05 1.93843469e-01 5.81530408e-02
1.783897 1.88498987e-04 1.61251724e-04 2.72472636e-05 3.14305218e-05 1.94915881e-01 5.84747644e-02
1.787966 1.88733151e-04 1.61357347e-04 2.73758042e-05 3.15961529e-05 1.95814777e-01 5.87444330e-02
1.792034 1.88983636e-04 1.61498311e-04 2.74853242e-05 3.17400877e-05 1.96535106e-01 5.89605317e-02
1.796103 1.89259828e-04 1.61682223e-04 2.75776048e-05 3.18643499e-05 1.97080108e-01 5.91240323e-02
1.800172 1.89571166e-04 1.61915662e-04 2.76555038e-05 3.19722119e-05 1.97462133e-01 5.92386398e-02
1.804241 1.89927121e-04 1.62205755e-04 2.77213663e-05 3.20663600e-05 1.97689411e-01 5.93068232e-02
1.808309 1.90336965e-04 1.62559575e-04 2.77773897e-05 3.21493156e-05 1.97769437e-01 5.93308310e-02
1.812378 1.90811155e-04 1.62985610e-04 2.78255448e-05 3.22233432e-05 1.97706676e-01 5.93120028e-02
1.816447 1.91356941e-04 1.63488531e-04 2.78684098e-05 3.22914158e-05 1.97514869e-01 5.92544606e-02
1.820516 1.91979638e-04 1.64069960e-04 2.79096778e-05 3.23578059e-05 1.97219564e-01 5.91658691e-02
1.824585 1.92684832e-04 1.64732979e-04 2.79518526e-05 3.24254161e-05 1.96836215e-01 5.90508644e-02
1.828653 1.93476055e-04 1.65480822e-04 2.79952325e-05 3.24945956e-05 1.96364722e-01 5.89094165e-02
1.832722 1.94358015e-04 1.66318312e-04 2.80397027e-05 3.25652150e-05 1.95800538e-01 5.87401614e-02
1.836791 1.95330331e-04 1.67243802e-04 2.80865291e-05 3.26387488e-05 1.95156702e-01 5.85470105e-02
1.840860 1.96389775e-04 1.68251377e-04 2.81383975e-05 3.27183261e-05 1.94460970e-01 5.83382911e-02
1.844928 1.97533656e-04 1.69337367e-04 2.81962891e-05 3.28051003e-05 1.93726292e-01 5.81178877e-02
1.848997 1.98757298e-04 1.70498353e-04 2.82589452e-05 3.28976200e-05 1.92949782e-01 5.78849346e-02
1.853066 2.00056399e-04 1.71731250e-04 2.83251482e-05 3.29944784e-05 1.92128563e-01 5.76385689e-02
1.857135 2.01424147e-04 1.73030063e-04 2.83940839e-05 3.30947357e-05 1.91265813e-01 5.73797440e-02
1.861203 2.02852974e-04 1.74388064e-04 2.84649107e-05 3.31974178e-05 1.90365195e-01 5.71095586e-02
1.865272 2.04334666e-04 1.75797788e-04 2.85368786e-05 3.33016551e-05 1.89431594e-01 5.68294781e-02
1.869341 2.05858801e-04 1.77249233e-04 2.86095680e-05 3.34069620e-05 1.88474509e-01 5.65423526e-02
1.873410 2.07414984e-04 1.78732402e-04 2.86825821e-05 3.35128781e-05 1.87503092e-01 5.62509277e-02
1.877479 2.08994997e-04 1.80240856e-04 2.87541405e-05 3.36173246e-05 1.86513343e-01 5.59540028e-02
1.881547 2.10590779e-04 1.81769537e-04 2.88212424e-05 3.37167893e-05 1.85491969e-01 5.56475906e-02
1.885616 2.12194827e-04 1.83312085e-04 2.88827416e-05 3.38099225e-05 1.84439136e-01 5.53317407e-02
1.889685 2.13800251e-04 1.84861353e-04 2.89388978e-05 3.38970181e-05 1.83364546e-01 5.50093639e-02
1.893754 2.15400024e-04 1.86410371e-04 2.89896533e-05 3.39779981e-05 1.82275257e-01 5.46825770e-02
1.897822 2.16989227e-04 1.87954455e-04 2.90347713e-05 3.40525742e-05 1.81174605e-01 5.43523816e-02
1.901891 2.18562006e-04 1.89488114e-04 2.90738922e-05 3.41203133e-05 1.80065718e-01 5.40197155e-02
1.905960 2.20115348e-04 1.91008422e-04 2.91069258e-05 3.41810977e-05 1.78950736e-01 5.36852208e-02
1.910029 2.21648180e-04 1.92514271e-04 2.91339097e-05 3.42349586e-05 1.77830758e-01 5.33492274e-02
1.914097 2.23159086e-04 1.94004210e-04 2.91548764e-05 3.42819222e-05 1.76707105e-01 5.30121314e-02
1.918166 2.24648877e-04 1.95478776e-04 2.91701010e-05 3.43222994e-05 1.75580695e-01 5.26742086e-02
1.922235 2.26117789e-04 1.96938077e-04 2.91797116e-05 3.43562289e-05 1.74451936e-01 5.23355808e-02
1.926304 2.27568091e-04 1.98383836e-04 2.91842547e-05 3.43843425e-05 1.73322299e-01 5.19966897e-02
1.930372 2.29003187e-04 1.99818773e-04 2.91844139e-05 3.44074355e-05 1.72193208e-01 5.16579624e-02
1.934441 2.30426212e-04 2.01245313e-04 2.91808989e-05 3.44263357e-05 1.71066522e-01 5.13199565e-02
1.938510 2.31841317e-04 2.02666467e-04 2.91748504e-05 3.44423820e-05 1.69946132e-01 5.09838395e-02
1.942579 2.33253779e-04 2.04085349e-04 2.91684299e-05 3.44581227e-05 1.68841727e-01 5.06525180e-02
1.946648 2.34665978e-04 2.05505005e-04 2.91609734e-05 3.44727729e-05 1.67746634e-01 5.03239902e-02
1.950716 2.36077338e-04 2.06926635e-04 2.91507034e-05 3.44842283e-05 1.66649539e-01 4.99948616e-02
1.954785 2.37486093e-04 2.08349542e-04 2.91365513e-05 3.44912178e-05 1.65544966e-01 4.96634898e-02
1.958854 2.38892234e-04 2.09774776e-04 2.91174583e-05 3.44924786e-05 1.64426244e-01 4.93278733e-02
1.962923 2.40296351e-04 2.11203975e-04 2.90923756e-05 3.44867559e-05 1.63286490e-01 4.89859471e-02
1.966991 2.41698550e-04 2.12638286e-04 2.90602644e-05 3.44728033e-05 1.62119457e-01 4.86358370e-02
1.971060 2.43098967e-04 2.14078870e-04 2.90200965e-05 3.44493833e-05 1.60919120e-01 4.82757359e-02
1.975129 2.44497762e-04 2.15526908e-04 2.89708540e-05 3.44152670e-05 1.59679677e-01 4.79039031e-02
1.979198 2.45895121e-04 2.16983591e-04 2.89115297e-05 3.43692342e-05 1.58395545e-01 4.75186635e-02
1.983266 2.47291259e-04 2.18450132e-04 2.88411268e-05 3.43100739e-05 1.57061356e-01 4.71184068e-02
1.987335 2.48686416e-04 2.19927757e-04 2.87586595e-05 3.42365843e-05 1.55671957e-01 4.67015871e-02
1.991404 2.50080861e-04 2.21417708e-04 2.86631529e-05 3.41475724e-05 1.54222409e-01 4.62667227e-02
1.995473 2.51474889e-04 2.22921247e-04 2.85536426e-05 3.40418545e-05 1.52707986e-01 4.58123957e-02
1.999542 2.52868823e-04 2.24439648e-04 2.84291753e-05 3.39182561e-05 1.51124173e-01 4.53372518e-02
2.003610 2.54263015e-04 2.25974207e-04 2.82888085e-05 3.37756118e-05 1.49466668e-01 4.48400005e-02
2.007679 2.55657843e-04 2.27526232e-04 2.81316105e-05 3.36127654e-05 1.47731385e-01 4.43194154e-02
2.011748 2.57053714e-04 2.29097053e-04 2.79566605e-05 3.34285695e-05 1.45914446e-01 4.37743337e-02
2.015817 2.58451062e-04 2.30688014e-04 2.77630483e-05 3.32218860e-05 1.44012190e-01 4.32036569e-02
2.019885 2.59850352e-04 2.32300478e-04 2.75498745e-05 3.29915856e-05 1.42021170e-01 4.26063510e-02
2.023954 2.61252074e-04 2.33935824e-04 2.73162501e-05 3.27365477e-05 1.39938155e-01 4.19814466e-02
2.028023 2.62656749e-04 2.35595452e-04 2.70612968e-05 3.24556604e-05 1.37760131e-01 4.13280394e-02
