# W  sigma_tot[ub/GeV^3]  sigma_T  eps*sigma_L  sigma_L(no-epsilon)  R_LT=sigma_L/sigma_T  dR_LT(=0.3*R_LT)
1.348539 4.45401411e-04 3.81592183e-04 6.38092285e-05 6.67886762e-05 1.75026322e-01 5.25078966e-02
1.352607 4.55805034e-04 3.90321772e-04 6.54832620e-05 6.85527767e-05 1.75631445e-01 5.26894334e-02
1.356676 4.66182920e-04 3.99097594e-04 6.70853262e-05 7.02422100e-05 1.76002589e-01 5.28007768e-02
1.360745 4.76371979e-04 4.07789957e-04 6.85820214e-05 7.18219655e-05 1.76124900e-01 5.28374700e-02
1.364814 4.86216256e-04 4.16275320e-04 6.99409360e-05 7.32580420e-05 1.75984591e-01 5.27953774e-02
1.368883 4.95591070e-04 4.24444827e-04 7.11462429e-05 7.45337878e-05 1.75603006e-01 5.26809019e-02
1.372951 5.04347598e-04 4.32172836e-04 7.21747612e-05 7.56248327e-05 1.74987473e-01 5.24962420e-02
1.377020 5.12397815e-04 4.39386297e-04 7.30115187e-05 7.65153908e-05 1.74141505e-01 5.22424514e-02
1.381089 5.19671257e-04 4.46028484e-04 7.36427729e-05 7.71909525e-05 1.73062832e-01 5.19188495e-02
1.385158 5.26077199e-04 4.52025073e-04 7.40521258e-05 7.76342120e-05 1.71747579e-01 5.15242738e-02
1.389226 5.31714518e-04 4.57453350e-04 7.42611673e-05 7.78676823e-05 1.70219941e-01 5.10659823e-02
1.393295 5.36594080e-04 4.62319025e-04 7.42750555e-05 7.78966586e-05 1.68491138e-01 5.05473414e-02
1.397364 5.40849436e-04 4.66732301e-04 7.41171350e-05 7.77455154e-05 1.66574105e-01 4.99722315e-02
1.401433 5.44648493e-04 4.70831399e-04 7.38170945e-05 7.74452997e-05 1.64486268e-01 4.93458805e-02
1.405501 5.48138276e-04 4.74738076e-04 7.34002002e-05 7.70224404e-05 1.62241969e-01 4.86725908e-02
1.409570 5.51551753e-04 4.78657748e-04 7.28940049e-05 7.65057849e-05 1.59834005e-01 4.79502015e-02
1.413639 5.55089018e-04 4.82763441e-04 7.23255771e-05 7.59236938e-05 1.57268938e-01 4.71806814e-02
1.417708 5.58964507e-04 4.87243402e-04 7.17211050e-05 7.53036241e-05 1.54550321e-01 4.63650962e-02
1.421777 5.63396468e-04 4.92288064e-04 7.11084032e-05 7.46747618e-05 1.51689158e-01 4.55067473e-02
1.425845 5.68599463e-04 4.98087538e-04 7.05119245e-05 7.40627844e-05 1.48694313e-01 4.46082940e-02
1.429914 5.74779583e-04 5.04835980e-04 6.99436040e-05 7.34802383e-05 1.45552697e-01 4.36658091e-02
1.433983 5.82144923e-04 5.12723940e-04 6.94209831e-05 7.29455716e-05 1.42270657e-01 4.26811970e-02
1.438052 5.90924278e-04 5.21968721e-04 6.89555572e-05 7.24708922e-05 1.38841446e-01 4.16524339e-02
1.442120 6.01334697e-04 5.32776208e-04 6.85584888e-05 7.20679688e-05 1.35268745e-01 4.05806234e-02
1.446189 6.13633225e-04 5.45390591e-04 6.82426336e-05 7.17503596e-05 1.31557751e-01 3.94673253e-02
1.450258 6.28141231e-04 5.60119686e-04 6.80215455e-05 7.15323689e-05 1.27709078e-01 3.83127235e-02
1.454327 6.45141641e-04 5.77233588e-04 6.79080530e-05 7.14275502e-05 1.23741154e-01 3.71223462e-02
1.458395 6.65096226e-04 5.97173496e-04 6.79227305e-05 7.14576178e-05 1.19659727e-01 3.58979182e-02
1.462464 6.88376633e-04 6.20292212e-04 6.80844213e-05 7.16424831e-05 1.15497957e-01 3.46493871e-02
1.466533 7.15673193e-04 6.47257437e-04 6.84157556e-05 7.20060610e-05 1.11247947e-01 3.33743841e-02
1.470602 7.47647338e-04 6.78710019e-04 6.89373196e-05 7.25701354e-05 1.06923625e-01 3.20770874e-02
1.474670 7.84899293e-04 7.15229906e-04 6.96693869e-05 7.33561808e-05 1.02563078e-01 3.07689235e-02
1.478739 8.33618078e-04 7.62903707e-04 7.07143711e-05 7.44721968e-05 9.76167715e-02 2.92850314e-02
1.482808 9.01074926e-04 8.28893606e-04 7.21813197e-05 7.60332641e-05 9.17286170e-02 2.75185851e-02
1.486877 9.80336619e-04 9.06308431e-04 7.40281878e-05 7.79953750e-05 8.60583133e-02 2.58174940e-02
1.490946 1.04693422e-03 9.70867041e-04 7.60671819e-05 8.01608952e-05 8.25662957e-02 2.47698887e-02
1.495014 1.08576769e-03 1.00758199e-03 7.81857069e-05 8.24112847e-05 8.17911454e-02 2.45373436e-02
1.499083 1.11300169e-03 1.03267420e-03 8.03274820e-05 8.46872727e-05 8.20077352e-02 2.46023206e-02
1.503152 1.13626767e-03 1.05384511e-03 8.24225609e-05 8.69151267e-05 8.24742897e-02 2.47422869e-02
1.507221 1.15624747e-03 1.07187753e-03 8.43699484e-05 8.89883008e-05 8.30209596e-02 2.49062879e-02
1.511289 1.16941859e-03 1.08338902e-03 8.60295732e-05 9.07589298e-05 8.37731678e-02 2.51319504e-02
1.515358 1.17486997e-03 1.08757770e-03 8.72922766e-05 9.21116345e-05 8.46943025e-02 2.54082908e-02
1.519427 1.17371399e-03 1.08554754e-03 8.81664452e-05 9.30549925e-05 8.57217108e-02 2.57165132e-02
1.523496 1.16627292e-03 1.07766161e-03 8.86113110e-05 9.35456936e-05 8.68043294e-02 2.60412988e-02
1.527564 1.15368936e-03 1.06500658e-03 8.86827863e-05 9.36424721e-05 8.79266610e-02 2.63779983e-02
1.531633 1.13747495e-03 1.04900236e-03 8.84725827e-05 9.34419231e-05 8.90769424e-02 2.67230827e-02
1.535702 1.11883588e-03 1.03078680e-03 8.80490791e-05 9.30160779e-05 9.02379404e-02 2.70713821e-02
1.539771 1.09879596e-03 1.01129366e-03 8.75023075e-05 9.24599126e-05 9.14273634e-02 2.74282090e-02
1.543840 1.07846168e-03 9.91547122e-04 8.69145612e-05 9.18603108e-05 9.26434143e-02 2.77930243e-02
1.547908 1.05843221e-03 9.72101985e-04 8.63302219e-05 9.12641585e-05 9.38833166e-02 2.81649950e-02
1.551977 1.03925799e-03 9.53471743e-04 8.57862430e-05 9.07105308e-05 9.51370940e-02 2.85411282e-02
1.556046 1.02144188e-03 9.36115724e-04 8.53261571e-05 9.02454987e-05 9.64042120e-02 2.89212636e-02
1.560115 1.00513854e-03 9.20141848e-04 8.49966936e-05 8.99185593e-05 9.77224974e-02 2.93167492e-02
1.564183 9.90641295e-04 9.05799582e-04 8.48417129e-05 8.97762225e-05 9.91126782e-02 2.97338035e-02
1.568252 9.78077743e-04 8.93215181e-04 8.48625618e-05 8.98200475e-05 1.00558129e-01 3.01674387e-02
1.572321 9.67569159e-04 8.82512167e-04 8.50569914e-05 9.00477892e-05 1.02035748e-01 3.06107244e-02
1.576390 9.59246476e-04 8.73813675e-04 8.54328008e-05 9.04678431e-05 1.03532190e-01 3.10596569e-02
1.580458 9.53206537e-04 8.67202966e-04 8.60035706e-05 9.10947375e-05 1.05044310e-01 3.15132931e-02
1.584527 9.49563630e-04 8.62783870e-04 8.67797610e-05 9.19397114e-05 1.06561695e-01 3.19685084e-02
1.588596 9.48455252e-04 8.60691827e-04 8.77634244e-05 9.30051068e-05 1.08058545e-01 3.24175636e-02
1.592665 9.50020253e-04 8.61065956e-04 8.89542973e-05 9.42908151e-05 1.09504753e-01 3.28514260e-02
1.596734 9.54380749e-04 8.64009404e-04 9.03713454e-05 9.58171178e-05 1.10898235e-01 3.32694705e-02
1.600802 9.61623077e-04 8.69610413e-04 9.20126644e-05 9.75821855e-05 1.12213681e-01 3.36641043e-02
1.604871 9.71864373e-04 8.77950239e-04 9.39141344e-05 9.96242710e-05 1.13473710e-01 3.40421131e-02
1.608940 9.85359782e-04 8.88995113e-04 9.63646689e-05 1.02250156e-04 1.15017681e-01 3.45053044e-02
1.613009 1.00236455e-03 9.02724947e-04 9.96396012e-05 1.05752531e-04 1.17148121e-01 3.51444363e-02
1.617077 1.02283426e-03 9.19195457e-04 1.03638800e-04 1.10025793e-04 1.19697929e-01 3.59093788e-02
1.621146 1.04663497e-03 9.38731018e-04 1.07903952e-04 1.14583878e-04 1.22062525e-01 3.66187575e-02
1.625215 1.07355922e-03 9.61331942e-04 1.12227276e-04 1.19206335e-04 1.24001221e-01 3.72003663e-02
1.629284 1.10276440e-03 9.86059678e-04 1.16704722e-04 1.23995177e-04 1.25748147e-01 3.77244441e-02
1.633352 1.13357321e-03 1.01222079e-03 1.21352424e-04 1.28967708e-04 1.27410650e-01 3.82231950e-02
1.637421 1.16534072e-03 1.03921446e-03 1.26126258e-04 1.34077195e-04 1.29017831e-01 3.87053493e-02
1.641490 1.19741780e-03 1.06646970e-03 1.30948093e-04 1.39240696e-04 1.30562261e-01 3.91686783e-02
1.645559 1.22915920e-03 1.09339068e-03 1.35768517e-04 1.44405722e-04 1.32071477e-01 3.96214431e-02
1.649628 1.25990070e-03 1.11933073e-03 1.40569965e-04 1.49553616e-04 1.33609854e-01 4.00829563e-02
1.653696 1.28898853e-03 1.14366527e-03 1.45323254e-04 1.54653331e-04 1.35226045e-01 4.05678134e-02
1.657765 1.31594296e-03 1.16595137e-03 1.49991586e-04 1.59665683e-04 1.36940259e-01 4.10820778e-02
1.661834 1.34025624e-03 1.18573269e-03 1.54523552e-04 1.64535885e-04 1.38763050e-01 4.16289151e-02
1.665903 1.36156408e-03 1.20266932e-03 1.58894759e-04 1.69237862e-04 1.40718533e-01 4.22155598e-02
1.669971 1.38034284e-03 1.21723061e-03 1.63112229e-04 1.73778977e-04 1.42765862e-01 4.28297586e-02
1.674040 1.39650445e-03 1.22932726e-03 1.67177192e-04 1.78160429e-04 1.44925143e-01 4.34775430e-02
1.678109 1.40731103e-03 1.23614368e-03 1.71167349e-04 1.82464935e-04 1.47608193e-01 4.42824580e-02
1.682178 1.40692856e-03 1.23171694e-03 1.75211626e-04 1.86829928e-04 1.51682519e-01 4.55047557e-02
1.686246 1.39754372e-03 1.21822454e-03 1.79319183e-04 1.91265250e-04 1.57003282e-01 4.71009846e-02
1.690315 1.39523516e-03 1.21191226e-03 1.83322898e-04 1.95592684e-04 1.61391786e-01 4.84175357e-02
1.694384 1.40761475e-03 1.22045783e-03 1.87156925e-04 1.99741882e-04 1.63661437e-01 4.90984310e-02
1.698453 1.42823638e-03 1.23734240e-03 1.90893975e-04 2.03790334e-04 1.64700032e-01 4.94100097e-02
1.702521 1.44853731e-03 1.25390397e-03 1.94633347e-04 2.07844013e-04 1.65757521e-01 4.97272563e-02
1.706590 1.46604301e-03 1.26765700e-03 1.98386001e-04 2.11914653e-04 1.67170341e-01 5.01511022e-02
1.710659 1.48187846e-03 1.27978221e-03 2.02096254e-04 2.15942795e-04 1.68734019e-01 5.06202057e-02
1.714728 1.49558973e-03 1.28984979e-03 2.05739938e-04 2.19902592e-04 1.70486978e-01 5.11460933e-02
1.718797 1.50727954e-03 1.29799300e-03 2.09286545e-04 2.23761385e-04 1.72390287e-01 5.17170860e-02
1.722865 1.51702124e-03 1.30431973e-03 2.12701512e-04 2.27482141e-04 1.74406732e-01 5.23220196e-02
1.726934 1.52493346e-03 1.30894821e-03 2.15985242e-04 2.31065186e-04 1.76527370e-01 5.29582111e-02
1.731003 1.53123218e-03 1.31205557e-03 2.19176618e-04 2.34552024e-04 1.78766838e-01 5.36300513e-02
1.735072 1.53609104e-03 1.31380833e-03 2.22282715e-04 2.37950161e-04 1.81114822e-01 5.43344466e-02
1.739140 1.53971517e-03 1.31444132e-03 2.25273852e-04 2.41227750e-04 1.83521126e-01 5.50563377e-02
1.743209 1.54230838e-03 1.31418367e-03 2.28124709e-04 2.44357577e-04 1.85938680e-01 5.57816041e-02
1.747278 1.54402915e-03 1.31319913e-03 2.30830021e-04 2.47333879e-04 1.88344535e-01 5.65033605e-02
1.751347 1.54502457e-03 1.31162792e-03 2.33396647e-04 2.50163882e-04 1.90727780e-01 5.72183340e-02
1.755415 1.54543133e-03 1.30960967e-03 2.35821653e-04 2.52844316e-04 1.93068455e-01 5.79205364e-02
1.759484 1.54534994e-03 1.30725245e-03 2.38097488e-04 2.55366956e-04 1.95346320e-01 5.86038959e-02
1.763553 1.54488913e-03 1.30467167e-03 2.40217455e-04 2.57724480e-04 1.97539722e-01 5.92619167e-02
1.767622 1.54413143e-03 1.30196433e-03 2.42167096e-04 2.59901225e-04 1.99622385e-01 5.98867156e-02
1.771691 1.54315306e-03 1.29923367e-03 2.43919385e-04 2.61868015e-04 2.01555748e-01 6.04667245e-02
1.775759 1.54202665e-03 1.29655879e-03 2.45467852e-04 2.63617708e-04 2.03321060e-01 6.09963179e-02
1.779828 1.54080576e-03 1.29397805e-03 2.46827701e-04 2.65166432e-04 2.04923438e-01 6.14770315e-02
1.783897 1.53955208e-03 1.29154499e-03 2.48007089e-04 2.66522766e-04 2.06359645e-01 6.19078935e-02
1.787966 1.53833975e-03 1.28932240e-03 2.49017354e-04 2.67698713e-04 2.07627443e-01 6.22882328e-02
1.792034 1.53724679e-03 1.28738003e-03 2.49866758e-04 2.68702986e-04 2.08720798e-01 6.26162393e-02
1.796103 1.53634829e-03 1.28577642e-03 2.50571872e-04 2.69553245e-04 2.09642393e-01 6.28927180e-02
1.800172 1.53572036e-03 1.28456140e-03 2.51158954e-04 2.70277596e-04 2.10404575e-01 6.31213725e-02
1.804241 1.53543816e-03 1.28378865e-03 2.51649512e-04 2.70899070e-04 2.11015318e-01 6.33045953e-02
1.808309 1.53557451e-03 1.28351087e-03 2.52063640e-04 2.71439204e-04 2.11481811e-01 6.34445433e-02
1.812378 1.53621070e-03 1.28379138e-03 2.52419314e-04 2.71917285e-04 2.11807999e-01 6.35423998e-02
1.816447 1.53740286e-03 1.28466289e-03 2.52739968e-04 2.72358506e-04 2.12007764e-01 6.36023291e-02
1.820516 1.53919293e-03 1.28613382e-03 2.53059103e-04 2.72798947e-04 2.12107746e-01 6.36323239e-02
1.824585 1.54162335e-03 1.28822396e-03 2.53399398e-04 2.73263069e-04 2.12123884e-01 6.36371652e-02
1.828653 1.54471752e-03 1.29095400e-03 2.53763524e-04 2.73753786e-04 2.12055416e-01 6.36166247e-02
1.832722 1.54850721e-03 1.29435680e-03 2.54150411e-04 2.74269976e-04 2.11896732e-01 6.35690197e-02
1.836791 1.55298613e-03 1.29841463e-03 2.54571500e-04 2.74824025e-04 2.11661221e-01 6.34983663e-02
1.840860 1.55812795e-03 1.30307684e-03 2.55051111e-04 2.75442244e-04 2.11378359e-01 6.34135078e-02
1.844928 1.56390870e-03 1.30831058e-03 2.55598121e-04 2.76134301e-04 2.11061736e-01 6.33185207e-02
1.848997 1.57028633e-03 1.31408521e-03 2.56201119e-04 2.76887950e-04 2.10707760e-01 6.32123279e-02
1.853066 1.57722203e-03 1.32037296e-03 2.56849071e-04 2.77691340e-04 2.10312804e-01 6.30938413e-02
1.857135 1.58465854e-03 1.32712393e-03 2.57534605e-04 2.78536559e-04 2.09879840e-01 6.29639521e-02
1.861203 1.59253323e-03 1.33428313e-03 2.58250096e-04 2.79415414e-04 2.09412386e-01 6.28237159e-02
1.865272 1.60077915e-03 1.34179041e-03 2.58988747e-04 2.80320594e-04 2.08915336e-01 6.26746009e-02
1.869341 1.60931364e-03 1.34956689e-03 2.59746755e-04 2.81248020e-04 2.08398726e-01 6.25196179e-02
1.873410 1.61805499e-03 1.35753448e-03 2.60520516e-04 2.82193821e-04 2.07872305e-01 6.23616915e-02
1.877479 1.62693663e-03 1.36564278e-03 2.61293846e-04 2.83140492e-04 2.07331298e-01 6.21993895e-02
1.881547 1.63589179e-03 1.37385236e-03 2.62039431e-04 2.84058433e-04 2.06760524e-01 6.20281571e-02
1.885616 1.64486106e-03 1.38211429e-03 2.62746761e-04 2.84936221e-04 2.06159666e-01 6.18478998e-02
1.889685 1.65379234e-03 1.39037426e-03 2.63418084e-04 2.85776261e-04 2.05539091e-01 6.16617272e-02
1.893754 1.66263251e-03 1.39857976e-03 2.64052749e-04 2.86577805e-04 2.04906301e-01 6.14718903e-02
1.897822 1.67134442e-03 1.40669596e-03 2.64648453e-04 2.87338319e-04 2.04264693e-01 6.12794079e-02
1.901891 1.67988407e-03 1.41468231e-03 2.65201752e-04 2.88054020e-04 2.03617461e-01 6.10852382e-02
1.905960 1.68822944e-03 1.42251780e-03 2.65711639e-04 2.88723769e-04 2.02966717e-01 6.08900152e-02
1.910029 1.69637336e-03 1.43019511e-03 2.66178249e-04 2.89347664e-04 2.02313419e-01 6.06940258e-02
1.914097 1.70430616e-03 1.43770449e-03 2.66601661e-04 2.89925744e-04 2.01658787e-01 6.04976361e-02
1.918166 1.71203513e-03 1.44505097e-03 2.66984159e-04 2.90460443e-04 2.01003597e-01 6.03010790e-02
1.922235 1.71956306e-03 1.45223639e-03 2.67326671e-04 2.90952728e-04 2.00348049e-01 6.01044148e-02
1.926304 1.72690839e-03 1.45927443e-03 2.67633955e-04 2.91407730e-04 1.99693576e-01 5.99080729e-02
1.930372 1.73409804e-03 1.46618600e-03 2.67912032e-04 2.91831971e-04 1.99041575e-01 5.97124725e-02
1.934441 1.74115682e-03 1.47298964e-03 2.68167179e-04 2.92232258e-04 1.98393967e-01 5.95181900e-02
1.938510 1.74811762e-03 1.47970797e-03 2.68409655e-04 2.92619750e-04 1.97755068e-01 5.93265205e-02
1.942579 1.75502332e-03 1.48636416e-03 2.68659160e-04 2.93015924e-04 1.97136026e-01 5.91408079e-02
1.946648 1.76189009e-03 1.49298066e-03 2.68909427e-04 2.93413959e-04 1.96528975e-01 5.89586926e-02
1.950716 1.76871019e-03 1.49956631e-03 2.69143875e-04 2.93795765e-04 1.95920489e-01 5.87761467e-02
1.954785 1.77546857e-03 1.50611618e-03 2.69352393e-04 2.94150283e-04 1.95303847e-01 5.85911541e-02
1.958854 1.78216285e-03 1.51263795e-03 2.69524899e-04 2.94466471e-04 1.94670821e-01 5.84012462e-02
1.962923 1.78879483e-03 1.51914348e-03 2.69651344e-04 2.94733299e-04 1.94012812e-01 5.82038436e-02
1.966991 1.79536270e-03 1.52564099e-03 2.69721709e-04 2.94939752e-04 1.93321859e-01 5.79965576e-02
1.971060 1.80186472e-03 1.53213872e-03 2.69726003e-04 2.95074828e-04 1.92590151e-01 5.77770453e-02
1.975129 1.80829921e-03 1.53864495e-03 2.69654265e-04 2.95127532e-04 1.91810029e-01 5.75430086e-02
1.979198 1.81466454e-03 1.54516798e-03 2.69496559e-04 2.95086879e-04 1.90973980e-01 5.72921940e-02
1.983266 1.82095914e-03 1.55171617e-03 2.69242976e-04 2.94941893e-04 1.90074641e-01 5.70223922e-02
1.987335 1.82718150e-03 1.55829787e-03 2.68883630e-04 2.94681600e-04 1.89104795e-01 5.67314386e-02
1.991404 1.83333017e-03 1.56492151e-03 2.68408659e-04 2.94295033e-04 1.88057376e-01 5.64172129e-02
1.995473 1.83940372e-03 1.57159550e-03 2.67808222e-04 2.93771223e-04 1.86925467e-01 5.60776401e-02
1.999542 1.84540083e-03 1.57832833e-03 2.67072498e-04 2.93099205e-04 1.85702303e-01 5.57106908e-02
2.003610 1.85132018e-03 1.58512850e-03 2.66191687e-04 2.92268012e-04 1.84381274e-01 5.53143823e-02
2.007679 1.85716053e-03 1.59200452e-03 2.65156005e-04 2.91266671e-04 1.82955931e-01 5.48867794e-02
2.011748 1.86292067e-03 1.59896498e-03 2.63955686e-04 2.90084206e-04 1.81419987e-01 5.44259960e-02
2.015817 1.86859945e-03 1.60601847e-03 2.62580976e-04 2.88709635e-04 1.79767319e-01 5.39301957e-02
2.019885 1.87419576e-03 1.61317362e-03 2.61022138e-04 2.87131966e-04 1.77991980e-01 5.33975939e-02
2.023954 1.87970853e-03 1.62043908e-03 2.59269446e-04 2.85340196e-04 1.76088197e-01 5.28264590e-02
2.028023 1.88513674e-03 1.62782356e-03 2.57313184e-04 2.83323310e-04 1.74050381e-01 5.22151143e-02
